key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by
1751	"(S,sA) ou$^w^$wte (B,F) ouwT (F) ouwwT (S,F) ouaate- (F) ouate-,ouat- (S) bwt- (B) ouet- (S) ouo$^o^$t= (S,F) oua$^a^$t= (B) ouot=,bot= (F) ouet= (S) ouoote+ (B) ouot+"	2	"send |$ {intr:} |$ {tr:} /$gk: [[ejapostellein, afienai]]$/ |$ {qual:} (S), separated, choice"	"send |$ {intr:} |$ {tr:} /$gk: [[ejapostellein, afienai]]$/ |$ {qual:} (S), separated, choice"	"ejapostellein, afienai"	"495a"	8	0	"2010-01-13"	"2010-08-06"	"vagrant"	"vagrant"
1752	"(S) ouwtn (A,sA) ouwtne (B) owten (S,B) ouotn= (B) ouoqn=,ouoten+"	2	"{tr:} pour | (as nn m), libation | | {intr:} be pierced (B) | {tr:} pierce | (as nn m), place pierced, hole /$gk: [[trumalia]]$/"	"{tr:} pour | (as nn m), libation | | {intr:} be pierced (B) | {tr:} pierce | (as nn m), place pierced, hole /$gk: [[trumalia]]$/"	"trumalia"	"497b"	7	0	"2010-01-13"	"2010-04-27"	"vagrant"	"vagrant"
1753	"(S,sA,B) outaH (A,sA) etaH (F) outeH (B) *outauH (F) *outeuH"	1	"fruit /$gk: [[karpos, karpwma, gennhma]]$/"	"fruit /$gk: [[karpos, karpwma, gennhma]]$/"	"karpos, karpwma, gennhma"	"498a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1754	"(B) oufaJi"	1	"liver"	"liver"	""	"499a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1755	"(S) ouhhS"	1	"(meaning unknown, an office or occupation)"	"(meaning unknown, an office or occupation)"	""	"499a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1756	"(S,A,B) ouwS (B) bwS"	1	"cleft, gap /$gk: [[oph, trumalia, xasma]]$/ | space, distance /$gk: [[diasthma]]$/ | interval, pause, holiday"	"cleft, gap /$gk: [[oph, trumalia, xasma]]$/ | space, distance /$gk: [[diasthma]]$/ | interval, pause, holiday"	"oph, trumalia, xasma, diasthma"	"501b"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1757	"(S,sA,F) ouSh (A) ouQi (F) ouSi (S) *ouSooue (sA) *ouaSoue"	4	"night /$gk: [[nuj]]$/"	"night /$gk: [[nuj]]$/"	"nuj"	"502a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1758	"(S) ouw$^w^$Se (Sa,F) ouaS="	2	"{intr:} consume (by burning) /$gk: [[katanaliskein]]$/  {tr:} "	"{intr:} consume (by burning) /$gk: [[katanaliskein]]$/  {tr:} "	"katanaliskein"	"502b"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1759	"(S,sA) ouwSb (S) ouwSF (A) ouwSbe (NH) ouwSbe *^<a href="ext codex II - The Apocryphon of John;106;25;18;aFouwSbe peJaF naei Je;codex IV - The Apocryphon of John;118;40;24;aFouwSbe peJaF nai Je">Ext</a>^* (S) oueSb- (sA) ouaSb- (S) ouoSb= (sA) ouaSb="	2	"{intr:} answer /$gk: [[apokrinesqai]]$/ | {tr:}  /$gk: [[apokrinesqai]]$/"	"{intr:} answer /$gk: [[apokrinesqai]]$/ | {tr:}  /$gk: [[apokrinesqai]]$/"	"apokrinesqai"	"502b"	8	0	"2010-01-13"	"2011-01-14"	"vagrant"	"vagrant"
1760	"(S) ouwSm (A) ouwSme$* (B) ouwSem (S) oueSm- (S,B) ouoSm= (Sf) ouaSm= (S) ouoSm+ (Sf) ouaSm+ (B) ouoSem+"	2	"{tr:} knead, bruise /$gk: [[furan, anamignunai, tribein]]$/ |$ {qual:} kneaded, compounded"	"{tr:} knead, bruise /$gk: [[furan, anamignunai, tribein]]$/ |$ {qual:} kneaded, compounded"	"furan, anamignunai, tribein"	"503a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
3157	"(S) ouaSer"	4	"(nn f /*?*/, meaning unknown)"	"(nn f /*?*/, meaning unknown)"	""	"503b"	6	0	"2010-03-03"	"1900-01-01"	"vagrant"	""
1761	"(S,B,F) ouwSs (A) ouwsQ (S,B) oueSs- (S) ouoSs= (A) ouasQ= (S,B) ouoSs+ (Sf,F) ouaSs+ (S) ouasS+ (Sf) ouasH+ (A) ouasQ+"	2	"{intr:} become, be broad, at ease /$gk: [[platunein]]$/ | {tr:} make broad /$gk: [[platunein]]$/"	"{intr:} become, be broad, at ease /$gk: [[platunein]]$/ | {tr:} make broad /$gk: [[platunein]]$/"	"platunein"	"503b"	8	0	"2010-01-14"	"2010-08-07"	"vagrant"	"vagrant"
1762	"(S,B) ouoSoueS (S) oueSoueS,oueSouwS (B) boSbeS (S,B) oueSouwS= (B) oueSouwS+"	2	"{intr:} strike, thresh /$gk: [[kataklasqai]]$/ | {tr:} /$gk: [[rabdizein, tumpanizein]]$/"	"{intr:} strike, thresh /$gk: [[kataklasqai]]$/ | {tr:} /$gk: [[rabdizein, tumpanizein]]$/"	"kataklasqai, rabdizein, tumpanizein"	"504b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1763	"(S,A,sA,B,F) ouwSF (S) ouwSb (S) oueSF- (sA) ouaSF- (S,B) ouoSF= (S) ouaSF= (F) ouaSb= (S,B) ouoSF+"	2	"{intr:} be worn down, crushed, perish /$gk: [[diaqribein, ektribein, qrauein, qlan]]$/ | {tr:} /$gk: [[ektribein, suntribein]]$/"	"{intr:} be worn down, crushed, perish /$gk: [[diaqribein, ektribein, qrauein, qlan]]$/ | {tr:} /$gk: [[ektribein, suntribein]]$/"	"diaqribein, ektribein, qrauein, qlan, suntribein"	"505a"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1764	"(S) ouoF,ouwF (Sa) ouaF (B) boF"	1	"lung /$gk: [[pneumwn]]$/"	"lung /$gk: [[pneumwn]]$/"	"pneumwn"	"505a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1765	"(S) $^ouwH^$,oueH-"	2	"{tr:} interpret /$gk: [[ejhghths]]$/"	"{tr:} interpret /$gk: [[ejhghths]]$/"	"ejhghths"	"508b"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1766	"(S) ouaHe (B) ouaH,baH (F) oueHi"	3	"oasis /$gk: [[Oasis]]$/"	"oasis /$gk: [[Oasis]]$/"	"Oasis"	"508b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1767	"(sA) ouiHe,ouaHe+ (S) ouoHe+ (S,A,sA) ^ouaHi-"	2	"{intr:} be bitter, sharp /*?*/ /$gk: [[pikros]]$/ | (as nn m), cruelty"	"{intr:} be bitter, sharp /*?*/ /$gk: [[pikros]]$/ | (as nn m), cruelty"	"pikros"	"508b"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1768	"(S,B) ouaHbeF (S) ouaHmeF,ouoHbeF (B) ouaHF"	2	"{intr:} bark, growl (of dog) /$gk: [[ulaktein, gruzein]]$/"	"{intr:} bark, growl (of dog) /$gk: [[ulaktein, gruzein]]$/"	"ulaktein, gruzein"	"509a"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1769	"(B) ouoJi"	2	"(vb /*?*/), bend, twist"	"(vb /*?*/), bend, twist"	""	"511a"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1770	"(S) ouw$^w^$Je (B) ouwJ,bwJ (S) oueeJe- (S,B) oueJ- (Sa) ouwJe- (S) ouo$^o^$J= (Sa,Sf) ouaJ= (B) ouoJ="	2	"{tr:} |$ cut /$gk: [[temnein]]$/ |$ cut off, out"	"{tr:} |$ cut /$gk: [[temnein]]$/ |$ cut off, out"	"temnein"	"511a"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1771	"(Sf) ouaGe,ouwGe (B) baJi"	2	"blow, (same as [ouaJe])"	"blow, (same as [ouaJe])"	""	"512b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1772	"(S) ouo$^o^$Ge,ouoiGe (A) ouaGe (B) ouoJi (F) ouaJi"	4	"(/*dual ?*/), jaw, cheek /$gk: [[siagwn]]$/"	"(/*dual ?*/), jaw, cheek /$gk: [[siagwn]]$/"	"siagwn"	"512b"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1773	"(S) ouwGs"	2	"{tr:} collect (contribution) /$gk: [[ekferein]]$/ | (as nn m), contribution, collection"	"{tr:} collect (contribution) /$gk: [[ekferein]]$/ | (as nn m), contribution, collection"	"ekferein"	"513b"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1774	"(S) ouoGoueG,ouGbG (B) ouoJoueJ,ouoJbeJ (F) bakbek (S) oueGouwG=,oueGouG= (B) oueJouwJ=,beJbwJ="	2	"{intr /*rare*/:} chew, crush | {tr:} /$gk: [[masasqai, kataqlan]]$/"	"{intr /*rare*/:} chew, crush | {tr:} /$gk: [[masasqai, kataqlan]]$/"	"masasqai, kataqlan"	"513b"	8	0	"2010-01-14"	"2010-08-07"	"vagrant"	"vagrant"
1775	"(B) fih"	4	"sprout, blossom /$gk: [[blastos, fuh]]$/"	"sprout, blossom /$gk: [[blastos, fuh]]$/"	"blastos, fuh"	"514a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1776	"(B) fel"	1	"bean"	"bean"	""	"514a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1777	"(B) fonpen,fonfen,fenfwn+"	2	"{intr:} overflow /$gk: [[xeein]]$/"	"{intr:} overflow /$gk: [[xeein]]$/"	"xeein"	"514a"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1778	"(B) fwnH,fenH-,fonH=,fonH+"	2	"{intr:} turn, be turned /$gk: [[strefesqai, meqistanai, ejallasesqai]]$/ | {tr:} /$gk: [[strefesqai, diallasesqai, afistanai]]$/"	"{intr:} turn, be turned /$gk: [[strefesqai, meqistanai, ejallasesqai]]$/ | {tr:} /$gk: [[strefesqai, diallasesqai, afistanai]]$/"	"strefesqai, meqistanai, ejallasesqai, diallasesqai, afistanai"	"514b"	8	0	"2010-01-14"	"2010-08-07"	"vagrant"	"vagrant"
1779	"(B) fwnJ,fenJ-,fonJ=,fonJ+"	2	"{tr:} overthrow, destroy /$gk: [[rhgnunai, katastrefein, ektribesqai, kaqairein]]$/"	"{tr:} overthrow, destroy /$gk: [[rhgnunai, katastrefein, ektribesqai, kaqairein]]$/"	"rhgnunai, katastrefein, ektribesqai, kaqairein, diastrofh"	"515a"	8	0	"2010-01-14"	"2010-08-07"	"vagrant"	"vagrant"
1780	"(B) forper,ferfwr=,ferfwr+ (S) ^farfer-,farper-,parfer-"	2	"{tr:} open, loosen /$gk: [[anoigein, luein]]$/"	"{tr:} open, loosen /$gk: [[anoigein, luein]]$/"	"anoigein, luein"	"515b"	8	0	"2010-01-14"	"2010-08-07"	"vagrant"	"vagrant"
1781	"(B) fors"	2	"{tr:} break up /*?*/"	"{tr:} break up /*?*/"	""	"515b"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1782	"(B) *fasfes"	3	"wiles"	"wiles"	""	"515b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1783	"(B) $^fwSem^$,faSm="	2	"{tr:} (meaning unknown)"	"{tr:} (meaning unknown)"	""	"515b"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1784	"(B) feK"	1	"melon"	"melon"	""	"515b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1785	"(B) fwKi"	1	"shark"	"shark"	""	"515b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1786	"(B) *fwJi"	3	"fish"	"fish"	""	"515b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1787	"(B) xakkamau *^mostly^*,kakkamau"	4	"small night owl"	"small night owl"	""	"516b"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1788	"(B) xelmi"	4	"(meaning unknown, something noxious ?)"	"(meaning unknown, something noxious ?)"	""	"516b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1789	"(B) xlomlem"	2	"{tr:} crown /$gk: [[stefanousqai]]$/"	"{tr:} crown /$gk: [[stefanousqai]]$/"	"stefanousqai"	"516b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1790	"(B) *xelxaxwF"	3	"abscess, tumour"	"abscess, tumour"	""	"516b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1791	"(B) xansrwF"	3	"(name of a field pest /*?*/)"	"(name of a field pest /*?*/)"	""	"516b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1792	"(B) $^xwr^$,xer-"	2	"{tr:} destroy, (c [ebol]) /$gk: [[ektribein]]$/"	"{tr:} destroy, (c [ebol]) /$gk: [[ektribein]]$/"	"ektribein"	"516b"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1793	"(B) xareb"	6	"(adj or vb), lowly, abased"	"(adj or vb), lowly, abased"	""	"516b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1794	"(B) xrobi"	22	"sickle /$gk: [[drepanon]]$/"	"sickle /$gk: [[drepanon]]$/"	"drepanon"	"516b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1795	"(B) xarouki"	1	"lizard"	"lizard"	""	"517a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1796	"(B) xrim"	1	""	""	""	"517a"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1797	"(B) xrwouni,xrwoun"	4	"(tree) xixyphus, nabk"	"(tree) xixyphus, nabk"	""	"517a"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1798	"(S) xerxem"	4	"(among diseases)"	"(among diseases)"	""	"517a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1799	"(B) xroS,xrwS"	1	"slap"	"slap"	""	"517a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1800	"(B) xrwS"	3	"wrinkle"	"wrinkle"	""	"517a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1801	"(B) xarwJi"	4	"wallet, (among fuller's tools)"	"wallet, (among fuller's tools)"	""	"517a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1802	"(B) xos"	3	"eructation, vomiting /$gk: [[ereugesqai]]$/"	"eructation, vomiting /$gk: [[ereugesqai]]$/"	"ereugesqai"	"517b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1803	"(B) xathr"	1	"compass (for measuring)"	"compass (for measuring)"	""	"517b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1804	"(B) xiFt"	1	"(plant) pulicaria"	"(plant) pulicaria"	""	"517b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1805	"(S,A,sA,B,F) w"	18	"O! /$gk: [[w]]$/"	"O! /$gk: [[w]]$/"	"w"	"517b"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1806	"(S,sA) wbt (S) wFt (F) wbet"	1	"goose (or other edible bird)"	"goose (or other edible bird)"	""	"518b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1807	"(S,sA,B,F) wbS (A) wbQ (F) wbeS,wFeS (S,sA) ebS- (S,B) obS= (A) abQ= (sA) abS=,aFS= *^once^*,abH= (B) opS= (F) abeS= (S,B) obS+ (A) abQ+ (sA) abS+ (F) abeS+"	2	"forget, be forgotten |$ {intr:} /$gk: [[lanqanein, agnoein]]$/ |$ {qual:} /$gk: [[epilanqanein, agnoein, paroran]]$/ |$ {tr:} | | sleep |$ {intr:} /$gk: [[upnoun, koimasqai, kaqeudein]]$/ |$ {qual:} /$gk: [[upnoun, kaqeudein]]$/"	"forget, be forgotten |$ {intr:} /$gk: [[lanqanein, agnoein]]$/ |$ {qual:} /$gk: [[epilanqanein, agnoein, paroran]]$/ |$ {tr:} | | sleep |$ {intr:} /$gk: [[upnoun, koimasqai, kaqeudein]]$/ |$ {qual:} /$gk: [[upnoun, kaqeudein]]$/"	"lanqanein, agnoein, epilanqanein, paroran, upnoun, koimasqai, kaqeudein"	"518b"	8	0	"2010-01-14"	"2010-08-07"	"vagrant"	"vagrant"
1808	"(B) wk"	2	"{intr:} go in, sink /*?*/ (of sun) /$gk: [[epiduein]]$/"	"{intr:} go in, sink /*?*/ (of sun) /$gk: [[epiduein]]$/"	"epiduein"	"519b"	6	0	"2010-01-14"	"2010-03-04"	"vagrant"	"vagrant"
1809	"(B) wli"	3	"striking, blow"	"striking, blow"	""	"522a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1810	"(S,A,sA,B) wlk (S,B) $^e^$lk-,olk=,olk+"	2	"{intr:} become, be bent /$gk: [[kamptesqai, enagkalizein]]$/ | {qual:} (S), turned aside, distorted | {tr /*refl*/:} /$gk: [[kruptesqai]]$/"	"{intr:} become, be bent /$gk: [[kamptesqai, enagkalizein]]$/ | {qual:} (S), turned aside, distorted | {tr /*refl*/:} /$gk: [[kruptesqai]]$/"	"kamptesqai, enagkalizein, kruptesqai"	"522a"	8	0	"2010-01-14"	"2010-08-07"	"vagrant"	"vagrant"
1811	"(S,F) wl$^e^$m (sA) wlme (S) olm= (Sf) alm= (S) olm+"	2	"{intr:} clasp, embrace, entwine | {tr:} |$ |$ embroider /*?*/"	"{intr:} clasp, embrace, entwine | {tr:} |$ |$ embroider /*?*/"	""	"522b"	6	0	"2010-01-14"	"2012-03-10"	"vagrant"	"vagrant"
1812	"(S,A,sA,B) wmk (S,B) emk-,omk= (S) omek= (A) amk="	2	"{tr:} swallow /$gk: [[katapinein]]$/"	"{tr:} swallow /$gk: [[katapinein]]$/"	"katapinein"	"523a"	8	0	"2010-01-14"	"2010-08-08"	"vagrant"	"vagrant"
1813	"(S,A,sA,B,F) wms (S,B) ems- (S) ams- (B) oms- (S,B) oms= (A,sA,F) ams= (S) oms+ (A) ams+"	2	"{intr:} be sunk, submerged /$gk: [[katapontizein, buqizein, duein]]$/ | {tr:} sink, dip /$gk: [[katapontizein, kataduein, empimplanai]]$/"	"{intr:} be sunk, submerged /$gk: [[katapontizein, buqizein, duein]]$/ | {tr:} sink, dip /$gk: [[katapontizein, kataduein, empimplanai]]$/"	"katapontizein, buqizein, duein, kataduein, empimplanai"	"523a"	8	0	"2010-01-14"	"2010-08-08"	"vagrant"	"vagrant"
1814	"(S,A) wmJ (S) emJ-,omJ="	2	"{tr:} wean /$gk: [[apogalaktizein]]$/"	"{tr:} wean /$gk: [[apogalaktizein]]$/"	"apogalaktizein"	"524a"	6	0	"2010-01-14"	"2010-03-05"	"vagrant"	"vagrant"
1815	"(S) wnk,onk=,omk=,ong= (Sf) ang="	2	"{tr /*refl*/:} leap"	"{tr /*refl*/:} leap"	""	"524b"	8	0	"2010-01-14"	"2010-08-08"	"vagrant"	"vagrant"
1816	"(S) wnt,wnG"	2	"{intr:} be pinched, contracted | {tr /*refl*/:} "	"{intr:} be pinched, contracted | {tr /*refl*/:} "	""	"525a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1817	"(S) wnS (sA) wwnS (S,B) onS+ (S) oonS+ (Sf) anS$^e^$+ (A) anQ+ (sA) aanS+"	2	"{intr:} be astonished, dazed (& so) dumb"	"{intr:} be astonished, dazed (& so) dumb"	""	"525a"	7	0	"2010-01-14"	"2010-04-28"	"vagrant"	"vagrant"
1818	"(F) wpiS"	1	"broad river-bed"	"broad river-bed"	""	"528a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1819	"(S) wr$^e^$b (S,B) wrF (Sa,A) wrbe (S) erb- (B) erF- (F) areF- (S) orb= (S,B) orF= (Sf,A) arb= (S) orb+ (S,sA) arb+ (S,B) orF+ (A) arbe+"	2	"{intr:} be enclosed, apart, quiet /$gk: [[hsuxazein]]$/ | {tr:} restrict, surround"	"{intr:} be enclosed, apart, quiet /$gk: [[hsuxazein]]$/ | {tr:} restrict, surround"	"hsuxazein"	"528a"	8	0	"2010-01-14"	"2010-08-08"	"vagrant"	"vagrant"
1820	"(B,F) wreb (B) orb= (F) alb= (Sf) arF (B) oreb+ (O) orp+"	2	"{tr:} detest, abominate, defile /$gk: [[bdelussein, bebhloun]]$/ | {qual:} /$gk: [[bdeluktos, bdelugma]]$/ | (as nn) /$gk: [[bdelugma]]$/"	"{tr:} detest, abominate, defile /$gk: [[bdelussein, bebhloun]]$/ | {qual:} /$gk: [[bdeluktos, bdelugma]]$/ | (as nn) /$gk: [[bdelugma]]$/"	"bdelussein, bebhloun, bdeluktos, bdelugma"	"529a"	6	0	"2010-01-14"	"2010-03-05"	"vagrant"	"vagrant"
1821	"(B) wrban"	1	"box tree"	"box tree"	""	"529a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1822	"(S) wrS (B) HroS (F) arS= (S) orS+ (S,B) HorS+"	2	"{intr:} |$ be cold /$gk: [[cuxesqai]]$/ |$ be scorched, inflamed /*?*/ | {tr:} sear"	"{intr:} |$ be cold /$gk: [[cuxesqai]]$/ |$ be scorched, inflamed /*?*/ | {tr:} sear"	"cuxesqai"	"530a"	6	0	"2010-01-14"	"2010-03-05"	"vagrant"	"vagrant"
1823	"(S,A,sA) wrJ (S) wrJe,ouwrJ (A) HwrJ (S) wrG,$^e^$rJ-,reJ-,arJ-,wrhJ-,orJ= (S,O) or$^e^$J+ (A,sA) arJ+"	2	"{intr:} be firm, secure, fastened /$gk: [[periasfalizesqai]]$/ | {qual:} /$gk: [[oxuroun, oxuros]]$/ | {tr:} confirm, fasten, imprison /$gk: [[asfalizesqai]]$/"	"{intr:} be firm, secure, fastened /$gk: [[periasfalizesqai]]$/ | {qual:} /$gk: [[oxuroun, oxuros]]$/ | {tr:} confirm, fasten, imprison /$gk: [[asfalizesqai]]$/"	"periasfalizesqai, oxuroun, oxuros, asfalizesqai"	"530a"	8	0	"2010-01-14"	"2010-08-09"	"vagrant"	"vagrant"
1824	"(S,A,sA,B,F) wsk (S,B) osk+ (Sf) ask+"	2	"{intr:} delay, continue, be prolonged /$gk: [[xronizein, bradunein, makrunein]]$/ | {qual:} /$gk: [[makros]]$/"	"{intr:} delay, continue, be prolonged /$gk: [[xronizein, bradunein, makrunein]]$/ | {qual:} /$gk: [[makros]]$/"	"xronizein, bradunein, makrunein, makros"	"530b"	8	0	"2010-01-14"	"2010-08-09"	"vagrant"	"vagrant"
1825	"(S) wsG,wsk,wGs (B) wSJ (S) esG-,osG-,oueGs- (B) oSJ- (S) osG=,ouosG=,aSG= (B) oSJ= (S) osG+ (B) oSJ+"	2	"{intr:} snear, anoint, (qual c [n-]) /$gk: [[konian, periarguroun, asboloun]]$/ | {tr:} /$gk: [[aleifein, xrusoun, leainein]]$/"	"{intr:} snear, anoint, (qual c [n-]) /$gk: [[konian, periarguroun, asboloun]]$/ | {tr:} /$gk: [[aleifein, xrusoun, leainein]]$/"	"konian, periarguroun, asboloun, aleifein, xrusoun, leainein"	"531b"	8	0	"2010-01-14"	"2010-08-09"	"vagrant"	"vagrant"
1826	"(S,B,F) wt (S,A) ouwt"	1	"fat /$gk: [[stear]]$/ | (in recipes) | (as fuel)"	"fat /$gk: [[stear]]$/ | (in recipes) | (as fuel)"	"stear"	"531b"	6	0	"2010-01-14"	"2010-03-05"	"vagrant"	"vagrant"
1827	"(S,sA) wtp (B) wbt *^once^* (Sa) atp- (B) opt- (S) otp= (Sa) atp= (S,B) otp+ (sA) atp+ (B) opt+ (F) apt+"	2	"{intr:} be laden | {qual:} /$gk: [[fortizein]]$/ | {tr:} load"	"{intr:} be laden | {qual:} /$gk: [[fortizein]]$/ | {tr:} load"	""	"532a"	8	0	"2010-01-14"	"2010-08-09"	"vagrant"	"vagrant"
1828	"(S,sA,B) wtH (S,B) ouwtH (S) otH=,otH+"	2	"{intr:} tie, sew, weave /$gk: [[ufainein, nhqein]]$/ | {tr:} (S) /$gk: [[upodeisqai, pedan]]$/"	"{intr:} tie, sew, weave /$gk: [[ufainein, nhqein]]$/ | {tr:} (S) /$gk: [[upodeisqai, pedan]]$/"	"ufainein, nhqein, diazesqai, upodeisqai, pedan"	"532b"	8	0	"2010-01-14"	"2012-12-28"	"vagrant"	"vagrant"
1829	"(B) wou"	2	"{intr:} be long, (in compounds)"	"{intr:} be long, (in compounds)"	""	"533a"	6	0	"2010-01-14"	"2010-03-08"	"vagrant"	"vagrant"
1830	"(S) $^wS^$,oS=,HoS=,onS= (Sf) anS= (A) aQ= (sA) aS="	2	"{tr /*refl*/:} intrude (self), slip in"	"{tr /*refl*/:} intrude (self), slip in"	""	"535a"	6	0	"2010-01-14"	"2010-03-08"	"vagrant"	"vagrant"
1831	"(B) wSi"	3	"rain /$gk: [[uetos, broxh]]$/"	"rain /$gk: [[uetos, broxh]]$/"	"uetos, broxh"	"535a"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1832	"(S,F) wSm (S) ouwSm (A) wQme (B,F) wSem (B) oSem (S) eSm- (F) aSem- (S,B,O) oSm= (A) aQm= (S) oSm+ (B) oSem+ (F) aSem+"	2	"{intr:} be quenched, dried up /$gk: [[sbennunai, apobainein]]$/ | {tr:} quench /$gk: [[sbennunai, katasbennunai, ejilaskein]]$/"	"{intr:} be quenched, dried up /$gk: [[sbennunai, apobainein]]$/ | {tr:} quench /$gk: [[sbennunai, katasbennunai, ejilaskein]]$/"	"sbennunai, apobainein, katasbennunai, ejilaskein"	"535a"	6	0	"2010-01-14"	"2010-03-08"	"vagrant"	"vagrant"
1833	"(B) wST"	2	"{intr:} drag, crawl, flow /$gk: [[surein]]$/ | {tr:} /$gk: [[surein, aposurein]]$/"	"{intr:} drag, crawl, flow /$gk: [[surein]]$/ | {tr:} /$gk: [[surein, aposurein]]$/"	"surein, aposurein"	"535b"	8	0	"2010-01-14"	"2010-08-09"	"vagrant"	"vagrant"
1834	"(S) wF (S,B) wb (S) ouF"	1	"lettuce"	"lettuce"	""	"535b"	6	0	"2010-01-14"	"1900-01-01"	"vagrant"	""
1835	"(S) wFe,wbe (S,A) wF (S) wb (B) wFi (S,B) eF- (S) wF- (S,B) oF= (S) ob= (Sa,A) aF="	2	"{intr:} press | {tr:} /$gk: [[piezein]]$/ | | gather, mop up (B)"	"{intr:} press | {tr:} /$gk: [[piezein]]$/ | | gather, mop up (B)"	"piezein"	"535b"	8	0	"2010-01-14"	"2010-08-09"	"vagrant"	"vagrant"
1836	"(S,B,F) wFt (S) wbt,eFt-,ebt- (S,B) oFt= (S) obt= (B) HoFt= (S,B) oFt+ (S) obt+"	2	"{tr:} nail, fix (S) /$gk: [[dihloun, orussein]]$/ | (as nn m), nailing, attachment to"	"{tr:} nail, fix (S) /$gk: [[dihloun, orussein]]$/ | (as nn m), nailing, attachment to"	"dihloun, orussein"	"536a"	8	0	"2010-01-15"	"2010-08-09"	"vagrant"	"vagrant"
1837	"(S) wFt"	2	"{intr:} be worn, eaten away /*?*/"	"{intr:} be worn, eaten away /*?*/"	""	"536b"	6	0	"2010-01-15"	"1900-01-01"	"vagrant"	""
1838	"(B) wKt (F) wHt (B) oKt+"	2	"{intr:} drip, trickle"	"{intr:} drip, trickle"	""	"536b"	6	0	"2010-01-15"	"1900-01-01"	"vagrant"	""
1839	"(S,sA,O) wH (S) aH"	18	"woe!"	"woe!"	""	"536b"	6	0	"2010-01-15"	"2010-03-08"	"vagrant"	"vagrant"
1840	"(S,F) wJ"	3	"thief"	"thief"	""	"539a"	6	0	"2010-01-15"	"2010-03-08"	"vagrant"	"vagrant"
