key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by
1666	"(S) toua (B) qouai,qbai"	22	"door-post (or) lintel  /$gk: [[flia, uperquron]]$/"	"door-post (or) lintel  /$gk: [[flia, uperquron]]$/"	"flia, uperquron"	"443b"	6	0	"2010-01-12"	"2010-02-26"	"vagrant"	"vagrant"
1667	"(S,B) tou$^e^$io (F) touia (B) touie- (S,B) touio= (sA) touia="	2	"{tr:} |$ remove, wean (/*caus of [oue]*/)  /$gk: [[apogalaktizein]]$/ |$ repay, return (S,sA,F)  /$gk: [[apodidonai, antapodidonai]]$/ | {intr:} (c dat) /$gk: [[apodidonai, antapodidonai]]$/"	"{tr:} |$ remove, wean (/*caus of [oue]*/)  /$gk: [[apogalaktizein]]$/ |$ repay, return (S,sA,F)  /$gk: [[apodidonai, antapodidonai]]$/ | {intr:} (c dat) /$gk: [[apodidonai, antapodidonai]]$/"	"apogalaktizein, apodidonai, antapodidonai"	"444a"	6	0	"2010-01-12"	"2010-02-26"	"vagrant"	"vagrant"
1668	"(S,A,sA,F) touw= (B) qouw="	3	"bosom  /$gk: [[kolpos]]$/"	"bosom  /$gk: [[kolpos]]$/"	"kolpos"	"444b"	6	0	"2010-01-12"	"2010-02-27"	"vagrant"	"vagrant"
1669	"(S) $^touno^$,toun-,toune-,touno- (S,A) tounou- (B,F) toun-"	2	"{tr:} make to open (/*caus of [ouwn]*/)"	"{tr:} make to open (/*caus of [ouwn]*/)"	""	"446b"	6	0	"2010-01-12"	"2010-02-27"	"vagrant"	"vagrant"
1670	"(S,F) touwt (B) qouwt (S) ****touoote (B) ****qouoT"	22	"idol, pillar  /$gk: [[agalma]]$/ | shrine"	"idol, pillar  /$gk: [[agalma]]$/ | shrine"	"agalma"	"447a"	6	0	"2010-01-12"	"2010-02-27"	"vagrant"	"vagrant"
1671	"(S) tooute (B) qwouT (F) tauT (B) qouet- (F) touet- (S,F) touht= (B) qouwt= (S) touht+ (B) qouht+"	2	"{intr:} be gathered, collected  /$gk: [[sunagein, sunexein]]$/ | {tr:} (/*S once*/), gather, collect  /$gk: [[agein, sunagein]]$/"	"{intr:} be gathered, collected  /$gk: [[sunagein, sunexein]]$/ | {tr:} (/*S once*/), gather, collect  /$gk: [[agein, sunagein]]$/"	"sunagein, sunexein, agein, sunagein"	"447b"	8	0	"2010-01-12"	"2010-07-30"	"vagrant"	"vagrant"
1672	"(B) touHo,touHe-,touHo- *^once^*,touHo="	2	"{tr:} add (/*caus of [ouwH]*/)"	"{tr:} add (/*caus of [ouwH]*/)"	""	"448b"	8	0	"2010-01-12"	"2010-07-30"	"vagrant"	"vagrant"
1673	"(S,A,B) taSo (B) tanSo (F) taSa (S,A,sA,B,F) taSe- (B) tanSe- (S,B) taSo= (A) taSa= (B) tanSo="	2	"{tr:} increase (/*caus of [aSai]*/)  /$gk: [[plhqunein, empimplanai, pleonazein]]$/"	"{tr:} increase (/*caus of [aSai]*/)  /$gk: [[plhqunein, empimplanai, pleonazein]]$/"	"plhqunein, empimplanai, pleonazein"	"452b"	6	0	"2010-01-12"	"2010-02-27"	"vagrant"	"vagrant"
1674	"(F) $^tSa^$,tSe-"	2	"{tr:} send (/*caus of [Se] ?*/)  /$gk: [[apostellein]]$/"	"{tr:} send (/*caus of [Se] ?*/)  /$gk: [[apostellein]]$/"	"apostellein"	"453a"	6	0	"2010-01-12"	"2010-02-27"	"vagrant"	"vagrant"
1675	"(B) tSmo,Stmo,tSmo=,Stmo="	2	"{tr:} make small (/*caus of [Sma]*/)  /$gk: [[lepton poiein, leptunein]]$/"	"{tr:} make small (/*caus of [Sma]*/)  /$gk: [[lepton poiein, leptunein]]$/"	"lepton poiein, leptunein"	"453a"	6	0	"2010-01-12"	"2010-02-27"	"vagrant"	"vagrant"
1676	"(B) tSouio (F) Jouia- (B) tSouie-,tSouio="	2	"{tr:} make dry, parch (/*caus of [Sooue]*/)  /$gk: [[jhrainein]]$/"	"{tr:} make dry, parch (/*caus of [Sooue]*/)  /$gk: [[jhrainein]]$/"	"jhrainein"	"453a"	6	0	"2010-01-12"	"2010-02-27"	"vagrant"	"vagrant"
1677	"(S) taF (B) qaF (Sf) teF,thF (B) qhF"	1	"spittle  /$gk: [[emptusma, suelos]]$/ | spit [neJ t.] /$gk: [[ptuein]]$/"	"spittle  /$gk: [[emptusma, suelos]]$/ | spit [neJ t.] /$gk: [[ptuein]]$/"	"emptusma, suelos, ptuein"	"453a"	6	0	"2010-01-12"	"2010-02-27"	"vagrant"	"vagrant"
1678	"(S,A,F) twH (S) twaH (B) toH,qoH *^rare^*"	1	"chaff  /$gk: [[axuron, xortasma]]$/"	"chaff  /$gk: [[axuron, xortasma]]$/"	"axuron, xortasma"	"453b"	6	0	"2010-01-12"	"2010-02-27"	"vagrant"	"vagrant"
1679	"(S,A) tHio (S,sA) qio (S) qie- (S,sA) qio- (S,sA) qio= (A,sA) tHia=,qia= (S) thihu+,qihu+"	2	"{tr:} make fall, bring down (/*caus of [He]*/)  /$gk: [[katagein, ekballein]]$/"	"{tr:} make fall, bring down (/*caus of [He]*/)  /$gk: [[katagein, ekballein]]$/"	"katagein, ekballein"	"457a"	8	0	"2010-01-12"	"2010-08-02"	"vagrant"	"vagrant"
1680	"(S,A,B) tHo (S) qo (B) qoH"	2	"{intr:} make, be bad (/*caus of [Hoou]*/)  /$gk: [[kakos apobainein, ponhros einai]]$/"	"{intr:} make, be bad (/*caus of [Hoou]*/)  /$gk: [[kakos apobainein, ponhros einai]]$/"	"kakos apobainein, ponhros einai"	"457b"	8	0	"2010-01-12"	"2010-08-02"	"vagrant"	"vagrant"
1681	"(S) twHb,taHb=,taHb+"	2	"{tr:} moisten, soak"	"{tr:} moisten, soak"	""	"457b"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1682	"(S) qlo,qlo= (F) qla="	2	"{tr:} make to fly, drive away, scatter (/*caus of [Hwl]*/)  /$gk: [[ekriptein, diaspeirein]]$/"	"{tr:} make to fly, drive away, scatter (/*caus of [Hwl]*/)  /$gk: [[ekriptein, diaspeirein]]$/"	"ekriptein, diaspeirein"	"458a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1683	"(S) twHm,taHm="	2	"{intr:} chase, urge, pursue"	"{intr:} chase, urge, pursue"	""	"459a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1684	"(S) THme,teHme,teHm"	1	"(a receptacle for water, grain, meal &c)"	"(a receptacle for water, grain, meal &c)"	""	"459a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1685	"(S) qmo (sA) tHmmo (B) tKmo,tKmom,qemmo,tHemmo,qKmo-,qKmo="	2	"{tr:} warm (/*caus of [Hmom]*/)  /$gk: [[flegmainein, qermainesqai]]$/ | {intr:} | (as nn B) /$gk: [[qermasia]]$/"	"{tr:} warm (/*caus of [Hmom]*/)  /$gk: [[flegmainein, qermainesqai]]$/ | {intr:} | (as nn B) /$gk: [[qermasia]]$/"	"flegmainein, qermainesqai, qermasia"	"459b"	6	0	"2010-01-12"	"2012-04-02"	"vagrant"	"vagrant"
1686	"(S,A,sA) qmko (S) tHmko (B) tHemko (F) temka (S,A) qmke- (F) temke- (S) qmko= (A) qmka= (B) tHemko= (S) qmkhu+ (B) tHemkhout+"	2	"{tr:} ill use, afflict, humiliate (/*caus of [moukH]*/)  /$gk: [[kakoun, kakopoiein, kataponein, katadunasteuein, timwrein, kolazein, basanizein, tapeinoun, patassein, qlan, odunan, ekqlibein, ektribein, suntribein, katateinein, empaizein, kolabrizein]]$/ | {intr:}  /$gk: [[kakopoiein]]$/ | {qual:}  /$gk: [[kakws exein]]$/"	"{tr:} ill use, afflict, humiliate (/*caus of [moukH]*/)  /$gk: [[kakoun, kakopoiein, kataponein, katadunasteuein, timwrein, kolazein, basanizein, tapeinoun, patassein, qlan, odunan, ekqlibein, ektribein, suntribein, katateinein, empaizein, kolabrizein]]$/ | {intr:}  /$gk: [[kakopoiein]]$/ | {qual:}  /$gk: [[kakws exein]]$/"	"kakoun, kakopoiein, kataponein, katadunasteuein, timwrein, kolazein, basanizein, tapeinoun, patassein, qlan, odunan, ekqlibein, ektribein, suntribein, katateinein, empaizein, kolabrizein, kakws exein"	"459b"	6	0	"2010-01-12"	"2012-10-10"	"vagrant"	"vagrant"
1687	"(S,B) taHno"	2	"(/*S once*/) | {tr:} hinder  /$gk: [[kwluein, egkoptein, pauein]]$/ | {intr:} be hindered  /$gk: [[sunexesqai, egkoptesqai]]$/"	"(/*S once*/) | {tr:} hinder  /$gk: [[kwluein, egkoptein, pauein]]$/ | {intr:} be hindered  /$gk: [[sunexesqai, egkoptesqai]]$/"	"kwluein, egkoptein, pauein, sunexesqai, egkoptesqai"	"460a"	8	0	"2010-01-12"	"2010-08-02"	"vagrant"	"vagrant"
1688	"(S,A) teHne (B,F) teHni"	4	"forehead  /$gk: [[metwpon]]$/"	"forehead  /$gk: [[metwpon]]$/"	"metwpon"	"460b"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1689	"(S) tHno,qHno (A) tQno (S) tHne-,qHne-,qnne-,qno- (A) tQno- (S) tHno=,qHno= (Sa) qna= (sA) tHna= (S) qnhu+ (sA) tHnait+"	2	"{tr:} |$ make to approach (/*caus of [Hwn]*/) |$ /*refl*/}, approach |$ hire  /$gk: [[misqousqai]]$/ | (as nn) /$gk: [[misqwma]]$/"	"{tr:} |$ make to approach (/*caus of [Hwn]*/) |$ /*refl*/}, approach |$ hire  /$gk: [[misqousqai]]$/ | (as nn) /$gk: [[misqwma]]$/"	"misqousqai, misqwma"	"460b"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1690	"(sA) $^qrko^$,qrke-"	2	"{tr:} make mild, assuage (/*caus of [Hrak]*/)"	"{tr:} make mild, assuage (/*caus of [Hrak]*/)"	""	"461a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1691	"(S) tHrSo,qHrSo,qarSo *^once^* (Sf) qerSa (B) qerSo (S) q$^e^$rSe- (S,B) qerSo= (Sf,A) qerSa="	2	"{tr:} make heavy, (so /*mostly*/) terrify (/*caus of [HroS]*/)  /$gk: [[barein, epikeisqai, qambein]]$/ | {intr:} | (as nn m)"	"{tr:} make heavy, (so /*mostly*/) terrify (/*caus of [HroS]*/)  /$gk: [[barein, epikeisqai, qambein]]$/ | {intr:} | (as nn m)"	"barein, epikeisqai, qambein"	"461a"	6	0	"2010-01-12"	"2010-08-02"	"vagrant"	"vagrant"
1692	"(S,A,sA,B) taHt (S) taHtH,taq (B) tatH (F) teHt"	1	"lead  /$gk: [[molubdos, molibos]]$/"	"lead  /$gk: [[molubdos, molibos]]$/"	"molubdos, molibos"	"462a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1693	"(S) taHtH,toHteH$*,taHt (B) qoKteK (S) teHtwH= (B) qeKqwK= (O) taHtH= (S) teHtwH+ (B) qeKqwK"	2	"{tr:} mix, confuse  /$gk: [[furmon poiein]]$/"	"{tr:} mix, confuse  /$gk: [[furmon poiein]]$/"	"furmon poiein"	"462a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1694	"(S) qoout,qwout,qwq,qoot,qoq (Sa) qaut,qaout (B) qwout (F) qaouq,qaud"	3	"(name of 1st month)  /$gk: [[Qwuq]] &c$/"	"(name of 1st month)  /$gk: [[Qwuq]] &c$/"	"Qwuq"	"462a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1695	"(S) tJa$^e^$io *^once^*,Ja$^e^$io,Ga$^e^$io *^once^* (F) Jaia (S) Jaeio="	2	"{intr:} make to rise /*?*/, appear, (hence) triumph (/*caus of [Sa] ?*/)"	"{intr:} make to rise /*?*/, appear, (hence) triumph (/*caus of [Sa] ?*/)"	""	"462b"	8	0	"2010-01-12"	"2010-08-03"	"vagrant"	"vagrant"
1696	"(S) taG,tak,tJ (A) teG (B) taJ"	22	"(/*f once*/), lump, piece, cake  /$gk: [[palaqh]]$/"	"(/*f once*/), lump, piece, cake  /$gk: [[palaqh]]$/"	"palaqh"	"464a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1697	"(Sf) taG (F) qaJ"	3	"(nn /*?*/, in dating epitaphs, meaning unknown)"	"(nn /*?*/, in dating epitaphs, meaning unknown)"	""	"464a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1698	"(S) TGe,tiGe (B) JiJi"	4	"gourd, (or) vegetables (generally) /$gk: [[opwra, karpos]]$/"	"gourd, (or) vegetables (generally) /$gk: [[opwra, karpos]]$/"	"opwra, karpos"	"464a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1699	"(B) tGo,tGe- *^2 pl^*,tGo="	2	"{tr:} plant (/*causative of [Go]*/) /$gk: [[futeuein, speirein]]$/"	"{tr:} plant (/*causative of [Go]*/) /$gk: [[futeuein, speirein]]$/"	"futeuein, speirein"	"466a"	6	0	"2010-01-12"	"2010-02-28"	"vagrant"	"vagrant"
1700	"(S) thGmes,teGmes (B) Jismis"	3	"castor-oil plant"	"castor-oil plant"	""	"466a"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1701	"(S) twGn (sA) twGne (S) teGn-,taGn- (S) toGn= (S,F) taGn="	2	"{tr:} push, repel /$gk: [[wqein, anatrepein]]$/"	"{tr:} push, repel /$gk: [[wqein, anatrepein]]$/"	"wqein, anatrepein"	"466a"	8	0	"2010-01-12"	"2010-08-03"	"vagrant"	"vagrant"
1702	"(S) twG$^e^$r,twkr,twrG,twrk (S) toGr+,tork+,takr+,tark+ (A) tarG+"	2	"{intr:} be fixed, joined"	"{intr:} be fixed, joined"	""	"466b"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1703	"(S) twGs,twts,toGs=,taGs=,toGs+"	2	"{intr:} bleach, dye"	"{intr:} bleach, dye"	""	"466b"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1704	"(S) $^toGtG^$,teGtwG+"	2	"{tr:} press firmly /$gk: [[piezein]]$/"	"{tr:} press firmly /$gk: [[piezein]]$/"	"piezein"	"467b"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1705	"(S,A,B) oua (sA) ouee (Sf,F) oue"	1	"blasphemy /$gk: [[blasfhmia]]$/ | (as adj) /$gk: [[blasfhmos]]$/"	"blasphemy /$gk: [[blasfhmia]]$/ | (as adj) /$gk: [[blasfhmos]]$/"	"blasfhmia, blasfhmos"	"468b"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1706	"(S) oua"	3	"(meaning uncertain), child/*?*/ /$gk: [[nhpios]]$/"	"(meaning uncertain), child/*?*/ /$gk: [[nhpios]]$/"	"nhpios"	"468b"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1707	"(S,Sa) oua-,oua="	21	"(verbal prefix indicating future)"	"(verbal prefix indicating future)"	""	"470a"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1708	"(S) oua=,ouai="	2	"{tr:} permit, grant /*?*/"	"{tr:} permit, grant /*?*/"	""	"470a"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1709	"(S) ouaa=,ouaat=,ouoot= (S,B) ouat= (Sa,A,sA,F) ouae$^e^$t= (sA) ouaHe$^e^$= (A,sA) ouaHeet= (A,sA) ouaHet="	6	"alone, self /$gk: [[monos]]$/"	"alone, self /$gk: [[monos]]$/"	"monos"	"470a"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1710	"(B) ouhi"	7	"indeed, verily (with preceding [Je-]) for /$gk: [[oti, dioti, kaqoti]]$/"	"indeed, verily (with preceding [Je-]) for /$gk: [[oti, dioti, kaqoti]]$/"	"oti, dioti, kaqoti"	"471b"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1711	"(S) ouo$^e^$i (A,sA,F) oua$^e^$i (B) ouoi"	18	"woe! | (as nn m)"	"woe! | (as nn m)"	""	"472b"	6	0	"2010-01-12"	"2011-01-10"	"vagrant"	"vagrant"
1712	"ouoeie"	1	"husbandman, cultivator (of fields or wines) /$gk: [[gewrgos, ghponos]]$/"	"husbandman, cultivator (of fields or wines) /$gk: [[gewrgos, ghponos]]$/"	"gewrgos, ghponos"	"473a"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1713	"(S,sA,B) oubaS (A) oubaQ (B) ouaS (F) oubeS (S,B) ouobS+ (Sf,F) ouabS+"	2	"{intr:} become, be white /$gk: [[leukainein]]$/ | {qual:} /$gk: [[leukanqizein]]$/"	"{intr:} become, be white /$gk: [[leukainein]]$/ | {qual:} /$gk: [[leukanqizein]]$/"	"leukainein, leukanqizein"	"476b"	6	0	"2010-01-12"	"2010-03-01"	"vagrant"	"vagrant"
1714	"(B) ouoki"	1	"dregs of sesame (in oil-press)"	"dregs of sesame (in oil-press)"	""	"477a"	6	0	"2010-01-13"	"2010-03-01"	"vagrant"	"vagrant"
1715	"(S) ououke"	2	"{tr:} break, nip"	"{tr:} break, nip"	""	"477a"	6	0	"2010-01-13"	"2010-03-01"	"vagrant"	"vagrant"
1716	"(S) ouel"	1	"mucus of nose /*?*/"	"mucus of nose /*?*/"	""	"477a"	6	0	"2010-01-13"	"2010-03-01"	"vagrant"	"vagrant"
1717	"(S,F) ouwwle,ouwle (A) ououle (S) ouoole+,ouole+ (A,F) ouaale+ (Sf,F) ouale+"	2	"{intr:} be well off, flourish /$gk: [[euqhnein, eufronein]]$/"	"{intr:} be well off, flourish /$gk: [[euqhnein, eufronein]]$/"	"euqhnein, eufronein"	"477a"	8	0	"2010-01-13"	"2010-08-04"	"vagrant"	"vagrant"
1718	"(B) oulai"	3	"polium, (a plant) /$gk: [[oulos]]$/"	"polium, (a plant) /$gk: [[oulos]]$/"	"oulos"	"477a"	6	0	"2010-01-13"	"2010-03-01"	"vagrant"	"vagrant"
1719	"(S,sA) oulle (S) ouelle (Sf) ouelli,ouhlli"	4	"melody, music /$gk: [[melos, wdh, asma, mousika]]$/"	"melody, music /$gk: [[melos, wdh, asma, mousika]]$/"	"melos, wdh, asma, mousika"	"477a"	6	0	"2010-01-13"	"2010-03-01"	"vagrant"	"vagrant"
1720	"(S) ouhlm"	1	"(object belonging to a washerman or dyer)"	"(object belonging to a washerman or dyer)"	""	"477b"	6	0	"2010-01-13"	"2010-03-01"	"vagrant"	"vagrant"
1721	"(S,A,B) ouwls (S) ouels-,ouols=,ouols+ (B) bols+"	2	"{intr:} lean, be bent, be confounded /$gk: [[wqeisqai, kurtousqai, entrepein]]$/ | {tr:} bend, humiliate /$gk: [[tropoun, anatrepein]]$/"	"{intr:} lean, be bent, be confounded /$gk: [[wqeisqai, kurtousqai, entrepein]]$/ | {tr:} bend, humiliate /$gk: [[tropoun, anatrepein]]$/"	"wqeisqai, kurtousqai, entrepein, tropoun, anatrepein"	"477b"	8	0	"2010-01-13"	"2010-08-05"	"vagrant"	"vagrant"
1722	"(S) ouelouele"	2	"{intr:} yelp, howl"	"{intr:} yelp, howl"	""	"478a"	6	0	"2010-01-13"	"2010-03-01"	"vagrant"	"vagrant"
1723	"(S) ouw$^w^$me,ouwm,ouoom=,ouom="	2	"{intr:} be loosed, dissolved (by emotion) | {tr:} reduce /*?*/ | {refl:} accomodate, restrain self"	"{intr:} be loosed, dissolved (by emotion) | {tr:} reduce /*?*/ | {refl:} accomodate, restrain self"	""	"479b"	6	0	"2010-01-13"	"2010-03-01"	"vagrant"	"vagrant"
1724	"(S,B) oumot (Sf) oumate (F) oumat (S,B) ouomt+ (S) ouomnt+"	2	"{intr:} become, be thick /$gk: [[paxunein]]$/ | (as nn m), thickness /$gk: [[paxos]]$/"	"{intr:} become, be thick /$gk: [[paxunein]]$/ | (as nn m), thickness /$gk: [[paxos]]$/"	"paxunein, paxos"	"479b"	6	0	"2010-01-13"	"2010-03-01"	"vagrant"	"vagrant"
1725	"(S) ouomF (A,F) ouamF (A) ouanF (B) ouonHF (Sf) ouamaHb (NH) ouoneF *^<a href="ext codex II - The Gospel of Thomas;107;50;3;eueine nnououHor eFnkotk HiJn pouoneF nHnneHoou">Ext</a>^*"	1	"manger /$gk: [[fatnh]]$/"	"manger /$gk: [[fatnh]]$/"	"fatnh"	"480a"	6	0	"2010-01-13"	"2011-01-09"	"vagrant"	"vagrant"
1726	"(B) ouan"	1	"dyke /$gk: [[xwma]]$/"	"dyke /$gk: [[xwma]]$/"	"xwma"	"480a"	6	0	"2010-01-13"	"2010-03-02"	"vagrant"	"vagrant"
1727	"(S) ouein,ouin"	1	"water-channel /*?*/"	"water-channel /*?*/"	""	"480a"	6	0	"2010-01-13"	"2010-03-02"	"vagrant"	"vagrant"
1728	"(S,B) ouon (A,sA,F) ouan"	5	"some one, something, some /$gk: [[tis, pas, autos, toioutos]]$/"	"some one, something, some /$gk: [[tis, pas, autos, toioutos]]$/"	"tis, pas, autos, toioutos"	"482a"	6	0	"2010-01-13"	"2010-03-02"	"vagrant"	"vagrant"
1729	"(S,A,sA,B,F) ouwn (S,A) oun- (S,B) ouen-"	1	"part |$ (alone) /$gk: [[meros, misqos]]$/ |$ (numeral preceding S,F) |$ (numeral following S,A)"	"part |$ (alone) /$gk: [[meros, misqos]]$/ |$ (numeral preceding S,F) |$ (numeral following S,A)"	"meros, misqos"	"483a"	6	0	"2010-01-13"	"2010-03-02"	"vagrant"	"vagrant"
1730	"(Sf) ouwng,bak="	2	"{tr:} chew /*?*/"	"{tr:} chew /*?*/"	""	"483b"	6	0	"2010-01-13"	"2010-03-02"	"vagrant"	"vagrant"
1731	"(S) ou$^e^$nt (S) ouont,ouontou (A,B) ouent (A) *ouente"	1	"deep, hollow place, hold (of ship) /$gk: [[koilh, shkos]]$/"	"deep, hollow place, hold (of ship) /$gk: [[koilh, shkos]]$/"	"koilh, shkos"	"484a"	6	0	"2010-01-13"	"2010-03-02"	"vagrant"	"vagrant"
1732	"(S,B,F) ourw (S,F) arw"	1	"bean"	"bean"	""	"489a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1733	"(S,B) ouwrp (S,B,F) ouwrep (B) bwrp (Sf,F) ouwrep- (B) ouorp-,ouerp- (F) ouarhp- (S,B,F) ouorp= (Sf,F) ouarp="	2	"{intr:} send /$gk: [[apostellein]]$/ | {tr:} /$gk: [[apostellein, ejapostellein, pempein]]$/"	"{intr:} send /$gk: [[apostellein]]$/ | {tr:} /$gk: [[apostellein, ejapostellein, pempein]]$/"	"apostellein, ejapostellein, pempein"	"489a"	8	0	"2010-01-13"	"2010-08-06"	"vagrant"	"vagrant"
1734	"(S) ouras"	3	"staff, crutch /$gk: [[skutalh]]$/"	"staff, crutch /$gk: [[skutalh]]$/"	"skutalh"	"489b"	6	0	"2010-01-13"	"1900-01-01"	"vagrant"	""
1735	"(B) ouris"	1	"(plant) /$gk: [[kostos]]$/"	"(plant) /$gk: [[kostos]]$/"	"kostos"	"489b"	6	0	"2010-01-13"	"1900-01-01"	"vagrant"	""
1736	"(S,sA) ourt (S) ouhrt,ouart,ouarht (S,B,F) ouert (F) ouhlt (B) bert"	22	"rose /$gk: [[rodon]]$/ | rose water"	"rose /$gk: [[rodon]]$/ | rose water"	"rodon"	"490a"	6	0	"2010-01-13"	"1900-01-01"	"vagrant"	""
1737	"(S,sA) ou$^e^$rSe (S) ouhrSe (B) ouerSi"	4	"watch, watch tower /$gk: [[fulakh]]$/"	"watch, watch tower /$gk: [[fulakh]]$/"	"fulakh"	"491a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1738	"(S,sA) ouwrH (S) ou$^e^$rH-,ouoreH-,ouwrH-,ouor-,ouar-,ouwr-,ouorH=,ouor=,ouarH=,ouar= (sA) ouwr= (S) ouorH+,ouarH+"	2	"{intr:} be open, free | {tr:} set free, open, resource"	"{intr:} be open, free | {tr:} set free, open, resource"	""	"491b"	8	0	"2010-01-13"	"2010-08-06"	"vagrant"	"vagrant"
1739	"(S) ous"	1	"bald person /$gk: [[falakros]]$/"	"bald person /$gk: [[falakros]]$/"	"falakros"	"492a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1740	"(S) ouws"	1	"(part of a snake /*[[drakwn]]*/)"	"(part of a snake /*[[drakwn]]*/)"	""	"492a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1741	"(S) oueise,bise (A) ouieise (sA) ouise (B) ouisi,bisi (S) ouast= (B) ouas=,bas= (F) ouest="	2	"{intr:} saw | {tr:} /$gk: [[prizein, temnein]]$/"	"{intr:} saw | {tr:} /$gk: [[prizein, temnein]]$/"	"prizein, temnein"	"492a"	8	0	"2010-01-13"	"2010-08-06"	"vagrant"	"vagrant"
1742	"(B) ouasbin"	1	"fennel"	"fennel"	""	"492a"	6	0	"2010-01-13"	"2010-01-13"	"vagrant"	"vagrant"
1743	"(S) ouosr (Sf) ouasr (B) ouoser,boser"	1	"oar /$gk: [[kwph]]$/"	"oar /$gk: [[kwph]]$/"	"kwph"	"492a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1744	"(S) ouostn,ouastn (B) ouosqen (F) ouosten (B) ouesqen-,ouesqwn= (S) ouestwn+ (sA) ouestant+ (S) ouesqwn+,bestwn+"	2	"{intr:} become, make broad (/*mostly B*/) /$gk: [[platunein]]$/ | {qual:} /$gk: [[platus]]$/ | {tr:} (B), broaden"	"{intr:} become, make broad (/*mostly B*/) /$gk: [[platunein]]$/ | {qual:} /$gk: [[platus]]$/ | {tr:} (B), broaden"	"platunein, platus"	"492b"	7	0	"2010-01-13"	"2010-04-27"	"vagrant"	"vagrant"
1745	"(S) oueit"	1	"(place or machine where ass works)"	"(place or machine where ass works)"	""	"493a"	6	0	"2010-01-13"	"1900-01-01"	"vagrant"	""
1746	"(S) ouoeit"	1	"pillar /$gk: [[sthlh]]$/"	"pillar /$gk: [[sthlh]]$/"	"sthlh"	"493a"	6	0	"2010-01-13"	"1900-01-01"	"vagrant"	""
1747	"(S,F) oute-,oude- (S,A,sA,B,F,O) outw="	9	"between, among /$gk: [[meson, metaju]]$/ | (c suff & [n-])"	"between, among /$gk: [[meson, metaju]]$/ | (c suff & [n-])"	"meson, metaju"	"494b"	8	0	"2010-01-13"	"2010-08-06"	"vagrant"	"vagrant"
1748	"(S) ouhte"	4	"lightning /*?*/, calamity"	"lightning /*?*/, calamity"	""	"495a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1749	"(S) ouhte,ouete,ouet"	2	"{tr:} remit, abandon | (as nn [-ht]), remission /*?*/"	"{tr:} remit, abandon | (as nn [-ht]), remission /*?*/"	""	"495a"	6	0	"2010-01-13"	"2010-03-03"	"vagrant"	"vagrant"
1750	"(S) oueite,oueete (S,A) ouite (S) bite (B) biT (F) oueiti"	2	"{intr:} waste away, dry up /$gk: [[thkein]]$/"	"{intr:} waste away, dry up /$gk: [[thkein]]$/"	"thkein"	"495a"	8	0	"2010-01-13"	"2010-08-06"	"vagrant"	"vagrant"
