ϥⲓ– (v.) ϥⲓ	To carry.
ϥⲓⲕⲟϩⲓ	(623b); (f.) Among weaver's tools.
ϥⲓⲧ⸗ (v.) ϥⲓ	To carry.
ϥⲓⲧⲟⲧ⸗ (v.) ϥⲓ	To raise hand.
ϥⲟⲓ	(623a); (f.) Canal, water conduit.
ϥⲟⲕⲁⲥⲓ (v.) ϥⲟⲩⲕⲁⲥⲓ	A fish.
ϥⲟⲣⲓ (v.) ⲫⲟⲣⲓ	A kind of fish.
ϥⲟⲣϥⲉⲣ , ϥⲉⲣϥⲱⲣ⸗	"(624a); (vi.) To fall,
   rush down; (vt.) To cast off, down.
   f
   ϥⲟⲧ– (v.) (1) ϥⲱϯ - To wipe."
ϥⲟⲧ⸗ (v.) (1) ϥⲱϯ	To wipe.
ϥⲟⲧⲥ (Q) (v.) (ϥⲱⲧⲥ)	To be broad.
ϥⲟⲧⲥⲓ (v.) ϥⲱϫⲓ	Leap.
ϥⲟϫ– (v.) ϥⲱϫⲓ	To leap.
ϥⲟϫ⸗ (v.) ϥⲱϫⲓ	To leap.
ϥⲟϫⲓ (v.) ϥⲱϫⲓ	To leap.
ϥⲟϫⲥ (v.) ϥⲱϫⲓ	Dance.
ϥⲟϫⲥⲓ (v.) ϥⲱϫⲓ	Leap.
ϥⲟϯ (v.) (1) ϥⲱϯ	To wipe.
ϥⲣⲉ	(624a); (m.) Seed.
"ϥⲧⲉ– (v.) ϥⲧⲟⲟⲩ - Four
   ϥⲧⲟ (v.) ϥⲧⲟⲟⲩ - Four
   ϥⲧⲟⲟⲩ , ϥⲧⲟ , ϥⲧⲟⲩ– , ϥⲧⲉ–"	"(625a);
   (adj.) Four."
"ϥⲧⲟⲩ– (v.) ϥⲧⲟⲟⲩ - Four
   ϥⲟⲩⲕⲁⲥⲓ , ϥⲟⲕⲁⲥⲓ"	(623b); (f.) A fish.
"ϥⲱⲉ (v.) ϥⲱⲓ - Hair
   ϥⲱⲓ , ϥⲱⲉ"	"(623b); (m.) Hair;
   ⲗⲁϥⲱⲓ : (adj.) Hairy."
ϥⲱⲥⲓ	(624a); (m.) Chisel, knife.
(ϥⲱⲧⲥ) , (Q) ϥⲟⲧⲥ	"(625a); (vb.) To be
   broad, be splayed."
"ϥⲱϫⲓ , ϥⲟϫⲓ , ϥⲉϫ– , ϥⲟϫ– , ϥⲟϫ⸗ ,
   (Q) ϥⲏϫ"	(625b); A.
"(vi.) To leap, move
   hastily;
   ––– ⲉⲃⲟⲗ"	"(vi.) To leap, fall forth;
   B."
"(vi.) To pluck, seize, rob;
   ––– ⲉⲃⲟⲗ"	"(vi.) To pull out; ϫⲓⲛϥⲱϫⲓ : (m.) Zeal, violence; ϥⲟϫⲥ : (nn.) Leap, dance;
   ϥⲟⲧⲥⲓ , ⲫⲟⲧⲥⲓ , ϥⲟϫⲥⲓ : (nn.) Leap."
"(1) ϥⲱϯ , ϥⲟϯ , ϥⲉⲧ– , ϥⲟⲧ– , ϥⲟⲧ⸗ ,
   (Q) ϥⲏϯ"	"(624a); (vi.) To wipe, wipe
   off, obliterate;
   ––– ⲉⲃⲟⲗ : (vi.) To be wiped out, destroyed;
   ϫⲓⲛϥⲱϯ ⲉⲃⲟⲗ : (m.) Wiping out,
   destruction."
"-
   ϥⲱϯ"	"(625a); mf Sweat;
   ϯϥⲱϯ : (vb.) To give, produce sweat."
ϥⲱϯⲁ	"(625a); (f.) Hinder part of body.
   ‌ q
   ϧ : (629a); The 27th letter of the alphabet."
(1) ϧⲁ , ϩⲁ , ϣⲁ , ⲭⲉ	"(629a); Particle
   of apposition before prnoun or article."
(2) ϧⲁ	(629b); (m.) Heel, mark of heel.
(3) ϧⲁ– , ϧⲁⲣⲟ⸗	"(632a); (prep.) under, in,
   at; for, in respect of, on behalf of; for (of price); against;
   ⲉⲃⲟⲗ ϧⲁ : Away from;
   ⲉϧⲟⲩⲛ ϧⲁ : In beneath; ϧⲁⲣⲓϧⲁⲣⲟ⸗ : (refl.) (pron.) Of myself & c, alone, apart."
ϧⲁⲉ , ϧⲁⲓⲉ ; (f.) ϧⲁⲏ , ϧⲁⲓⲏ ; (pl.) ϧⲁⲉⲩ	"(635a); (m.) Last thing, end; (adj.) last;
   ⲉⲡϧⲁⲉ : At the end; ⲥⲁϧⲁⲉ : at the last; ϣⲁϧⲁⲉ : Till, at the last; ⲁⲧϧⲁⲉ : (adj.) Without end;
   ⲉⲣϧⲁⲉ : (vb.) To be last, be in want;
   ––– ⲉ– : (vb.) To be in want of, lose; ⲁⲧⲉⲣϧⲁⲉ : (adj.) Without want; ⲙⲉⲧⲉⲣϧⲁⲉ : (f.) Want."
ϧⲁⲉⲩ (v.) ϧⲁⲉ	Ends.
ϧⲁⲏ (v.) ϧⲁⲉ	End.
"-
   ϧⲁⲓ"	(630a); (nn.) Nitre.
"-
   ϧⲁⲓ"	"(630a); (m.) Breath of nose
   -
   ϧⲁⲓ : (630a); (m.) Ship's pole, boat, hook."
"-
   ϧⲁⲓ"	(635a); (m.) Winnowing fan.
ϧⲁⲓⲉ (v.) ϧⲁⲉ	Last.
ϧⲁⲓⲏ (v.) ϧⲁⲉ	Last.
ϧⲁⲓⲟⲣ (v.) ⲓⲟⲣ	Canal bank.
ϧⲁⲓⲣⲓ	(631a); (m.) Serpent.
ϧⲁⲙⲛⲉ	(566b); (adj.) Eighty.
ϧⲁⲙⲛⲓϥⲓ (v.) ⲛⲓϥⲓ	Difficult breathing.
ϧⲁⲣⲁ–	(696b); (nn.) as distributive (prep.) ϧⲁⲣⲁ– (v.) ϧⲣⲱⲟⲩ - Voice.
ϧⲁⲣⲁⲃⲁⲓ (v.) ϧⲣⲱⲟⲩ	Thunder.
ϧⲁⲣⲁⲧ⸗ (v.) ⲣⲁⲧ⸗	Beneath.
ϧⲁⲣⲁϭⲱⲟⲩⲧⲥ (v.) ⲥⲁⲣⲁϫⲱϥ	Hare.
ϧⲁⲣⲉⲛ– (v.) (1) ⲣⲟ	Beneath.
ϧⲁⲣⲓϧⲁⲣⲟ (v.) (3) ϧⲁ	Apart.
ϧⲁⲣⲟ⸗ (v.) (3) ϧⲁ	Under.
ϧⲁⲣⲱ⸗ (v.) (1) ⲣⲟ	Beneath.
ϧⲁⲥ⸗ (v.) ϧⲓⲥⲓ	To toil.
ϧⲁⲧ– (v.) ϧⲓϯ	To rub.
ϧⲁⲧ⸗ (v.) ϧⲓϯ	To rub.
ϧⲁⲧⲉⲃ– (v.) ϧⲱⲧⲉⲃ	To kill.
ϧⲁⲧⲉⲃ– (p.c.) (v.) ϧⲱⲧⲉⲃ	Killer.
ϧⲁⲧⲉⲛ (v.) ⲧⲱⲣⲓ	Beside.
ϧⲁⲧⲟⲧ⸗ (v.) ⲧⲱⲣⲓ	Beside.
ϧⲁϧ	(631b); (m.) Neck.
ϧⲁϧ⸗ (v.) (2) ϧⲱϧ	To scrape.
ϧⲁϧⲟⲩ (v.) (2) ϧⲱϧ	Itching.
ϧⲁϯ	"(719a); (vi.) To flow; (vt.) To let flow,
   pour;
   ––– : (m.) Flow, rush of water."
"-
   ϧⲉ"	(630a); (m.) Woof.
"-
   ϧⲉ"	(638b); (f.) Manner.
"-
   ϧⲉ"	(643a); (f.) Story of house.
ϧⲉⲕ (v.) ϧⲱⲕ	To gird.
ϧⲉⲕ– (v.) ϩⲱⲕⲓ	To scrape.
ϧⲉⲗⲃⲓ , ϧⲉⲗⲡⲓ	(671a); (f.) Navel.
ϧⲉⲗⲉⲃϣ (v.) ϧⲉⲗⲓⲃϣ	Breast plate.
ϧⲉⲗⲓⲃϣ , ϧⲉⲗⲉⲃϣ	"(668a); (f.) Breast
   plate."
"ϧⲉⲗⲗⲓⲃϣ = ϧⲉⲗⲓⲃϣ - Breast Plate
   ϧⲉⲗⲗⲟ , (f.) ϧⲉⲗⲗⲱ , (pl.) ϧⲉⲗⲗⲟⲓ"	(669b); (m.) Old person, monk; ⲙⲉⲧϧⲉⲗⲗⲟ : (f.) Old age; ⲉⲣϧⲉⲗⲗⲟ : (vb.) To become, be old.
ϧⲉⲗⲗⲟⲓ (v.) ϧⲉⲗⲗⲟ	Old men.
ϧⲉⲗⲗⲟⲧ , ϧⲉⲗⲟⲧ	"(630a); (f.) Ravine,
   Valley, Wadi ((incl.) water & rocks)."
ϧⲉⲗⲗⲱ (v.) ϧⲉⲗⲗⲟ	Old woman.
ϧⲉⲗⲙⲉϩⲓ	(671a); (f.) Boat.
ϧⲉⲗⲟⲧ (v.) ϧⲉⲗⲗⲟⲧ	Valley.
ϧⲉⲗⲡⲓ (v.) ϧⲉⲗⲃⲓ	Navel.
ϧⲉⲗϣⲓⲣⲓ (v.) ϣⲓⲣⲓ	Youth.
ϧⲉⲗϧⲉⲗⲧ	(672b); (f.) Death rattle.
ϧⲉⲗϧⲟⲗ⸗ (v.) ϧⲟⲗϧⲉⲗ	To slay.
ϧⲉⲗϧⲱⲗ– (v.) ϧⲟⲗϧⲉⲗ	To slay.
ϧⲉⲗϧⲱⲗ⸗ (v.) ϧⲟⲗϧⲉⲗ	To slay.
ϧⲉⲗϧⲱⲗ (Q) (v.) ϧⲟⲗϧⲉⲗ	To be slain.
ϧⲉⲙⲓ (v.) ϧⲙⲟⲙ	Heat.
"-
   ϧⲉⲙⲥ"	"(630b); (m.) A title
   -
   ϧⲉⲙⲥ : (679a); (m.) Ear of corn (Wheat)."
ϧⲉⲙϧⲱⲙ⸗ (v.) ϧⲟⲙϧⲉⲙ	To crush.
ϧⲉⲙϧⲱⲙ (Q) (v.) ϧⲟⲙϧⲉⲙ	"To be
   crushed."
ϧⲉⲛ , ⲛ ϧⲏⲧ⸗	"(683a); (prep.) (of place) in, at, on; (of time) in, at, on; by, with; ⲉⲃⲟⲗ ϧⲉⲛ : From in, from;
   ⲉϧⲟⲩⲛ : (adv.) Into, toward, at, within;
   ⲉϧⲣⲏⲓ ϧⲉⲛ : down in, into; ⲛϧⲣⲏⲓ , ⲛϩⲣⲏⲓ ϧⲉⲛ : in; ϧⲉⲛⲡϫⲓⲛⲑⲣⲉ– : when."
ϧⲉⲛⲓ	(630b); (vi.) To quarrel.
ϧⲉⲛⲧ (v.) ϧⲱⲛⲧ	To come near.
ϧⲉⲛⲧ (Q) (v.) ϧⲱⲛⲧ	To be approached.
ϧⲉⲣ– (v.) ϧⲱⲣ	To destroy.
ϧⲉⲣⲉⲃ , ⲭⲉⲣⲉⲃ	"(701b); (m.) Form,
   likeness;
   +ϭⲓ : (vb.) To take form, likeness."
ϧⲉⲣⲱⲟⲩ (v.) ϧⲣⲱⲟⲩ	Thunder.
ϧⲉⲣⲱⲟⲩ (v.) ϧⲣⲱⲟⲩ	Boastful talk.
ϧⲉⲣϧⲉⲣ	(708b); (vi.) To snore.
ϧⲉⲧϧⲉⲧ– (v.) ϧⲟⲧϧⲉⲧ	To examine.
ϧⲉⲧϧⲱⲧ⸗ (v.) ϧⲟⲧϧⲉⲧ	To examine.
ϧⲉⲧϧⲱⲧ (Q) (v.) ϧⲟⲧϧⲉⲧ	"To be
   examined."
ϧⲏⲃⲓ (v.) ϧⲏⲓⲃⲓ	Shade.
ϧⲏⲃⲓ (v.) ϩⲏⲃⲓ	Grief.
ϧⲏⲓ	(630a); (m.) Sun.
ϧⲏⲓⲃⲓ , ϧⲏⲃⲓ	"(657b); (f.) Shade, shadow;
   ⲉⲣϧⲏⲓⲃⲓ : (vb.) To make shadow, over-
   shadow;
   ϭⲓϧⲏⲓⲃⲓ : (vb.) To be shaded, to take shelter
   ϧⲏⲓⲃⲓ (v.) ϩⲏⲃⲓ - Grief."
ϧⲏⲃⲥ	(658a); (m.) Lamp.
ϧⲏⲕ (Q) (v.) ϧⲱⲕ	To be girded.
ϧⲏⲕ (Q) (v.) ϩⲱⲕⲓ	To be scraped.
ϧⲏⲧ , ⲭⲏⲧ	"(717b); (m.) North;
   ––– ⲉ– : (m.) Northward;
   ⲥⲁϧⲏⲧ ⲛ– : (m.) Northern side."
ϧⲏⲧ⸗	(642b); (f.) Belly, womb.
ϧⲏϧ (Q) (v.) (2) ϧⲱϧ	To be scraped.
ϧⲑⲁⲓ ; (Q) ϧⲟⲧ , ϧⲟⲑ	"(722b); (vi.) To
   become, be fat;
   ϧⲑⲏ : (f.) Thickness."
ϧⲑⲏ (v.) ϧⲑⲁⲓ	Thickness.
"-
   ϧⲓⲣ"	(696b); (m.) Road, street, quarter.
"-
   ϧⲓⲣ"	(697a); (m.) Stripe, line.
ϧⲓⲥⲓ , ϧⲁⲥ⸗ , (Q) ϧⲟⲥⲓ	"(710b); (vi.) To
   toil, be troubled, difficult; be wearied,
   suffering;
   ⲙⲁⲓϧⲁⲥϥ : (adj.) Labor-loving;
   ––– ⲉϧⲟⲩⲛ ⲉ– : (vb.) To toil against;
   ––– ⲉⲑⲃⲉ : (vb.) To toil because of;
   ––– ⲛⲉⲙ : (vb.) To toil with;
   ––– ϧⲁ : (vb.) To toil from, by reason
   of;
   ––– ϩⲁ : (vb.) To toil for;
   ––– ϧⲉⲛ : (vb.) To toil in, with;
   ––– ⲛϩⲏⲧ : (vb.) To be troubled in
   mind, disheartened;
   ––– : (m.) Labor, product of labor; ⲁⲧϧⲓⲥⲓ : (adj.) Unwearied; ⲙⲉⲧⲙⲁⲓϧⲓⲥⲓ : (f.) Love of toil;
   ϯϧⲓⲥⲓ : (vb.) To give trouble;
   ϣⲉⲡϧⲓⲥⲓ : (vb.) To take trouble, labor,
   suffer;
   ––– : (m.) Labor, product of labor; ⲁⲧϣⲉⲡϧⲓⲥⲓ : (adj.) Without suffering, sympathy;
   ⲣⲉϥϣⲉⲡϧⲓⲥⲓ : (m.) One who labors,
   suffers;
   ⲙⲉⲧⲣⲉϥϣⲉⲡϧⲓⲥⲓ : (f.) Suffering; ϭⲓϧⲓⲥⲓ : (vb.) To labor, suffer; ϣⲫⲏⲣ ⲛϧⲓⲥⲓ : (m.) Fellow laborer; ϫⲓⲛϧⲓⲥⲓ : (m.) Labor."
ϧⲓϯ , ϩⲓϯ , ϧⲁⲧ– , ϧⲁⲧ⸗	"(719b); (vt.)
   To move to and from, rub, whet; flay;
   ⲁⲧϧⲓϯ : (adj.) Unworn, untormented."
ϧⲗⲓϫ (v.) ϧⲣⲁϫⲣⲉϫ	Tooth ache.
ϧⲙⲟⲙ , (Q) ϧⲏⲙ	"(677a); (vi.) To be hot;
   ––– : (m.) Heat, fever;
   ϯϧⲙⲟⲙ : (vb.) To give heat, burn; ϭⲓϧⲙⲟⲙ : (vb.) To get heat, be warmed; ϧⲉⲙⲓ : (m.) Heat, fever."
ϧⲟⲑ (Q) (v.) ϧⲑⲁⲓ	To be fat.
ϧⲟⲑⲃ⸗ (v.) ϧⲱⲧⲉⲃ	To kill.
ϧⲟⲕ	(662b); (vt.) To smite, crush.
ϧⲟⲕ⸗ (v.) ϧⲱⲕ	To gird.
ϧⲟⲕ⸗ (v.) ϩⲱⲕⲓ	To scrape.
ϧⲟⲗϧⲉⲗ , ϧⲉⲗϧⲱⲗ– , ϧⲉⲗϧⲱⲗ⸗ , ϧⲉⲗϧⲟⲗ⸗ , (Q) ϧⲉⲗϧⲱⲗ	"(672a);
   (vi.) To slay;
   ––– ϧⲉⲛ : (vi.) To slay with;
   ––– : (m.) Slaughter; ϫⲓⲛϧⲟⲗϧⲉⲗ : (m.) Slaying; ⲣⲉϥϧⲟⲗϧⲉⲗ : (m.) Slayer, gorer."
ϧⲟⲙϧⲉⲙ , ϧⲉⲙϧⲱⲙ⸗ , (Q) ϧⲉⲙϧⲱⲙ	"(630b); (vi.) To be crushed, broken,
   destroyed; (vt.) To crush, break, destroy;
   ––– : (m.) Crushing, fracture, destruction."
ϧⲟⲛⲧ⸗ (v.) ϧⲱⲛⲧ	To come near.
ϧⲟⲣ⸗ (v.) ϧⲱⲣ	To destroy.
ϧⲟⲣⲡⲥ	(631a); (f.) Handful.
ϧⲟⲣⲧ	(631a); (m.) Madman.
ϧⲟⲥⲓ (Q) (v.) ϧⲓⲥⲓ	To be troubled.
ϧⲟⲧ (Q) (v.) ϧⲑⲁⲓ	To be fat.
"ϧⲟⲧϧⲉⲧ , ϧⲉⲧϧⲉⲧ– , ϧⲉⲧϧⲱⲧ⸗ ,
   (Q) ϧⲉⲧϧⲱⲧ"	"(728a); (vi.) To inquire,
   examine;
   ––– ϧⲉⲛ : (vi.) To inquire in, with;
   ––– : (m.) Inquiry, question; ⲁⲧϧⲟⲧϧⲉⲧ : (adj.) Unfathomable, un- searchable;
   ⲙⲉⲧⲁⲧϧⲟⲧϧⲉⲧ : (f.) Unquestion-
   ingness;
   ⲣⲉϥϧⲟⲧϧⲉⲧ : (m.) Inquirer."
ϧⲣⲁϫⲣⲉϫ	"(708b); (vt.) To grind (teeth), rub;
   ––– ⲉϧⲟⲩⲛ ⲉ– : (vt.) To rub against;
   ϧⲣⲓϫ , ϧⲗⲓϫ : (m.) (tooth) ache."
ϧⲣⲉ , (pl.) ϧⲣⲏⲟⲩⲓ	"(701a); (fm.) food (of human); fodder (of beasts);
   ⲁⲧϧⲣⲉ : (adj.) Lack of food;
   ⲙⲉⲧⲁⲧϧⲣⲉ : (f.) Lack of food; ⲉⲣϧⲣⲉ , ⲟⲓ ⲛϧⲣⲉ : (vb.) To become, be food;
   ϯϧⲣⲉ : (vb.) To give food;
   ϭⲓϧⲣⲉ : (vb.) To take food."
ϧⲣⲏⲓ	(700a); (m.) Lower part, opp.
ϩⲣⲏⲓ ; ⲉϧⲣⲏⲓ	"(adv.) To below, downward; appended to vbs of motion;
   ⲛϧⲣⲏⲓ : (adv.) Below;
   ⲥⲁϧⲣⲏⲓ : (adv.) Downward, below;
   ⲉⲣⲥⲁϧⲣⲏⲓ : (vb.) To be below;
   ϣⲁⲉϧⲣⲏⲓ : (adv.) Down to."
ϧⲣⲏⲟⲩⲓ (v.) ϧⲣⲉ	Food (pl).
ϧⲣⲓⲙ (v.) (1) ϩⲣⲓⲙ	Bird's claw.
ϧⲣⲓϫ (v.) ϧⲣⲁϫⲣⲉϫ	(Tooth) ache.
ϧⲣⲟϯ	(631a); (m.) Child, young.
ϧⲟⲩⲛ	"(685b); (m.) Inward part;
   ⲉϧⲟⲩⲛ : (adv.) To inside, inward;
   ⲥⲁϧⲟⲩⲛ : (adv.) Inward, inside;
   ⲉⲣⲥⲁϧⲟⲩⲛ : (vb.) To be within;
   ϣⲁⲉϧⲟⲩⲛ : Towards innerpart, inward;
   ––– ⲉ– : Until."
ϧⲣⲱⲟⲩ , ⲭⲁⲣⲁ– , ϧⲁⲣⲁ	"(704b); (m.)
   Voice, sound;
   ⲁⲧϧⲣⲱⲟⲩ : (adj.) Voiceless;
   ⲥⲉⲕϧⲣⲱⲟⲩ : (vb.) To draw sound, snort;
   ϯϧⲣⲱⲟⲩ : (vb.) To give, utter voice;
   ⲱϣ , ⲉϣ ϧⲣⲱⲟⲩ : (vb.) To utter voice;
   ⲣⲉϥⲉϣϧⲣⲱⲟⲩ : (m.) Herald
   ϧⲁⲣⲁⲃⲁⲓ , ⲭⲁⲣⲁⲃⲁⲓ , ϧⲉⲣⲟⲩⲱ ,
   ⲭⲉⲣⲟⲩⲱ : (n.) Voice of sky, thunder;
   ϧⲉⲣⲟⲩⲱ : (n.) Great voice, boastful talk;
   ⲙⲉⲧϧⲉⲣⲱⲟⲩ : (f.) Boastfulness."
ϧⲣⲱϯ	(631b); (n.) Jugular veins.
ϧⲱⲕ , ϧⲉⲕ , ϧⲟⲕ⸗ , (Q) ϧⲏⲕ	"(661b);
   (vt.) To gird, brace (with harness, armor);
   ––– ⲛ– : (vt.) To gird with, in;
   ––– ⲟⲩⲃⲉ– : (vt.) To gird against;
   ––– ϧⲁⲣⲁⲧ ⲛ– : (vt.) To gird under;
   ––– ϧⲉⲛ : (vt.) To gird with, in;
   ––– ⲉϧⲟⲩⲛ : (vt.) To gird (with
   emphasis);
   ––– : (m.) Girdle, breast plate."
ϧⲱⲕⲓ (v.) ϩⲱⲕⲓ	To scrape.
ϧⲱⲕϩ (v.) ϩⲱⲕⲓ	Fleece.
ϧⲱⲗ (v.) ϩⲱⲗ	To be hoarse.
"ϧⲱⲛⲧ , ϩⲱⲛⲧ , ϧⲉⲛⲧ– , ϧⲟⲛⲧ⸗ , (Q)
   ϧⲉⲛⲧ"	"(691b); (vi.) To approach, come
   near;
   ––– : (m.) Nearness;
   ⲁⲧϧⲱⲛⲧ : (adj.) Unapproachable;
   ϫⲓⲛϧⲱⲛⲧ : (m.) Act of approaching."
ϧⲱⲛϫ	"(693b); (vi.) To entreat, exhort;
   ––– : (n.) Entreaty."
ϧⲱⲣ , ϧⲉⲣ– , ϧⲟⲣ⸗	"(631a); (vt.) To
   destroy."
ϧⲱⲧ	"(631b); (m.) Cloth, change of raiment
   ϧⲱⲧⲉⲃ , ϧⲁⲧⲉⲃ– , ϧⲟⲑⲃ⸗ , (p.c.)"
ϧⲁⲧⲉⲃ–	"(723b); (vi.) To kill;
   ––– ⲛ– : (vi.) To kill with;
   ––– ⲛⲥⲁ : (vi.) To kill (with emphasis);
   ––– : (vi.) To kill with;
   ––– ϧⲉⲛ : (m.) Slaughter, murder, thing
   slain, corpse;
   ⲉⲣϧⲱⲧⲉⲃ : (vb.) To slay;
   ⲣⲉϥϧⲁⲧⲉⲃ : (m.) Slayer, murderer;
   ⲙⲉⲧⲣⲉϥϧⲁⲧⲉⲃ : (f.) Slaughter,
   murder;
   ϫⲓⲛϧⲱⲧⲉⲃ : (m.) Act of slaying."
(1) ϧⲱϧ	"(631b); (vi.) To tighten, strengthen; (2) ϧⲱϧ , ϧⲁϧ⸗ , (Q) ϧⲏϧ : (742a); (vi.) To be scraped, itch; (vt.) To scrape,
   scratch;
   ϧⲁϧⲟⲩ : (m.) Scratching, itching.
   ‌ h
   ϩ : (631a); 28th letter of the Coptic
   Alphabet."
ϩ– (v.) (2) ϩⲏ	Season.
ϩⲁ , ϩⲁⲣⲟ⸗	"(634a); (Prep.) To, toward;
   ⲉⲃⲟⲗ ϩⲁ– : From;
   ⲉϧⲟⲩⲛ ϩⲁ– : Into, unto."
ϩⲁ (v.) (1) ϧⲁ	Patricle of apposition.
ϩⲁⲁⲙⲓ (v.) ϩⲙⲟⲩ	Salt land.
ϩⲁⲑⲏ (v.) (1) ϩⲏ	In front of.
ϩⲁⲑⲏⲣ (v.) ⲁⲑⲏⲣ	Hammer.
ϩⲁⲓ	"(636b); (m.) Husband;
   ⲁⲧϩⲁⲓ : (adj.) Not being husband, hus-
   bandless;
   ⲉⲣϩⲁⲓ : (vb.) To be husband;
   ϧⲁϩⲁⲓ : Under, having husband;
   ϩⲉⲙⲥⲓ ⲛⲉⲙ ϩⲁⲓ : (vb.) To dwell with
   husband;
   ϭⲓ ϩⲁⲓ : (vb.) To take husband."
ϩⲁⲗ	(664b); (n.) w/(vb.) ⲉⲣ– To deceive ϩⲁⲗⲁⲓ (v.) ϩⲱⲗ - To fly.
ϩⲁⲗⲁⲕ , ⲁⲗⲁⲕ	"(668a); (f.) Ring, door-
   knocker."
ϩⲁⲗⲁⲕⲙⲓ (v.) ϩⲓⲗⲁⲕⲙⲓ	Blear-eyed person.
ϩⲁⲗⲁϯ (v.) ϩⲁⲗⲏⲧ	Birds.
ϩⲁⲗⲏ	(667a); (m.) Miserly person.
ϩⲁⲗⲏⲧ , (pl.) ϩⲁⲗⲁϯ	"(671b); (m.) Flying
   creature, bird."
ϩⲁⲗⲕⲟⲩ	(668b); (fm.) Sickle.
ϩⲁⲗⲗⲟⲩⲥ	(671b); (m.) Spider's web.
ϩⲁⲗⲙⲓ	(670b); (m.) Dung, slime.
ϩⲁⲗⲱⲙ = ⲁⲗⲱⲙ	Cheese.
ϩⲁⲗⲱⲟⲩⲗⲓ (v.) ϩⲱⲗ	Flight of birds.
ϩⲁⲙ– , ⲁⲙ–	"(673b); (m.) Craftsman,
   smith."
ϩⲁⲙⲕⲁⲗ (v.) ⲕⲁⲗ	Bolt-smith.
ϩⲁⲙⲛⲟⲩⲃ (v.) ⲛⲟⲩⲃ	Goldsmith.
ϩⲁⲛ–	(685a); (Pl.) (Art.) Some.
((pl.) of ⲟⲩ	).
ϩⲁⲛⲁⲣⲟⲩϩⲓ (v.) ⲣⲟⲩϩⲓ	Evening.
ϩⲁⲛϩⲟ (v.) ϩⲟ	Away from.
ϩⲁⲡ	"(693b); (m.) Judgement, inquest; ⲉⲣϩⲁⲡ : (vb.) To give judgement, go to law;
   ϯϩⲁⲡ : (vb.) To give judgement, judge; ⲁⲧϯϩⲁⲡ : (adj.) Not judging; ⲙⲁⲛϯϩⲁⲡ : (m.) Judge;
   ⲙⲁ ⲛ ϯϩⲁⲡ : (m.) Judge-chamber,
   court;
   ϩⲓⲟⲩⲓ ⲉⲡϩⲁⲡ : (vb.) To cast to law, condemn;
   ϭⲓϩⲁⲡ : (vb.) Receive judgement, go to
   law."
ϩⲁⲡⲉⲣⲱϯ (v.) ⲉⲣⲱϯ	Sucking.
ϩⲁⲡⲓ	"(696a); (n.) The god ""Apis""."
ϩⲁⲣⲁϫ , ϩⲁϫⲁⲣ	(708b); (pl.) Branches.
ϩⲁⲣⲟ⸗ (v.) ϩⲁ	To.
ϩⲁⲧ	"(713b); (m.) Silver, silver coin, money
   (f);
   ⲁⲧϩⲁⲧ ⲁⲧϭⲛⲉ ϩⲁⲧ : (adj.) Without money, without payment;
   ⲙⲁⲓϩⲁⲧ : (m.) Money-loving;
   ⲙⲁⲛⲕϩⲁⲧ : (m.) Silversmith;
   ϯϩⲁⲧ : (vb.) Give, pay silver (money)."
ϩⲁϫⲁⲣ (v.) ϩⲁⲣⲁϫ	Branches.
ϩⲁϫⲓ	(744a); (m.) Snare.
ϩⲃⲏⲟⲩⲓ (v.) (2) ϩⲱⲃ	Things.
ϩⲃⲟⲥ (v.) ϩⲱⲃⲥ	Garment.
ϩⲃⲟⲩⲓ (v.) ϩⲓϥⲟⲩⲓ	Ibis.
ϩⲃⲟⲩⲓ (v.) ϩⲟϥ	Serpents.
ϩⲃⲱⲥ (v.) ϩⲱⲃⲥ	Garment.
ϩⲃⲱⲥ (v.) ϩⲱⲃⲥ	Garment.
"-
   ϩⲉ"	(640a); (interj.) Ho!
"-
   ϩⲉ"	(640a); (n.) Hinder part, back.
ϩⲉ– (v.) (2) ϩⲏ	Season.
ϩⲉⲃ– (v.) (2) ϩⲱⲃ	Thing.
"-
   ϩⲉⲃⲓ"	(655b); (vi.) To be low, short.
"-
   ϩⲉⲃⲓ"	"(656b); (m.) Plough;
   ⲙⲟⲩⲗⲱⲗ ⲛϩⲉⲃⲓ : (m.) Yoke of plough-
   ing beasts."
ϩⲉⲃⲥ⸗ (v.) ϩⲱⲃⲥ	To cover.
ϩⲉⲃⲥⲱ (v.) ϩⲱⲃⲥ	Garment.
ϩⲉⲓ , ϩⲏⲓ , (Q) ϩⲓⲱⲟⲩⲧ	"(637a); (vi.) To
   fall;
   ––– ⲉ– : (vi.) To fall upon, into;
   ––– ⲉϫⲉⲛ : (vi.) To fall upon;
   ––– ⲛⲥⲁ : (vi.) To fall from;
   ––– ϧⲉⲛ : (vi.) To fall into;
   ––– ϧⲁⲣⲁⲧ⸗ : (vi.) To fall below;
   ––– ϩⲓϫⲉⲛ : (vi.) To fall upon;
   ––– ⲉⲃⲟⲗ : (vi.) To fall out, away;
   perish;
   ––– ⲉⲡⲉⲥⲏⲧ : (vi.) To fall down;
   ––– ⲉϧⲣⲏⲓ : (vi.) To fall down;
   ––– : (m.) Fall, destruction;
   ⲁⲧϩⲉⲓ : (adj.) Without falling, indes-
   tructible;
   ϫⲓⲛϩⲉⲓ : (m.) Act of falling."
ϩⲉⲗ (v.) ϩⲉⲗⲓ	Fear.
