key	word	type	en	crum	quality	added	updated	created_by	updated_by	dawoud-pages	notes	senses	override-type	crum-last-page	sisters	antonyms	homonyms	greek-sisters	categories	TODO
1496	(S) stoi (S,Sf,F) stai (sA) staei (B) sqoi (S,A,F) sT- (S) stoi-,stai-,ste- (B) sqoi-,sqi-,squ- (O) sqe-	1	smell /$gk: [[osfrasia, osmh]]$/ |$ (as adj S) | fragrant plant |$ fragrant substance, incense	362b	6	2010-01-10	2012-10-11	vagrant	vagrant	366a					1896; 2003; 2212					
1497	(S) stw	4	bank (of river) /$gk: [[krhpis]]$/	363a	6	2010-01-10	2010-02-16	vagrant	vagrant	400a									earth	
1498	(S) satbe (Sf) setbe (B) saqmi	2	{intr:} chew, ruminate /$gk: [[mhkurismon anagein]]$/ | {tr:} (S)	363a	8	2010-01-10	2010-07-17	vagrant	vagrant	339a					76; 1774					
1499	(S) sotbeF (S,Sf,A) satbeF (S) sotF,sotHF (B) soqneF	1	tool, weapon /$gk: [[enxeiridion, grafis, lajeuthrion, skeuos]]$/	363b	6	2010-01-10	2010-02-16	vagrant	vagrant	381b-382a					590			C10479	tool	
1500	(S) stebaeiH (B) sqbaiH,sqbai (B) *seqbaiou	3	tool, utensil /$gk: [[ergaleion]]$/	363b	6	2010-01-10	2010-02-16	vagrant	vagrant	365b,354a									tool	
1501	(S,B) sthm (B) sqhm	1	stibium, (antimony, kohl) /$gk: [[stimi, steimi, stibi]]$/	364b	6	2010-01-10	2010-02-16	vagrant	vagrant	365b,399b					2733; 353				substance	
1502	(S) swtr (A) swtre (B) swter,swthr (S) sotr+ (B) soter+,sothr+,sathr+	2	{intr:} be turned, twisted /$gk: [[diastrefesqai]]$/ | {tr:} (B) /*once*/ | (as nn)	366a	6	2010-01-10	2015-02-28	vagrant	someone	418a					1810					
1503	(S) sateere (sA) stateere (B) saqeri	4	stater, (coin & weight) /$gk: [[stathr, draxmh, didraxmon, denarion]]$/	366a	6	2010-01-10	2010-02-17	vagrant	vagrant	338b					862; 1849; 2868; 1566; 2592; 876; 2911; 839				unit	
1504	(S,sA) strtr (A) strtre (B) sqerter (Fb) sterter	2	{intr:} tremble /$gk: [[tremwn einai, entromos ginesqai]]$/ | (nn m), trembling	366a	6	2010-01-10	2010-02-17	vagrant	vagrant	365b					45; 286; 1229; 1188; 179; 1075					
1505	(B) $^sotset^$,setswt+	2	be shot, projected /*?*/	366b	6	2010-01-10	2010-02-17	vagrant	vagrant	361b,391a-391b					709; 2709; 1041; 1656; 239					
1506	(S,B) swtF (F) swbt (S,B,F) setF- (S) swtF- (S) sotF= (S,B) sotF+ (A,sA) satF+	2	{intr:} be pure, clear, purified /$gk: [[kaqaros]]$/ | {tr:} |$ purify, strain /*?*/ |$ cause to drip, pour	366b	7	2010-01-10	2010-04-10	vagrant	vagrant	418b-419a					1838; 465; 701; 1586; 222; 1529					
1507	(B) staJoul	1	spider /$gk: [[araxnh]]$/	367a	6	2010-01-10	2010-02-17	vagrant	vagrant	399a									species	
1508	(S,B) soou (Sa,A,sA,F) sau (S) seu- (S) ****so,soe,sooue (A) ****swe (sA) ****soe (F) ****sa	10	six /$gk: [[ej]]$/	368b	6	2010-01-10	2010-02-17	vagrant	vagrant	386b					68; 119; 132; 2064; 1664; 65; 916; 1291; 1112; 2473; 1045; 957; 1848; 164; 165				number	
1509	(B) swouben (F) saubou	1	grass /$gk: [[xortos, xortasma, agrwstis]]$/	369a	6	2010-01-10	2010-02-18	vagrant	vagrant	410b									species	
1510	(S) $^souoloul^$,sou$^e^$louwl=,soulwl=,soulol=,sloulw=,sloulol= (S,Sf) soulwl+	2	{tr:} wrap	369a	8	2010-01-10	2010-07-19	vagrant	vagrant	392b										
1511	(S,B) souen (S,sA) sount= (B) souen= (F) souent=	1	value, price /$gk: [[timh]]$/	369b	6	2010-01-10	2010-02-18	vagrant	vagrant	392a					1958; 533					
1512	(S) siooun,siooune,siaoun (Sa) siaune,sieiaune,seaune (B) siwouni,seiwouni,sewouni	4	bath /$gk: [[balaneion, lautron, pribaton]]$/	369b	6	2010-01-10	2010-02-18	vagrant	vagrant	369b									tool	
1513	(S,sA,B,F) siour (S) * $$ sioure	1	eunuch (/*art S mostly [pe-, ne-]*/) /$gk: [[eunouxos, arxieunouxos]]$/	371a	6	2010-01-10	2014-07-20	vagrant	vagrant	369a									person	
1514	(S) sousou	2	{tr:} (meaning uncertain), guide, lead /*?*/	371a	6	2010-01-10	2010-02-18	vagrant	vagrant	393b									doubtful	
1515	(S,B) sousou	1	paint, atom, moment /$gk: [[stigmh, atomon]]$/	371a	6	2010-01-10	2010-02-18	vagrant	vagrant	393a-393b					1950; 2295; 211				time	
1516	(S) sousiou	3	(wine measure)	371a	6	2010-01-10	2010-02-18	vagrant	vagrant										unit	
1517	(S) soouHe (S,Sf) sauHe (Sa,A,sA) sauH$^e^$ (B) swouHi	4	egg /$gk: [[won]]$/ | crown (of head) /$gk: [[korufh]]$/	374a	6	2010-01-10	2010-02-18	vagrant	vagrant	413b-414a,414a					2364; 522; 1688				anatomy	
1518	(S) sauHs	4	(woman's title /*?*/)	374a	6	2010-01-10	2010-02-18	vagrant	vagrant											
1519	(B) sfranS	3	soothsayer /$gk: [[ejhghths]]$/	374a	6	2010-01-10	2010-02-18	vagrant	vagrant	400b					1122; 2135				person	
1520	(B) saxol	1	muzzle, (with verb [T])	374b	6	2010-01-10	2010-02-18	vagrant	vagrant	343a					1986; 2533				tool	
1521	(sA) saiS	1	(incorporeal being accompanying man, 'double' /*?*/)	374b	6	2010-01-10	2010-02-18	vagrant	vagrant											
1522	(S) soeiS,Soeis (Sf) Saeis	3	(a measure)	374b	6	2010-01-10	2010-02-18	vagrant	vagrant	582a									unit	
1523	(S) swS (B) $^SwS^$,SaS (S) seS-,Ses-,soS=	2	{intr:} (B), {tr:} (S), strike /$gk: [[traxhlokoptein]]$/	374b	6	2010-01-10	2010-02-18	vagrant	vagrant	554a,559a-559b					1631; 1575; 500; 2480; 2422; 1809; 550; 1771; 2864; 800; 320; 1610 #drv2288; 1961; 725; 804; 1799; 2048; 2319		346; 243; 242; 244; 2016			
1524	(S,F) swSm,swHm,Sws$^e^$m (A) Swsme (S) soSm+,Sosm+ (Sf) sasm+ (B) saKem+	2	{intr:} |$ be faint, undone, disheartened /$gk: [[ekluesqai, ekleipein]]$/ |$  /$gk: [[eklusis]]$/	377a	8	2010-01-10	2010-07-21	vagrant	vagrant	344a										
1525	(Sf,B,F) swSt,swHt,SwSt (S) seSt-,swSt- (F) SwSt- (S,sA) soSt=,soJ=,saSt= (S) saHt= (B) SaSt= (B,F) SeSt= (S) soSt+,saSt+ (B) SoSt+,SaSt+	2	{intr:} stop, be impeded, hindered | {tr:} stop, impede /$gk: [[kwluein]]$/	377b	8	2010-01-10	2010-07-21	vagrant	vagrant	613b,420a					1687; 1663					
1526	(S) siSF,siSb,siSp,SiF	3	fragment, flake	378a	6	2010-01-10	2010-02-19	vagrant	vagrant	369b									shapes	
1527	(S,B) saF (Sa) shF (A,F) seF	1	yesterday /$gk: [[exqes]]$/	378b	7	2010-01-10	2011-11-14	vagrant	vagrant	343b					1449; 1338				time	
1528	(S) *saF	3	(a measure or vessel ?)	378b	6	2010-01-10	2010-02-19	vagrant	vagrant										container, unit	
1529	(B) swF	2	{tr:} strain	378b	6	2010-01-10	2010-02-19	vagrant	vagrant	420a					1506					
1530	(S) siFe,shFe,sibe,shbe (B,F) siFi (F) sibi,siF	1	tar | tar (tree), cedar	379a	6	2010-01-10	2010-02-19	vagrant	vagrant	370a									species	
1531	(B) *saKwt,saKot	3	treasury /*?*/	379b	6	2010-01-10	2010-02-19	vagrant	vagrant	344b					7				construction	
1532	(S,B,F) saH (Sa) sH (S) saHF	1	awl, borer /$gk: [[peretron]]$/ | suppository (/*? from shape*/)	379b	6	2010-01-10	2010-02-19	vagrant	vagrant	344b-345a					1629 #drv2345				tool	
1533	(S) swH (A) swQ	1	deaf person /$gk: [[kwfos]]$/	379b	6	2010-01-10	2010-02-19	vagrant	vagrant	421a					837; 419				person	
1534	(S) sHo (B) sKo	1	plough-handle /$gk: [[exetlh]]$/	384b	6	2010-01-10	2010-02-19	vagrant	vagrant	425b					401				tool	
1536	(S) sHbhhte,sbhhte,sbhte,sbeste,sbhite,Hbhhte,Hbhte (B) sfhiT	2	foam (of waves, mouth)	384b	6	2010-01-10	2010-02-19	vagrant	vagrant	400a									anatomy, substance	
1537	(S) swHm (B) swKem (S) saHm= (B) saKm= (S) saHm+,soHm+ (B) saKem,saHem	2	{intr:} sink, fall down | {tr:} cause to fall, overwhelm, press down	384b	8	2010-01-10	2010-07-22	vagrant	vagrant	420a-420b,420b							1538			
1538	(S) swHm (B) swKem,swKm=	2	{tr:} (B), pluck, draw /$gk: [[ekopan]]$/ | {intr:} (S c [Ha-]), be withdrawn, recede from	384b	6	2010-01-10	2010-02-19	vagrant	vagrant	420b					2615; 200; 2065; 1580; 2147; 2070; 1587; 2873		1537			
1539	(S) swHne$$,saHn-	2	{tr:} bring near (/*? causative of [Hwn] approach*/)	386a	6	2010-01-10	2010-02-20	vagrant	vagrant	345a										
1540	(S,sA) swHp (A) swQp (A) seQp (S) seHp-,saHp= (A) saQp=	2	{intr:} sink in, be swallowed | {tr:} suck in, drink /$gk: [[katesqiein, ekpinein]]$/	386a	6	2010-01-10	2010-02-20	vagrant	vagrant	421a										
1541	(S) swHr (sA) swHre (B) swrH (S) seHr- (B) sarH- (S) saHr=,soHr= (F) seHl= (S,B) saHr+ (B) sarH+,sraH+	2	{intr:} sweep /$gk: [[saroun]]$/ | {tr:}  /$gk: [[saroun, aposaroun, wqein]]$/ | (as noun m), sweeping	386a	6	2010-01-10	2014-05-15	vagrant	vagrant	416b					357					
1542	(B) saHs (S) seHs- (B) saHs= (sA) saHs+	2	{tr:} rub down, pound /$gk: [[cwxein]]$/	386b	6	2010-01-10	2010-02-20	vagrant	vagrant	346a					1202; 738; 1609; 482					
1543	(S) $^saHsH^$ (B) saHseH (S) seHswH-,seHswH= (B) saHswH= (S) seHswH+ (B) saHseH+	2	{tr:} roll round, rub down, plane /$gk: [[elissein, aneilein]]$/	386b	6	2010-01-10	2010-02-20	vagrant	vagrant	346a-346b										
1544	(S,B) seHt	1	leprosy /$gk: [[lepra]]$/ | (with [kwk]), be barked, coated with leprosy	386b	6	2010-01-10	2010-02-20	vagrant	vagrant	362b									biology	
1545	(S) saHte (B) saHT (F) seHT	2	{intr:} kindle fire, heat (thereby) /$gk: [[mageirissa (ginesqai), echma poiein]]$/ | {tr:} (S,B), kindle, burn /$gk: [[kaiein]]$/	387a	8	2010-01-10	2010-07-22	vagrant	vagrant	347a-347b					117; 136; 946; 1603; 719; 1153; 2483; 1758; 1492					
1546	(S,A,sA) saHou,saHoue (B) saHoui (F) seuHi (S) sHour- (S,B) sHouer- (A) sHouwr- (Sf) souwr- (NH) souHwr-,souHwr= *^<a href=ext codex II - The Apocryphon of John;106;23;37;aFsouHwr mpeFkaH;codex II - The Hypostasis of the Archons;109;90;32;aukotou afoF ausouHwr teFHaibes;codex II - On the Origin of the World;110;120;5;mpouSGm Gom nr laau naF ausouHwrF">Ext</a>^* (S,A,sA,B) sHouwr= (S,B) sHouort+ (S) sHouwrt+ (A,sA) sHouart+ (Sf,F) souart+"	2	{intr:} curse /$gk: [[katarasqai, loidoreisqai]]$/ | {tr:}  /$gk: [[arasqai, katarasqai]]$/	387a	6	2010-01-10	2011-01-14	vagrant	vagrant	345b-346a					2329	240				
1547	(B) saHoF *^var [saHwF]^*	2	{intr /*qual*/:} having harelip	387b	6	2010-01-10	2010-02-20	vagrant	vagrant	346a										
1548	(S,F) shG (A) siG,sieiG (B) shJ (S) ****seeGe	1	foal (of ass, horse) /$gk: [[pwlos]]$/	388a	6	2010-01-10	2010-02-20	vagrant	vagrant	365a-365b					2303; 693; 1278; 607; 682; 2742; 880; 26 #drv895; 712				species	
1549	(S) swG,seG-,soG= (S,sA,F) shG+ (S) shS+	2	{intr:} become, be rigid, paralysed | {qual:} /$gk: [[paralutikos]]$/ | {tr:} (S), stiffen, paralyse /$gk: [[katisxuein]]$/	388a	6	2010-01-10	2010-02-20	vagrant	vagrant	422a										
1550	(S) siGe	3	judgement, cause (at law) /$gk: [[krisis]]$/	388b	6	2010-01-10	2010-02-20	vagrant	vagrant	370a					1422				concept	
1551	(S) soGn (Sa) sakne (A) saGne (sA,F) saGn (B) soJen (F) soJin,soJen,saGen (S) sken-	1	ointment /$gk: [[muron, hdusma, aleimma]]$/	388b	6	2010-01-10	2010-02-20	vagrant	vagrant	395b									substance	
1552	(S,A) sGhr (S) skhr,SsGhr,Sker (S,B) SGhr	2	{intr:} sail (on river or sea) /$gk: [[plein]]$/	388b	8	2010-01-10	2010-07-22	vagrant	vagrant	617a-617b					1174; 473; 470 #drv8659; 2216; 179 #drv1280; 2159; 2177; 2208					
1553	t-,te-,T-,q-	0	(definite article f)	390a	6	2010-01-10	2010-02-20	vagrant	vagrant	427a,445a,834a,55a					1251; 100; 68 #drv2517; 1254; 1258					
1554	(S) ta-	0	(prefix to noun of direction, place /*above, below, within, south, north & sim*/ meaning) on ... side of, toward	390a	6	2010-01-10	2010-02-20	vagrant	vagrant	427a-427b										
1555	ta-	5	(possess pron & possess art f)	390a	6	2010-01-10	2010-04-02	vagrant	vagrant	427a					1252; 1253; 1040					
1556	(S,B) tai	7	here | hence	390a	6	2010-01-10	2010-02-20	vagrant	vagrant	428a					1071	170; 3102; 1072			direction	
1557	tai	0	(demonstr pron absol f, [tai-, tei-] constr)	390b	6	2010-01-10	2010-02-20	vagrant	vagrant	428a										
1558	-te	0	(f enclitic)	391b	6	2010-01-10	2010-02-20	vagrant	vagrant	445a					1259; 1255					
1559	(A) te	17	(particle pref to [rwQe]) suffice	391b	6	2010-01-10	2010-02-20	vagrant	vagrant											
1560	(S) th (S,A,sA) te	1	time, season /$gk: [[kairos, wra]]$/	391b	6	2010-01-10	2010-02-20	vagrant	vagrant	445a-445b,450b									time	
1561	(S,sA,O) to (B,O) qo	1	land, earth /$gk: [[oikoumenh, kosmos]]$/	396a	6	2010-01-10	2010-02-20	vagrant	vagrant	61a,455b					108				earth	
1562	(S) toe,toie,ta$^e^$,to (Sa,A,sA) taie (A) taeie (B) toi,twi (F) taei (Sf,F) taai	4	part, share /$gk: [[merismos, meros, afairema]]$/	396a	6	2010-01-10	2010-02-20	vagrant	vagrant	456a-456b					1729			C9757; C9456		
1563	(S) toe,to (Sf) taai (A) taie (B) qoi	22	spot /$gk: [[lepisma, augazon, poikilma]]$/	396b	6	2010-01-10	2010-02-20	vagrant	vagrant	61b										
1564	(S) tw etw	18	(preposit phrase as interj /*?*/, meaning doubtful, indicates when followed by [n- ... mn-] comparison /*in time or quality*/, contrast, parallellism)	396b	6	2010-01-10	2010-02-20	vagrant	vagrant	474a									doubtful	
1565	(S,Sa,Sf) taibe,thhbe,thbe (S) tebi (A) teebe (B) taibi,twbi,qhbi,qebi (F) tebe	4	(/*m once B*/) | chest, coffin, pouch |$ (for clothes) /$gk: [[kibwtion]]$/ |$ (for grain) /$gk: [[apodoxeion]]$/ |$ coffin /$gk: [[soros]]$/ |$ pouch	397a	6	2010-01-10	2010-02-20	vagrant	vagrant	428a,58b,57a					1400				container	
1566	(B) tebi	22	obole (coin) /$gk: [[obolos]]$/	397a	6	2010-01-10	2010-02-20	vagrant	vagrant	445b					862; 1503; 1849; 2868; 2592; 876; 2911; 839		1567		unit	
1567	(B) tebi,tepi,tepe (F) thbi	1	strip, bandage (of linen)	397a	6	2010-01-10	2010-02-20	vagrant	vagrant	445b					1646; 1380; 1264		1566		clothes	
1568	(S) twbe,twwbe (B,F) twbi	3	(name of 5th month) /$gk: [[Tubi]]$/	397b	6	2010-01-10	2010-02-20	vagrant	vagrant	473a									time	
1569	(S) twwbe (A) toube (B) twb,twp (F) twbi (B) teb- (S) toob= (Sa,A,sA,F) tab= (B) tob=,top= (F) taab= (S) toobe+,tobe+ (Sa,F) tabe+ (B) thb+,thp+,tob+,top+ (F) taabe+	2	{intr:} seal (B) /$gk: [[sfragizein]]$/ | {qual:} | {tr:} 	398a	8	2010-01-10	2010-07-22	vagrant	vagrant	472a-472b					1912; 285		1615; 1570; 1614; 331; 1616; 3118			
1570	(S,F) twwbe (A) touoube,toube (S,sA) twbe (B) twb,twp,tob (F) twwbi (S) tebe- (S,A) toob= (S) tbbo= (A) twb= (B) tob=,top= (F) taab=	2	{intr:} repay, requite /$gk: [[antapodidonai, apotinein]]$/ | {tr:}  /$gk: [[antapodidonai, apotinein]]$/	398b	8	2010-01-10	2012-04-04	vagrant	vagrant	472b,480b					1667; 254 #drv2931		1569; 1615; 1614; 331; 1616; 3118			
1571	(S) $^tbko^$,tbke-,tbko=	2	{tr:} send (/*causative of [bwk]*/) /$gk: [[ejapostellein]]$/	400b	6	2010-01-11	2010-02-20	vagrant	vagrant	445a					123; 1674					
1572	(S) tbhl (B) qbhl	1	fold /*?*/ (for sheep)	400b	6	2010-01-11	2010-02-20	vagrant	vagrant	56b					907; 2798; 1249; 1962 sheepfold; 1819 #drv2818				construction	
1573	(S) teble	4	(a plant)	400b	6	2010-01-11	2010-02-20	vagrant	vagrant	445b									species	
1574	(S,B) tabir	1	sanctuary /$gk: [[dabeir]]$/	400b	6	2010-01-11	2010-02-20	vagrant	vagrant	428a		{"1": "sanctuary", "2": "dome, iwan, apse"}			202; 1852; 1670; 825; 2004				construction	
1575	(S,A) tbhr (B) qrhb	1	blow with foot, kick /$gk: [[laktisma]]$/	401a	6	2010-01-11	2010-02-20	vagrant	vagrant	65a					1631; 500; 2480; 2422; 1809; 550; 1771; 2864; 800; 320; 1523; 1610 #drv2288; 1961; 725; 804; 1799; 2048					
1576	(S,A,sA) Tbs (S,O) tibs (S) t$^e^$bs (B) qibs,qebs (F) tibes	1	heel /$gk: [[pterna, sfuron]]$/	401a	6	2010-01-11	2010-02-20	vagrant	vagrant	59b									anatomy	
1577	(S,A) twbs (S) tbs-,tebs=,tobs=	2	{intr:} be pricked, incited | {tr:} goad, incite /$gk: [[kentein, ojunein]]$/	401a	8	2010-01-11	2010-07-22	vagrant	vagrant	473a-473b					2126; 3351; 2388					
1578	(S) tobtb (A) tabtbe (B,F) tabteb (S) tbt$^e^$b-,tbtwb= (F) tebtwb=	2	{tr /*intr B*/ :} from, compound, invent /$gk: [[sofizein, kosmein]]$/	401b	6	2010-01-11	2010-02-20	vagrant	vagrant	428a,456a,445a										
1579	(S,A,F) twk (S) twGe (A) twke,toke (S) tek- (A) twk- (S) tek= (S,A) thk+ (S) ^tak-	2	{tr:} throw, cast /$gk: [[ballein]]$/ | {intr:} | (p c S)	403b	8	2010-01-11	2010-07-23	vagrant	vagrant	475b										
1580	(S) twkm (A) twkme (F) twkem (B) qwkem (S) t$^e^$km- (B) qekem- (S) tokm= (S,A) takm= (S) tokm+ (S,Sf,sA,F) takm+ (A) takme+ (B) qokem+	2	{tr:} pluck, draw, drag /$gk: [[span, elkein, ekrizein]]$/ | {intr:} 	406a	8	2010-01-11	2010-07-23	vagrant	vagrant	65b-66a					2615; 200; 2065; 1538; 2147; 2070; 1587; 1897					
1581	(F) tkour	3	speed /$gk: [[taxion]]$/	406b	6	2010-01-11	2010-02-21	vagrant	vagrant											
1582	(B) takto (sA) tkato (B) takte-,takto= (B) takthout+	2	{tr:} put, go arount (/*caus of [kwte]*/) /$gk: [[paremballein, guroun]]$/ | {intr:} | {qual:} 	407b	8	2010-01-11	2010-07-23	vagrant	vagrant	430b-431a					102; 258					
1583	(S) tal,tol (B) qal	1	heap, hillock /$gk: [[bounos]]$/	408a	6	2010-01-11	2010-02-21	vagrant	vagrant	55a-55b,431a					183; 2842; 2230; 1383; 2115; 2466; 1921; 2496 #drv3947				earth	
1584	(B) tili,teli	1	fenugreek = [[thlis]]	409b	6	2010-01-11	2010-02-21	vagrant	vagrant	453b					2485; 2663				species	
1585	(S,O) toile (sA) taile	2	{intr:} rise up	410a	6	2010-01-11	2010-02-21	vagrant	vagrant	457a										
1586	(S) tlh (B) qlh	2	{intr:} drip, let drop | {tr:} | (as nn)	410a	8	2010-01-11	2010-07-23	vagrant	vagrant	60a					1506; 1838; 465; 701					
1587	(S,sA) twlk (S) twlG (Sf) twkel (S) tolk=	2	{tr:} pluck out /$gk: [[tillein]]$/	410a	8	2010-01-11	2010-07-23	vagrant	vagrant	476a					2147; 2065; 200; 2070; 1538; 1580					
1588	(S) tlom (B) qlom (S) * $$ tloom (B) *qlwm	1	furrow /$gk: [[aulaj]]$/	411a	6	2010-01-11	2010-02-21	vagrant	vagrant	60a									earth	
1589	(S) twls (B) qwls (S) tols+ (B) qols	2	{intr:} be fixed, sunk /$gk: [[phgnunai]]$/	411a	8	2010-01-11	2010-07-23	vagrant	vagrant	66a-66b					337; 720					
1590	(B) telFi	4	(kind of) lizard	411b	6	2010-01-11	2010-02-21	vagrant	vagrant	446b					2771; 1795; 2337; 2138; 2675				species	
1591	(F) taeim,taeime	2	{intr:} help /$gk: [[bohqein]]$/	412a	6	2010-01-11	2010-02-21	vagrant	vagrant											
1592	(S) tom (Sa) tam (B) qom	1	mat (of reeds) 	412b	6	2010-01-11	2010-02-21	vagrant	vagrant	62a,433b					1370; 1597				tool	
1593	(S) twm (A) taam= (S,B) thm+ (B) qhm+	2	{intr:} be sharp /$gk: [[ojunein]]$/ | {tr:} sharpen | {qual:} be sharp	413a	6	2010-01-11	2010-02-21	vagrant	vagrant	59a,476b					1869; 2441; 1109					
1594	(S,A,B) tamo (F) tama (S,sA,B,F) tame- (A) tamo- (F) tama- (S,B) tamo= (A,sA,F) tama=	2	{tr:} tell, inform (/*caus of [eime]*/) /$gk: [[anaggellein, gnwrizein]]$/ | (with [Je-])	413b	8	2010-01-11	2010-07-25	vagrant	vagrant	433b-434b					214; 56					
1595	(S) twwme (A) twme,toume (B) twmi (B) tom-,tem-,tom= (S) to$^o^$me+ (Sa) taame+ (sA) tame+ (B) tomi+	2	{intr:} join /$gk: [[exesqai, surraptein]]$/ | {qual:} be fitting, appropriate | {tr:} join (B)	414b	7	2010-01-11	2010-04-16	vagrant	vagrant	476b-477a,477a					337; 1022; 1403; 358					
1596	(S) twwme,toome (S,A) twme (A) twmes	4	purse, wallet /$gk: [[marsippos, balantion]]$/	415a	6	2010-01-11	2010-02-21	vagrant	vagrant	476b,459b					2688; 2400; 1646 purse; 157 #drv869				container	
1597	(S) tmh (A) tmei (B) qmh	4	mat (of reeds)	415b	6	2010-01-11	2010-02-21	vagrant	vagrant	60b					1592; 1370				tool	
1598	(S) tmmo,tmo (B) temmo,temo (S) tm$^m^$e- (Sf) tma- (S) tm$^m^$o=,tm$^m^$e= (A) tmma= (B) temmo= (S,sA) tmmhu+	2	{tr:} |$ feed, nourish (/*causative of [ouwm]*/) /$gk: [[cwmizein, fagein didonai]]$/ |$ (with 2nd acc)	416a	8	2010-01-11	2010-07-25	vagrant	vagrant	447a					1448; 1650		1603; 1609			
1599	(B) temqam	3	mule /$gk: [[hmionos]]$/	416a	6	2010-01-11	2010-02-21	vagrant	vagrant	446b									species	
1600	(S) toumt	3	(a utensil of bronze)	416a	6	2010-01-11	2010-02-21	vagrant	vagrant										tool, container, doubtful	
1601	(B) twmt (S) twmnt (B) tomt+	2	{intr:} be amazed, stupefied /$gk: [[ejistanai]]$/	416b	8	2010-01-11	2010-07-27	vagrant	vagrant	477a-477b					237; 2773; 2785; 1817; 530		263			
1602	(S,sA) tmtm (B) qomtem,tomtem (S) tmtm-,temtwm+ (B) temqwm+	2	{intr:} be heavy, oppressed /$gk: [[epibriqein]]$/	417a	6	2010-01-11	2010-02-22	vagrant	vagrant	62a,447a,458a-458b					336; 1217; 1691; 385; 1010; 2351; 1053; 1022; 1686; 2333; 2124; 2171		271			
1603	(S,A) tmHo (B) temHo,temmHo,tHemmo,temmo,tmo (S,A,B) tmHe- (S) tmHo= (B) temmo=	2	{tr:} set on fire, kindle /$gk: [[kaiein, flegein]]$/ | {intr:} blaze, burn	417a	6	2010-01-11	2010-02-22	vagrant	vagrant	447a-447b					117; 136; 1545; 946; 719; 1153; 2483; 1758; 1685		1598; 1609			
1604	(S,A,sA,B,F) twn (S,F) ton	2	(meaning unknown, always with vb [T, ti]), dispute, quarrel /$gk: [[erizein, logomaxein, suzhtein]]$/	418a	6	2010-01-11	2010-02-22	vagrant	vagrant	477b-478a,839b-840a					1056; 2084; 1935				doubtful	
1605	(S,A) tano (sA) teno (S,A) tano- (A) tene- (S,sA) t$^e^$na- (S) tano= (A) tana= (sA) tena=	2	{tr:} |$ make (/*S,B bibl always [tamio]*/) |$ draw up (deed S)	418b	6	2010-01-11	2010-02-22	vagrant	vagrant	434a-434b										
1606	(S,A) thne	1	dam, dyke	418b	6	2010-01-11	2010-02-22	vagrant	vagrant	451b					1726; 2739				earth, construction	
1607	(B) tonw	2	{intr:} strike	418b	6	2010-01-11	2010-02-22	vagrant	vagrant	459a					1135					
1608	(S,B) twnou (S) twne (B,F) twna (S) twnna (B) twno (S,B) tonou (S,sA,B) tonw (B) tonwou (S) tone,tonh,tonne,tonnou (B) tona	7	very, greatly, certainly /$gk: [[panu, polu]]$/	418b	6	2010-01-11	2010-02-22	vagrant	vagrant	478a,458b,459a					1132; 1114; 1087; 2320					
1609	(S,A) tnno (S) tno,tna (Sa,sA) tano (B) tenno (F) tenna (S) tnno=,tno=,tana= (Sa) tano= (Sf,F) tena= (B) tenno=,temmo= (S) tnnhu+,qnnhu+ (A) tanait+ (B) tennhout+	2	{tr:} pound, tread down /$gk: [[tribein, suntribein, katalein]]$/ | {intr:} be beaten, trodden /$gk: [[suntribesqai]]$/ | {qual:} trodden, contrite	419a	6	2010-01-11	2010-04-16	vagrant	vagrant	448a					1202; 738; 1542; 482; 1763		1598; 1603			
1610	(B) $^twnS^$,tonS=	2	{tr:} threaten /$gk: [[diapeilein]]$/	421a	6	2010-01-11	2010-02-22	vagrant	vagrant	459a-459b,478a,448a					1631; 1575; 500; 2480; 2422; 1809; 550; 1771; 2864; 800; 320; 1523; 1961; 725; 804; 1799; 2048					
1611	(S,A) tnH (Sf,F) thnH (B) tenH (S,F) t$^e^$naH (F) teHen	1	wing (of birds, angels &c) /$gk: [[pteruj, pteron]]$/ | (of fish (fin)) | (metaphor of ship) |$ (earth) |$ (building) |$ (garment) |$ (cross)	421a	6	2010-01-11	2010-02-22	vagrant	vagrant	448a-448b					191; 2998				anatomy	
1612	(S) $^twnH^$,tonH=,tonH+ (Sf) tonaH+	2	{tr:} entangle, be entangled, in converse with	421a	6	2010-01-11	2010-02-22	vagrant	vagrant	459b										
1613	(S,B) tap (Sf,A,sA,F) tep (F) thp	1	horn /$gk: [[keras]]$/ | trumpet	422a	6	2010-01-11	2010-02-22	vagrant	vagrant	436b									anatomy	
