key	word	type	en	crum	quality	added	updated	created_by	updated_by	dawoud-pages	notes	senses	override-type	crum-last-page	sisters	antonyms	homonyms	greek-sisters	categories	TODO
1356	(A) rQe	2	{intr:} be willing	310a	6	2010-01-07	2010-02-11	vagrant	vagrant											
1357	(S) rwHe (A) rwQe (B) rwKi (B) raK= (S) raHe+ (B) raKi+	2	{intr:} become, be clean /$gk: [[plunein]]$/ | {tr:} cleanse, wash /$gk: [[rantizein]]$/ | (as nn), cleansing	310b	6	2010-01-07	2010-07-08	vagrant	vagrant	333b					692; 2381; 1920; 1358; 1362; 1703		725			
1358	(Sf) $^raHreH^$,reHrwH=	2	{tr:} wash /*?*/	311a	6	2010-01-07	2010-02-11	vagrant	vagrant						692; 1357; 2381; 1920; 1362					
1359	(S) raHte,roHte,loHte,rwHte,raHt (F) laHT,reHte	4	cauldron /$gk: [[lebhs]]$/	312a	6	2010-01-07	2010-02-11	vagrant	vagrant	316a					2410; 952				container	
1360	(S) raHtou	3	(a monkish garment)	312b	6	2010-01-07	2010-02-11	vagrant	vagrant	316a					2534; 193; 2293; 1351; 1107; 1164; 2428; 2659; 79 #drv3360; 3358 #drv3975				clothes	
1361	(B) rwJp,reJp- *^2 pl^*,roJp=,roJp+	2	{intr:} be thrown down, sink down /$gk: [[riptesqai, keisqai]]$/ | {tr:} throw down /$gk: [[wqein]]$/	312b	6	2010-01-07	2010-02-11	vagrant	vagrant	334b					85; 91; 2319; 2127; 179; 725; 2058					
1362	(S) roJreJ (sA) reGreG	2	wash /*?*/, polish /*?*/	312b	6	2010-01-07	2010-02-11	vagrant	vagrant	325b					692; 1357; 2381; 1920; 1358; 1363					
1363	(S) raGreG	2	{intr:} hiss /*?*/ (of bones or flesh in fire)	312b	6	2010-01-07	2010-02-11	vagrant	vagrant	316a					1882; 2012; 1362					
1364	(S,A,sA,B) sa (Sa,F) se	1	side, part /$gk: [[meros, klima]]$/	313a	6	2010-01-07	2010-02-11	vagrant	vagrant	335b-336b,223b-224a,341b-342a,144b					302				direction	
1365	(S,A,B,F) sa	1	man (+  genitive [n-]), man of, maker of, dealer in	316a	6	2010-01-07	2010-02-12	vagrant	vagrant	335a-335b					2183				person	
1366	(S,A,sA,B,O) se- (Sf,F) sh	17	(particle) yea |$ (answers question) |$ (answers [[mh]]) |$ (contradictory/*?*/) |$ (after condit [eSJe,isJe]) |$ verily, indeed	316a	6	2010-01-07	2010-02-12	vagrant	vagrant	352b-353a					683	1063				
1367	se,si,se-,si-	4	seat, place	316b	6	2010-01-07	2010-02-12	vagrant	vagrant	355a,356b,361a,369b										
1368	(S,B) soi (S,F) sai	1	back (of man or beast) /$gk: [[raxis, opisqios]]$/	317b	6	2010-01-08	2010-02-12	vagrant	vagrant	382a					2457; 2360		1369; 3051		anatomy	
1369	(S,B) soi (A) sa (Sf) sai (F) saei (NH) soei *^<a href=ext codex II - The Gospel of Thomas;107;38;13;psoei de etHm pekbal;codex II - The Gospel of Thomas;107;38;14;Hotan ekSannouJe mpsoei ebol Hm pekbal">Ext</a>^*"	22	beam (of wood) /$gk: [[dokos, stelexos]]$/	317b	6	2010-01-08	2010-12-24	vagrant	vagrant	382a					2096; 1028; 1746; 2462		3051; 1368		tool, construction	
1370	(S) sw	3	soaked reed, mat of reeds	318a	6	2010-01-08	2010-02-12	vagrant	vagrant	401b					1592; 1597; 805				tool	
1371	(B) swi	2	{intr:} become hairless /*?*/	318b	6	2010-01-08	2010-02-12	vagrant	vagrant	403a					2844; 2872					
1372	(A) *sb *^in [sb psete]^*	3	burnt offerings	318b	6	2010-01-08	2010-02-12	vagrant	vagrant											
1373	(S) sib (B) sip	1	tick, (insect) /$gk: [[fteira, eresibh, kondila]]$/	318b	6	2010-01-08	2010-02-12	vagrant	vagrant	369a									species	
1374	(S) shbe,shFe (B) shbi,sebi (F) shFi (S) sb-	4	reed /$gk: [[kalamos]]$/ | greave /$gk: [[knhmis]]$/ | shin-bone | kohl bottle	320b	6	2010-01-08	2010-02-12	vagrant	vagrant	363a,353b					891; 805; 716; 548; 1238; 1454				anatomy	
1375	(S) swbe,swpe (B) swpi	4	edge, fringe (of garment &c)	321b	6	2010-01-08	2010-02-12	vagrant	vagrant	414a-414b					1997; 1660; 1614; 1007				clothes	
1376	(S,B) sbe (F) sbh	1	door /$gk: [[qura, proquron]]$/	321b	6	2010-01-08	2010-02-12	vagrant	vagrant	350b-351a					201; 2021				construction	
1377	(S,A) sbbe (B) sebi (F) shbbi (S,A) sbbe- (B) soube- (F) subbh- (S) sbbht= (B) soubh= (F) sebht= (S) sbbhu+,sbbhut+ (B) soubht+,souht+ (F) sebhut+	2	{tr:} circumcise /$gk: [[poritemnein, eunouxizein]]$/ | (as nn m S,B,F) /$gk: [[peritomh]]$/	321b	6	2010-01-08	2010-02-12	vagrant	vagrant	353b										
1378	(S,B) sbok (A,F) sbak (S,B) sobk+ (Sf,A,sA,F) sabk+	2	{intr:} became, be small, few /$gk: [[oligos, oligousqai, mikros, elattoun]]$/ | {tr:} make less	322a	6	2010-01-08	2010-02-12	vagrant	vagrant	351a-351b					1675; 226; 1651	92; 278				
1379	(S) sblte,slbte,slFte	2	{intr:} roll over, about /$gk: [[aposkarizein, sugkamptein]]$/	322b	6	2010-01-08	2011-01-06	vagrant	vagrant	351a										
1380	(B) seben	3	bandage, selvage /$gk: [[keiria]]$/	322b	6	2010-01-08	2010-02-12	vagrant	vagrant	353a					1646; 1567; 1264				clothes	
1381	(S) *seboon	3	support, prop	322b	6	2010-01-08	2010-02-12	vagrant	vagrant										construction	
1382	(S) sobn	2	{intr:} make breeze, make cool (or sim, with fan)	322b	6	2010-01-08	2010-02-12	vagrant	vagrant	380a										
1383	(S,A,F) sibt	4	hill, (often paral [toou]) /$gk: [[bounos, petra]]$/	322b	6	2010-01-08	2010-02-12	vagrant	vagrant	367a					183; 2842; 1583; 2230; 1921; 2496 #drv3947				earth	
1384	(S) sbSe,sSbe,SbSe (B) SebSi	4	shield /$gk: [[qureos]]$/	324a	6	2010-01-08	2010-02-12	vagrant	vagrant	560b					2399; 2782; 2151; 608				tool	
1385	(S) swbH,sobH-,sobH=,sobH+ (Sa,Sf,A) sabH+	2	{intr:} become, be leprous /$gk: [[leprousqai]]$/ | {tr:} (S), make leprous	324a	6	2010-01-08	2012-04-02	vagrant	vagrant	402b-403a										
1386	(S,B) sok,swk (S) sak,sook,swwk	1	sack, sackcloth, bag /$gk: [[sakkos, marsippos]]$/	325a	6	2010-01-08	2010-02-12	vagrant	vagrant	382a					935; 2291; 1988; 1646				container	
1387	(A) sok	2	{intr:} be content, satisfied /$gk: [[eudokein]]$/	325a	6	2010-01-08	2010-02-12	vagrant	vagrant											
1388	(S) skai (A,sA,F) skei (B) sxai (NH) skaei *^<a href=ext codex II - The Gospel of Thomas;107;51;2;aFei eFskaei aFHe apeHo;codex II - The Gospel of Philip;108;60;19;prwme skaei ntswSe Hitn nqhrion;codex II - The Gospel of Philip;108;60;25;eFskaei">Ext</a>^* (S) sek-,sok= (B) sxht="	2	{intr:} plough /$gk: [[arotrian]]$/	328b	8	2010-01-08	2011-01-14	vagrant	vagrant	400b					401; 715; 889					
1389	(S,Sf,A,F) skim (S) sGim (B) sxim	1	discoloured, grey hair	328b	6	2010-01-08	2010-02-12	vagrant	vagrant	401a					985; 2377				anatomy	
1390	(B) sokmaJi	1	long table	329a	6	2010-01-08	2010-02-12	vagrant	vagrant	382b									tool	
1391	(B) sken *^? [ske n-]^*,skent=	3	side /*?*/, (with [e-, esken], preposition) beside	329a	8	2010-01-08	2010-07-11	vagrant	vagrant	371a-371b					1029				direction	
1392	(S) skap	3	stale /*?*/ (of bread)	329a	6	2010-01-08	2010-02-12	vagrant	vagrant	371a									food	
1393	(S) skorkr (A) skarkre (B) skerker (F) skalkl, *^also^* sleGleG,skarkr (S) skrkr- (F) skelkwl- (S) skrkwr= (B) skerkwr= (S,B) skerkwr+ (S) skerkort+ (sA) skrkr+$$	2	{intr:} roll, be rolled /$gk: [[kuliein, aposkelizein]]$/ | {tr:} 	329a	8	2010-01-08	2010-07-11	vagrant	vagrant	371b-372b							1394			
1394	(B) skorker	1	beer	330a	6	2010-01-08	2010-02-12	vagrant	vagrant	372b					2221; 180		1393		food	
1395	(B) seksik	3	sunny place, room	330a	6	2010-01-08	2010-02-12	vagrant	vagrant	355a									construction	
1396	(S,B) soksek (S,B) seksek- (S) seksok=	2	{tr:} pull, gather | (as noun m B), yawn (stretching mouth)	330a	6	2010-01-08	2010-02-12	vagrant	vagrant	382b,382b					49; 1430; 713; 1671; 361; 2520					
1397	(B) sekeH	2	{tr:} clear out (a house)	330a	6	2010-01-08	2010-02-12	vagrant	vagrant	355a										
1398	(S,B) sol (A,F) sal	1	wick /$gk: [[linon]]$/	330a	6	2010-01-08	2010-02-12	vagrant	vagrant	382b									tool	
1399	(S,B) swl (B) sol= (S) shl+	2	{tr:} dissipate, pervert /$gk: [[ufaireisqai]]$/	330a	8	2010-01-08	2010-07-11	vagrant	vagrant	407a-407b										
1400	(B) slh	4	coffin /$gk: [[soros]]$/	330a	6	2010-01-08	2010-02-12	vagrant	vagrant	373a-373b					1565 coffin				container	
1401	(S) salo,salw,saro	4	basket	330b	6	2010-01-08	2010-02-12	vagrant	vagrant	340a					585; 2421; 2621; 2730; 406 #drv209; 2427				container	
1402	(B) souli,soli	4	veil, covering | saddle-cloth	330b	6	2010-01-08	2010-02-12	vagrant	vagrant	392b,382b					960; 1971; 2232				clothes	
1403	(B) swlk (S) swlG (B) swlk=	2	{intr:} cleave, adhere /$gk: [[kollasqai]]$/ | {tr:} make cleave, join	330b	6	2010-01-08	2010-02-12	vagrant	vagrant	407b					1022; 1023; 385; 358; 1595; 337					
1404	(B) *salouki	3	(fish) petrocephalus	330b	6	2010-01-08	2010-02-12	vagrant	vagrant	340b							1464; 3059		species	
1405	(S) selilen,selilin	3	vulture	330b	6	2010-01-08	2010-02-12	vagrant	vagrant	355a					1215; 1196; 547				species	
1406	(S,B) sloplep (Sf) slaplep (S) sleplwp= (B) sleplwp+	2	{tr:} tear asunder | (c [ebol], meaning same)	331b	6	2010-01-08	2010-02-13	vagrant	vagrant	373b					898; 1302; 1312					
1407	(S) selepin	1	spleen (or organs around it)	331b	6	2010-01-08	2010-02-13	vagrant	vagrant	355a									anatomy	
1408	(S) selepin,salapin (B) seloupin	3	little finger, toe	331b	6	2010-01-08	2010-02-13	vagrant	vagrant	355a					299; 723; 2676				anatomy	
1409	(S) $^solsl^$ (B) solsel (S) slsl- (B) selswl=,selswl+	2	{tr:} adorn /$gk: [[kosmein, kallwtizein]]$/ | {qual:} adorned	331b	8	2010-01-08	2010-07-11	vagrant	vagrant	382b-383a							1410			
1410	(S) solsl (A) salsle (sA) salsl (B) solsel (F) salsel (S) slsl-,selswl- (A) slsle- (B) selsel- (S,sA) slswl= (A) slsol= (B,F) selswl= (S) slswl+,slsolt+	2	{intr:} be comforted, encouraged /$gk: [[parakalein, paramuqesqai]]$/ | {tr:} comfort /$gk: [[parakalein]]$/	332a	8	2010-01-08	2010-07-11	vagrant	vagrant	383a-384a							1409			
1411	(B) slatlet	1	slip, stumbling /$gk: [[olisthma]]$/	333a	6	2010-01-09	2010-02-13	vagrant	vagrant	372b					912					
1412	(S) salaSeie	3	tall (/*?, cf [sa] man & [laSie]*/)	333a	6	2010-01-09	2010-02-13	vagrant	vagrant											
1413	(S) solF,sorF,solib,swlF	1	sieve /$gk: [[koskinon]]$/	333a	6	2010-01-09	2010-02-13	vagrant	vagrant	384a					1909; 715				tool	
1414	(B) sliFi	4	lung	333b	6	2010-01-09	2010-02-13	vagrant	vagrant	373b					1764				anatomy	
1415	(S) slHo,selHw (B) selHo,salHo	3	warm water /*?*/ /$gk: [[xliaros]]$/	333b	6	2010-01-09	2010-02-13	vagrant	vagrant	355b,340b									physics	
1416	(B) sliJ	3	(state of) being on edge /*?*/ (of teeth)	333b	6	2010-01-09	2010-02-13	vagrant	vagrant	373b					2278					
1417	(S,A) swlG (B) swlJ (sA) salG-,slG- (B) selJ- (S) solG= (Sa,sA) salG= (Sa) salk= (B) solJ= (S) soleG+ (Sa) salk+	2	{intr:} smear, wipe, obliterate /$gk: [[ejaleifein]]$/ | {qual:} (S) smeared (with clay for seal) | {tr:} /$gk: [[ejaleifein]]$/	333b	8	2010-01-09	2010-07-11	vagrant	vagrant	408a-408b					357; 964; 1825; 2490; 246; 1640					
1418	(S) sloGlG (Sf) slaJleG (B) slaJleJ (S) sleslwG-,sleslwG+,slhlwk+ (A) sleGlaG+ (B) sleJlwJ+	2	{intr:}  be, make smooth /$gk: [[leios, truferos]]$/ | {tr:}  /$gk: [[leainein, omalizein]]$/	333b	6	2010-01-09	2014-07-26	vagrant	vagrant	372b					941					
1419	(S,A,B,F) sim (S) sm- (S,B) sim-	1	grass, fodder, herbs (in general) /$gk: [[botanh, xortos]]$/ | radish	334a	6	2010-01-09	2010-02-13	vagrant	vagrant	367a-367b									species	
1420	(B) sambeHi	4	testicles	336b	6	2010-01-09	2010-02-13	vagrant	vagrant	340b					2476; 2414; 420; 249 #drv3691; 2460 #drv3918				anatomy	
1421	(S) samaqe	4	cistern, tank	336b	6	2010-01-09	2010-02-13	vagrant	vagrant	340b					1851; 3201; 1425				container	
1422	(S,A) smme (A) smma (B) semi (F) shmmi,shmmh	2	{intr:} appeal, make application /$gk: [[entugxanein]]$/	336b	8	2010-01-09	2010-07-12	vagrant	vagrant	355b-356a					1550; 1998					
1423	(S) smoune	4	Nile goose /*chenalopex aeg*/	339a	6	2010-01-09	2010-02-14	vagrant	vagrant						1318; 1806; 2646				species	
1424	(B) soumani, *^var^* somani,someni	4	sexual organs, parts	339a	6	2010-01-09	2010-02-14	vagrant	vagrant	392b					1858; 305; 1483 #drv1944				anatomy	
1425	(S,A) samnt (S) samet	4	pool, tank /*?*/ /$gk: [[embasis]]$/ | collecting place /*?*/	339b	6	2010-01-09	2010-02-14	vagrant	vagrant	340b					1851; 1421; 3201				container	
1426	(B) smour	1	moustache	339b	6	2010-01-09	2010-02-14	vagrant	vagrant	377b					1099; 1051				anatomy	
1427	(S,B) soms (Sf,F) sams	2	{intr:} look, behold /$gk: [[blepein, oran, katanoein]]$/	339b	8	2010-01-09	2010-07-12	vagrant	vagrant	384a-385a					458; 223; 30; 28; 1154					
1428	(S) simsim,smsim,smsm,semshm	1	sesame	340b	6	2010-01-09	2010-02-14	vagrant	vagrant	367b					1239				anatomy	
1429	(S,B,F) samit	1	fine flour /$gk: [[semidalis]]$/	340b	6	2010-01-09	2010-02-14	vagrant	vagrant	340b					1981				food	
1430	(S) swmt,swmnt (S,B) somt= (S) somnt= (S,B) somt+ (S) somnt+	2	{intr:} be stretched, wait /$gk: [[enteinein]]$/ | {tr:} stretch, bind	340b	8	2010-01-09	2010-07-12	vagrant	vagrant	408b-409a,385a,384a					713; 1396					
1431	(S,Sf,B,F) smau (B) smaau	1	(nn m dual) | temples /*tempora*/, eyelids /$gk: [[krotafos, blefaron]]$/	342a	6	2010-01-09	2010-02-14	vagrant	vagrant	374a					2848; 1455; 1221; 619; 1463				anatomy	
1432	(S) somH	1	axle	342a	6	2010-01-09	2010-02-14	vagrant	vagrant	385a					1745				tool	
1433	(S,A,B) smaH (B,F) smeH	1	bunch (of fruit, flowers) /$gk: [[botrus]]$/	342a	6	2010-01-09	2010-02-14	vagrant	vagrant	374a					1007; 436; 198; 821; 1887				anatomy	
1434	(B) smeH	1	(mostly as pl), herb /$gk: [[botanh, pambotanon]]$/	342a	6	2010-01-09	2010-02-14	vagrant	vagrant	374a									species	
1435	(S) samaHhr	3	fennel /$gk: [[geggidion]]$/	342a	6	2010-01-09	2010-02-14	vagrant	vagrant	340b					1742				species	
1436	(S) shne,senh,sene (B) shini	4	granary, bin	343b	6	2010-01-09	2010-02-14	vagrant	vagrant	363a					2008		182; 1437		construction	
1437	(S,A) sine (B) shini	4	ploughshare /$gk: [[arotron]]$/	343b	6	2010-01-09	2010-02-14	vagrant	vagrant	363a					715; 889; 401		182; 1436		tool	
1438	(S,Sf,A) sine (B,F) sini (S) sn-,snt-,$^sent-^$,saat-,sat- (S,B) sen- (S) saat= (S,A) sat= (S) sot=,soot=,sht= (B,F) sen= (B) siniwou+	2	{intr:} pass by, through /$gk: [[paragein, paraporeuesqai, erxesqai, dierxesqai]]$/ | {qual:} (B) | {tr:} pass through, across	343b	8	2010-01-09	2014-09-06	vagrant	vagrant	367b-368b										
1439	(S) swnk,swng,swmk,swmg (B) swnk,senk-,sonk=	2	{intr:} suck /$gk: [[qhlazein]]$/ | {tr:}  /$gk: [[ekpinein]]$/	344b	8	2010-01-09	2010-07-12	vagrant	vagrant	409a										
1440	(S) snaein (B) snhini	2	{intr:} skip, stroll, wander /$gk: [[skirtan, adolesxein]]$/ | (as nn m B), swaying gait	345a	6	2010-01-09	2010-02-14	vagrant	vagrant	378b							1441			
1441	(B) snhini	4	irrigation machine	345a	6	2010-01-09	2010-02-14	vagrant	vagrant	378b							1440		tool	
1442	(S,B) sanis	3	(with verb [Ji, Gi]), doubt /$gk: [[diakrinesqai, distazein]]$/	345a	6	2010-01-09	2010-02-14	vagrant	vagrant	341a									concept	
1443	(S) sanneH	1	grasshopper	345a	6	2010-01-09	2010-02-14	vagrant	vagrant	341a									species	
1444	(S) snsn (S,B) sensen	2	{intr:} resound /$gk: [[hxein]]$/	345a	6	2010-01-09	2010-02-14	vagrant	vagrant	359b					806; 2590					
1445	(S,A,sA,B) swnt (sA) swwnt	1	custom /$gk: [[eqos, sunhqeia]]$/	346a	6	2010-01-09	2010-02-14	vagrant	vagrant	409b					941 #drv632; 1616; 1968		284; 1446	C10624	concept	
1446	(S,A) swnt (S) sont+ (A) sant+	2	{intr:} look /$gk: [[kataskopeuein, atenizein eis]]$/	346a	8	2010-01-09	2010-07-12	vagrant	vagrant	409b-410a							284; 1445			
1447	(S) snat	2	{intr:} fear	346b	6	2010-01-09	2010-02-14	vagrant	vagrant						1913; 195; 2145; 488; 2266; 1634					
1448	(S) saanS,sanS,sanx (A) sanQ,saanQ (sA) saneS (B) SanS,SaneS (F) ShnS,SenS (S) saanS-,sanS- (B) SanouS-,SaneS-,SeneS- (F) sanouS- (S,sA) sanouS= (S) sanoS= *^<a href=ext Life of Bishop Pisentius;1053;12;29;neJ pekroouS e pJs auw FnasanoSk">Ext</a>^* (A) sanouQ= (B,F) SanouS= (A) sanaSt+,sanaQt+ (B) SaneuS+,SaneuSt+"	2	{intr:} make live, be alive /$gk: [[trefein, ensiteisqai]]$/ | {qual:} nourished, well fed /$gk: [[truferos, eutrofos]]$/ | {tr:} nourish, rear, tend /$gk: [[trefein, anatrefein, qhlazein]]$/	347b	6	2010-01-09	2012-10-22	vagrant	vagrant	547b-548a,547a,547a,547a					2160; 983; 1598; 1650					
1449	(S,B) snouF (S) snoub	3	last year	348b	6	2010-01-09	2010-02-14	vagrant	vagrant	379a					1328; 1527				time	
1450	(B) sinaHbi	3	(ingredient in boiling cauldron)	349a	6	2010-01-09	2010-02-14	vagrant	vagrant	367b									food	
1451	(S,F) sp-,sep- (F) seme	4	year (in dating events, documents) /$gk: [[etos]]$/ | hour (F)	349a	6	2010-01-09	2012-04-09	vagrant	vagrant	397a					1328				time	
1452	(S) sop	3	(a measure ?)	351a	6	2010-01-09	2010-02-15	vagrant	vagrant								1454; 1453; 196; 1455		unit	
1453	(S,B,O) swp (B) swb (S,F) sp- (S,B) sep- (sA) sap- (B) seb- (S,B) sop=	2	{intr:} (/*once*/) dip, soak /$gk: [[baptein]]$/ | {tr:}  /$gk: [[baptein, embaptein, epistazein]]$/ | (as noun m), dipped, moistened food (&c)	351a	6	2010-01-09	2012-10-10	vagrant	vagrant	414a					2257	1676; 605; 2563; 412	1454; 196; 1455; 1452			
1454	(B) swp	1	kohl-stick (for applying) k. (to eyes)	351a	6	2010-01-09	2010-02-15	vagrant	vagrant	414a					1374 kohl bottle		1453; 196; 1455; 1452		tool	
1455	(S) swp,swpe	1	eyelid	351a	6	2010-01-09	2010-02-15	vagrant	vagrant	414a					2848; 1221; 619; 1431; 1463		1454; 1453; 196; 1452		anatomy	
1456	(S,A,sA,F) seepe (S,A) sepe (S) sipe (B) sepi (F) shhpi	2	{intr:} remain over, be remainder /$gk: [[perisseuein, koimasqai]]$/ | {tr:} (S), leave remaining, spare	351a	8	2010-01-09	2010-07-12	vagrant	vagrant	360a					309					
1457	(A) *spei	3	chosen, elect /$gk: [[eklektos]]$/	351b	6	2010-01-09	2010-02-15	vagrant	vagrant											
1458	(S) sir, saeir, saeire, shre (A) seere (sA) seire	1	first milk /*colostrum*/, butter /$gk: [[bouturon, strufalis galaktos]]$/	353a	6	2010-01-09	2010-02-15	vagrant	vagrant	369a					764; 1923; 1681 #drv2452; 163; 2522				food, anatomy	
1459	(S) sir	1	hair, line, stripe	353b	6	2010-01-09	2010-02-15	vagrant	vagrant	369a					2861; 985; 2377				anatomy	
1460	(B) sir	3	jar	353b	6	2010-01-09	2010-02-15	vagrant	vagrant	369a					792; 2837; 2544; 1097; 2803; 948; 1049; 2022; 3266				container	
1461	(S,A,sA) soure (B,F) souri (S) sour-,sar-,sr- (S,B) ser-	4	thorn, spike, dart /$gk: [[akanqa, skoloc, tribolos, kalamh, kentron, bolis]]$/ | needle (&c)	354a	6	2010-01-09	2010-02-15	vagrant	vagrant	393a					1836 #drv2859; 1915 #drv2968; 1629 #drv2342; 2495; 1108; 1615 #drv2301; 104; 300				anatomy	
1462	sro	3	ram	354b	6	2010-01-09	2010-02-15	vagrant	vagrant						1240; 1044; 2759; 714; 2510; 2731; 580				species	
1463	(S) *srebroube	3	handfuls | (But prob l جفن) eyelid	354b	6	2010-01-09	2010-02-15	vagrant	vagrant	397b					2087; 2654; 3222; 619; 1221; 1455; 2848; 1431				anatomy	
1464	(B) sarouki	1	one bald on temples	354b	6	2010-01-09	2010-02-15	vagrant	vagrant	341b					2872; 2554; 2683; 1739; 2999		1404		person	
1465	(S) *sarakwte,sarakote,sarakotte,sarakoste (B) *sarakwT	3	wanderer, vagrant /$gk: [[kukleuths]]$/	354b	6	2010-01-09	2010-02-15	vagrant	vagrant	341b									person	
1466	(S) sorm,sarm (sA) sarme (B) sorem	1	lees, dregs (of wine, oil &c) /$gk: [[trugias]]$/	355a	6	2010-01-09	2010-02-15	vagrant	vagrant	390a					1714		345		food	
1467	(B) $^sromrem^$,sremrwm=	2	{tr /*refl ?*/:} enforce, admonish /$gk: [[embrimasqai]]$/	356a	6	2010-01-09	2010-02-16	vagrant	vagrant	397b							530			
1468	(S) *srnH	3	eyebrow	356a	6	2010-01-09	2010-02-16	vagrant	vagrant						668				anatomy	
1469	(S) sarpot (B) sarfat (O) serpwt	4	lotus	356b	6	2010-01-09	2010-02-16	vagrant	vagrant	341b							1474		species	
1470	(S) $^sorsr^$,serswr+	2	spread abroad, display	356b	6	2010-01-09	2010-02-16	vagrant	vagrant	361a										
1471	(S,B) srit (F) slit (S) srat=,srit=	2	{intr:} glean /$gk: [[sunagein, sullegein, kalamasqai, epifullizein]]$/	356b	6	2010-01-09	2010-02-16	vagrant	vagrant	398a					162; 1031; 883; 321; 841					
1472	(S,B) sort (S,Sa,Sf,A,F) sart (F) saret (A) srt-	22	wool (of sheep, goat &c) /$gk: [[erion, aigia, koura]]$/	356b	6	2010-01-09	2010-02-16	vagrant	vagrant	390a					2759; 399 #drv1619; 2137 #drv3375				anatomy, clothes	
1473	(B) sourot,sourwt	1	myrobalan	356b	6	2010-01-09	2010-02-16	vagrant	vagrant										species	
1474	(B) serfwt	4	(insect /*?*/ depositing worm /*maggot*/ in sheep)	356b	6	2010-01-09	2010-02-16	vagrant	vagrant	361a							1469		species	
1475	(S) sraF,sereb	1	wound, sore	357a	6	2010-01-10	2010-02-16	vagrant	vagrant	397b,360b									anatomy	
1476	(S) sarFe,sareF	3		357a	6	2010-01-10	2010-02-16	vagrant	vagrant	341b									tool	
1477	(S) sroFreF,sroFrF,srobreF,sroFrb (A) sraFreF (S) sreFrwF=,srbrwb=	2	{intr:} fall, wither /$gk: [[piptein, aporreein]]$/ | {tr:} make to fall, dissipate	357b	6	2010-01-10	2010-02-16	vagrant	vagrant	398a-398b					972; 394; 1870					
1478	(S,B) sraH	3	example /$gk: [[paradeigma, oflhsis]]$/	358a	6	2010-01-10	2010-02-16	vagrant	vagrant	397b					1952				concept	
1479	(S) sarGatse	4	flatus ventris	358a	6	2010-01-10	2010-02-16	vagrant	vagrant	341b					2625; 2385				biology, anatomy	
1480	(S) saraGwouS,saraGwS,sarapGwS,salaGwwS,GalapGwS (B) saraJwF,KaraGwouts (F) GanGwS	1	hare /$gk: [[xoirogrullion]]$/	358a	6	2010-01-10	2010-02-16	vagrant	vagrant	341b					716 #drv1449				species	
1481	(S) siws	3	(epithet of) day, (meaning /*?*/)	358a	6	2010-01-10	2010-02-16	vagrant	vagrant											
1482	(S,B,F) sws (B) swsi,sosi (S) sos= (F) sas= (S) shs+	2	{intr:} be thrown down, upset /$gk: [[piptein, kataballein, katastrefein]]$/ | {tr:} overthrow /$gk: [[kaqairein, kataskaptein]]$/	358a	6	2010-01-10	2010-02-16	vagrant	vagrant	416b					1173; 1779; 277					
1483	(S,B) sat (A,sA,B) set (S,Sf,B) sht	1	tail /$gk: [[oura, ouragia, kerkos]]$/	358b	6	2010-01-10	2010-02-16	vagrant	vagrant	342a,361a,364b					1424; 1858; 305		1489		anatomy	
1484	(S) saase,sase	3	tow /$gk: [[stiptuon]]$/	358b	6	2010-01-10	2010-02-16	vagrant	vagrant	342a					2659				species	
1485	(B) sesboH	4	place of atonement /$gk: [[ilasthrion]]$/ | (as verb intr), make atonement | (as noun m), atonement	358b	6	2010-01-10	2010-02-16	vagrant	vagrant	361a										
1486	(B) sasel	2	{qual /*?*/:} demented	358b	6	2010-01-10	2010-02-16	vagrant	vagrant	342a					926; 1972; 2088					
1487	(S) sht,sote (B) saT	2	{qual:} spun /$gk: [[keklwsmenos, nenhsmenos]]$/	359a	6	2010-01-10	2012-04-11	vagrant	vagrant	350b					694		1492; 91			
1488	(S,O) sit (S) site (B) siT	1	basilisk /$gk: [[basiliskos]]$/	359a	6	2010-01-10	2010-02-16	vagrant	vagrant	369b					312; 2706; 2086; 2702		91		species	
1489	(S) sot,soot (S,B) sat (S) *saate	1	dung, excrement /$gk: [[kopros]]$/	359a	6	2010-01-10	2010-02-16	vagrant	vagrant	342a					934; 2242; 2165; 1160; 1037 #drv4113		1483		anatomy	
1490	(S,A) swt (S) sot=,soot=,saat=,swt=	2	{intr:} return, repeat, (in neg clause =) not ... again /$gk: [[mhketi, ouk eti]]$/ | {tr /*refl*/:} /$gk: [[anastrefein, ouketi, palin]]$/	360a	6	2010-01-10	2012-03-09	vagrant	vagrant	417a					384					
1491	(S) swt	3	(a measure of land)	360a	6	2010-01-10	2010-02-16	vagrant	vagrant	417a									unit	
1492	(S,A) sate (S) saate,sote (A,sA,O) sete (A) seete (B,F) saT (O) sati	4	fire /$gk: [[pur]]$/	360a	6	2010-01-10	2010-02-16	vagrant	vagrant	350b					843; 262; 1545		1487; 91; 1493; 1495		physics	
1493	(S) sate	2	fan	360a	6	2010-01-10	2010-02-16	vagrant	vagrant	342b							1492; 91; 1495			
1494	(S) seth,sith (S,B) snte (A) seT	4	(nn prop f, a condition of the fig), ? early fig	360b	6	2010-01-10	2010-02-16	vagrant	vagrant						726; 613				doubtful	
1495	(S) sote,sate	3	(a measure /*?*/)	362a	6	2010-01-10	2010-02-16	vagrant	vagrant								1492; 91; 1493		unit	
