key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
6577	1582	6575	^^^ n-	0				407b	5	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6577.html	<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	c ⲛ-	c ⲛ-	ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=407b	407	b	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	1
2228	1582	0	^^	1	circumference /$gk: [[kuklwma, perioxh]]$/	circumference /$gk: [[kuklwma, perioxh]]$/	kuklwma, perioxh	407b	6	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2228.html	―	―	―	―	― (ⲡ)	noun male	κυκλωμα, περιοχη	circumference [κυκλωμα, περιοχη]	circumference [κυκλωμα, περιοχη]	circumference	"circumference <span style=""opacity:0.7"">[κυκλωμα, περιοχη]</span>"	"circumference <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CF%85%CE%BA%CE%BB%CF%89%CE%BC%CE%B1"">κυκλωμα</a>, <a href=""https://logeion.uchicago.edu/%CF%80%CE%B5%CF%81%CE%B9%CE%BF%CF%87%CE%B7"">περιοχη</a>]</span>"	circumference	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=407b	407	b	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	0
2229	1583	0	(F) talathl	0	(same)	(same)		408a	1	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2229.html	(F) ⲧⲁⲗⲁⲧⲏⲗ	(F) ⲧⲁⲗⲁⲧⲏⲗ	(F) ⲧⲁⲗⲁⲧⲏⲗ	(F) ⲧⲁⲗⲁⲧⲏⲗ	(F) ⲧⲁⲗⲁⲧⲏⲗ	-		<i>same</i>	same	<i>same</i>	<i>same</i>	<i>same</i>	same	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=408a	408	a													ⲧⲁⲗⲁⲧⲏⲗ	ⲧⲁⲗⲁⲧⲏⲗ							0
6578	1586	0		99	intr :	intr :		410a	1	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6578.html						HEADER		intr :	intr :	intr :	intr :	intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410a	410	a																					0
6579	1586	6578	^^^ epesht	0				410a	2	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6579.html	<i><b>c</b></i> ⲉⲡⲉⲥⲏⲧ	<i><b>c</b></i> ⲉⲡⲉⲥⲏⲧ	c ⲉⲡⲉⲥⲏⲧ	c ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410a	410	a	ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ	1
6580	1586	6578	^^^ eJen-	0				410a	3	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6580.html	<i><b>c</b></i> ⲉϫⲉⲛ-	<i><b>c</b></i> ⲉϫⲉⲛ-	c ⲉϫⲉⲛ-	c ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410a	410	a	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	1
6581	1586	6578	^^^ HiJen-	0				410a	4	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6581.html	<i><b>c</b></i> ϩⲓϫⲉⲛ-	<i><b>c</b></i> ϩⲓϫⲉⲛ-	c ϩⲓϫⲉⲛ-	c ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410a	410	a	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	1
6582	1587	0		99	intr :	intr :		410a	1	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6582.html						HEADER		intr :	intr :	intr :	intr :	intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410a	410	a																					0
6583	1587	6582	^^^ nsa-	0	(emphatic)	(emphatic)		410a	2	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6583.html	<i><b>c</b></i> ⲛⲥⲁ-	<i><b>c</b></i> ⲛⲥⲁ-	c ⲛⲥⲁ-	c ⲛⲥⲁ-	ⲛⲥⲁ- (c)	-		<i>emphatic</i>	emphatic	<i>emphatic</i>	<i>emphatic</i>	<i>emphatic</i>	emphatic	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410a	410	a	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	1
6584	1587	6582	^^^ ebol	0				410a	3	2010-07-23	2010-07-23	vagrant	vagrant	https://pishoyg.github.io/crum/6584.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410a	410	a	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	1
6594	1589	0		99	intr :	intr :		411a	1	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6594.html						HEADER		intr :	intr :	intr :	intr :	intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=411a	411	a																					0
6595	1589	6594	^^^ e-	0	in	in		411a	2	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6595.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	-		in	in	in	in	in	in	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=411a	411	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
6596	1589	6594	^^^ Hn-,^^^ Ken-	0				411a	3	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6596.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	c ϩⲛ-, c ϧⲉⲛ-	c ϩⲛ-, c ϧⲉⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=411a	411	a	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	1
6610	1594	0	(S,A,sA,B,F) ^^ e-	0	(of thing told, shown /*mostly gk acc*/)	(of thing told, shown /*mostly gk acc*/)		414a	1	2010-07-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/6610.html	(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	-		<i>of thing told, shown (mostly gk acc)</i>	of thing told, shown (mostly gk acc)	<i>of thing told, shown (mostly gk acc)</i>	<i>of thing told, shown (mostly gk acc)</i>	<i>of thing told, shown (mostly gk acc)</i>	of thing told, shown (mostly gk acc)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=414a	414	a	― ⲉ-	― ⲉ-					― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-							0
6611	1594	0	(S,sA,B) ^^ etbe-	0	tell about, of	tell about, of		414a	2	2010-07-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/6611.html	(S, sA, B) ― ⲉⲧⲃⲉ-	(S, sA, B) ― ⲉⲧⲃⲉ-	(S, sA, B) ― ⲉⲧⲃⲉ-	(S, sA, B) ― ⲉⲧⲃⲉ-	(S, sA, B) ― ⲉⲧⲃⲉ-	-		tell about, of	tell about, of	tell about, of	tell about, of	tell about, of	tell about, of	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=414a	414	a	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-							― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-									0
2251	1594	0	(B) ^^	0	thing told	thing told		414a	3	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2251.html	(B) ―	(B) ―	(B) ―	(B) ―	(B) ―	-		thing told	thing told	thing told	thing told	thing told	thing told	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=414a	414	a											―	―									0
2252	1594	0	reFt.	0	teller	teller		414a	4	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2252.html	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	-		teller	teller	teller	teller	teller	teller	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=414a	414	a	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	0
6612	1595	0		99	With following preposition:	With following preposition:		415a	1	2010-07-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/6612.html						HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=415a	415	a																					0
6613	1595	6612	^^ e-	0	join, cleave to |$ {intr:} |$ {qual:} be fitting |$ {tr:} (B)	join, cleave to |$ {intr:} |$ {qual:} be fitting |$ {tr:} (B)		415a	2	2010-07-25	2010-07-25	vagrant	vagrant	https://pishoyg.github.io/crum/6613.html	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	-		"join, cleave to
― <b>intr:</b>
― <b>qual:</b> be fitting
― <b>tr:</b> <i>B</i>"	"join, cleave to
― intr:
― qual: be fitting
― tr: B"	"join, cleave to
― <b>intr:</b>
― <b>qual:</b> be fitting
― <b>tr:</b> <i>B</i>"	"join, cleave to
― <b>intr:</b>
― <b>qual:</b> be fitting
― <b>tr:</b> <i>B</i>"	"join, cleave to
― <b>intr:</b>
― <b>qual:</b> be fitting
― <b>tr:</b> <i>B</i>"	"join, cleave to
― intr:
― qual: be fitting
― tr: B"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=415a	415	a	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	1
4854	1595	6612	(S) ^^ n- *^dat^*	0	be fit for	be fit for		415a	3	2010-04-16	2010-07-25	vagrant	vagrant	https://pishoyg.github.io/crum/4854.html	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	(S) ― ⲛ- {dat}	-		be fit for	be fit for	be fit for	be fit for	be fit for	be fit for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=415a	415	a	― ⲛ- {dat}	― ⲛ- {dat}																			1
4855	1595	6612	(B) ^^ nem-	0	join with	join with		415a	4	2010-04-16	2010-07-25	vagrant	vagrant	https://pishoyg.github.io/crum/4855.html	(B) ― ⲛⲉⲙ-	(B) ― ⲛⲉⲙ-	(B) ― ⲛⲉⲙ-	(B) ― ⲛⲉⲙ-	(B) ― ⲛⲉⲙ-	-		join with	join with	join with	join with	join with	join with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=415a	415	a											― ⲛⲉⲙ-	― ⲛⲉⲙ-									1
4856	1595	6612	(A) ^^ HiJn-	0	join to, be fixed upon	join to, be fixed upon		415a	5	2010-04-16	2010-07-25	vagrant	vagrant	https://pishoyg.github.io/crum/4856.html	(A) ― ϩⲓϫⲛ-	(A) ― ϩⲓϫⲛ-	(A) ― ϩⲓϫⲛ-	(A) ― ϩⲓϫⲛ-	(A) ― ϩⲓϫⲛ-	-		join to, be fixed upon	join to, be fixed upon	join to, be fixed upon	join to, be fixed upon	join to, be fixed upon	join to, be fixed upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=415a	415	a							― ϩⲓϫⲛ-	― ϩⲓϫⲛ-													1
2254	1595	0	(B) ^^	1	joint, joining /$gk: [[sumbolh]]$/	joint, joining /$gk: [[sumbolh]]$/	sumbolh	415a	6	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2254.html	(B) ―	(B) ―	(B) ―	(B) ―	(B) ― (ⲡ)	noun male	συμβολη	joint, joining [συμβολη]	joint, joining [συμβολη]	joint, joining	"joint, joining <span style=""opacity:0.7"">[συμβολη]</span>"	"joint, joining <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CF%85%CE%BC%CE%B2%CE%BF%CE%BB%CE%B7"">συμβολη</a>]</span>"	joint, joining	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=415a	415	a											― (ⲡ)	―									0
2255	1595	0	(B) rat.	0	joint	joint		415a	7	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2255.html	(B) ⲣⲁⲧ.	(B) ⲣⲁⲧ.	(B) ⲣⲁⲧ.	(B) ⲣⲁⲧ.	(B) ⲣⲁⲧ.	-		joint	joint	joint	joint	joint	joint	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=415a	415	a											ⲣⲁⲧ.	ⲣⲁⲧ.									0
2256	1595	0	(B) Jint.	0	joining	joining		415a	8	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2256.html	(B) ϫⲓⲛⲧ.	(B) ϫⲓⲛⲧ.	(B) ϫⲓⲛⲧ.	(B) ϫⲓⲛⲧ.	(B) ϫⲓⲛⲧ.	-		joining	joining	joining	joining	joining	joining	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=415a	415	a											ϫⲓⲛⲧ.	ϫⲓⲛⲧ.									0
