key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
3431	2196	0	atH.	0	unsalted	unsalted		676b	4	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3431.html	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	-		unsalted	unsalted	unsalted	unsalted	unsalted	unsalted	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=676b	676	b	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	0
3432	2196	0	(S) ma neH.	0	place, where salt extracted /*?*/	place, where salt extracted /*?*/		677a	5	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3432.html	(S) ⲙⲁ ⲛⲉϩ.	(S) ⲙⲁ ⲛⲉϩ.	(S) ⲙⲁ ⲛⲉϩ.	(S) ⲙⲁ ⲛⲉϩ.	(S) ⲙⲁ ⲛⲉϩ.	-		place, where salt extracted (?)	place, where salt extracted (?)	place, where salt extracted (?)	place, where salt extracted (?)	place, where salt extracted (?)	place, where salt extracted (?)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=677a	677	a	ⲙⲁ ⲛⲉϩ.	ⲙⲁ ⲛⲉϩ.																			0
3433	2196	0	(S) sa nH.	0	salt-dealer	salt-dealer		677a	6	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3433.html	(S) ⲥⲁ ⲛϩ.	(S) ⲥⲁ ⲛϩ.	(S) ⲥⲁ ⲛϩ.	(S) ⲥⲁ ⲛϩ.	(S) ⲥⲁ ⲛϩ.	-		salt-dealer	salt-dealer	salt-dealer	salt-dealer	salt-dealer	salt-dealer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=677a	677	a	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.																			0
3434	2196	0	(B) Haami	0	([ma n-]), salt land /$gk: [[almuris]]$/	([ma n-]), salt land /$gk: [[almuris]]$/	almuris	677a	7	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3434.html	(B) ϩⲁⲁⲙⲓ	(B) ϩⲁⲁⲙⲓ	(B) ϩⲁⲁⲙⲓ	(B) ϩⲁⲁⲙⲓ	(B) ϩⲁⲁⲙⲓ	-	αλμυρισ	<i>ⲙⲁ ⲛ-</i>, salt land [αλμυρισ]	ⲙⲁ ⲛ-, salt land [αλμυρισ]	<i>ⲙⲁ ⲛ-</i>, salt land	"<i>ⲙⲁ ⲛ-</i>, salt land <span style=""opacity:0.7"">[αλμυρισ]</span>"	"<i>ⲙⲁ ⲛ-</i>, salt land <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BB%CE%BC%CF%85%CF%81%CE%B9%CF%83"">αλμυρισ</a>]</span>"	ⲙⲁ ⲛ-, salt land	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=677a	677	a											ϩⲁⲁⲙⲓ	ϩⲁⲁⲙⲓ									0
8989	2197	0	(S) ^^^ e-	0				677b	1	2014-05-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8989.html	(S) <i><b>c</b></i> ⲉ-	(S) <i><b>c</b></i> ⲉ-	(S) c ⲉ-	(S) c ⲉ-	(S) ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=677b	677	b	ⲉ- (c)	ⲉ-																			0
8990	2197	0	(B) ^^^ eJen-	0				677b	2	2014-05-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8990.html	(B) <i><b>c</b></i> ⲉϫⲉⲛ-	(B) <i><b>c</b></i> ⲉϫⲉⲛ-	(B) c ⲉϫⲉⲛ-	(B) c ⲉϫⲉⲛ-	(B) ⲉϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=677b	677	b											ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-									0
3440	2197	0	(S,A) ^^	1	guidance /$gk: [[kubernhsis]]$/	guidance /$gk: [[kubernhsis]]$/	kubernhsis	677b	3	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3440.html	(S, A) ―	(S, A) ―	(S, A) ―	(S, A) ―	(S, A) ― (ⲡ)	noun male	κυβερνησισ	guidance [κυβερνησισ]	guidance [κυβερνησισ]	guidance	"guidance <span style=""opacity:0.7"">[κυβερνησισ]</span>"	"guidance <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CF%85%CE%B2%CE%B5%CF%81%CE%BD%CE%B7%CF%83%CE%B9%CF%83"">κυβερνησισ</a>]</span>"	guidance	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=677b	677	b	― (ⲡ)	―					― (ⲡ)	―													0
3441	2197	0	(S) atr H.	0	unguided	unguided		678a	4	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3441.html	(S) ⲁⲧⲣ ϩ.	(S) ⲁⲧⲣ ϩ.	(S) ⲁⲧⲣ ϩ.	(S) ⲁⲧⲣ ϩ.	(S) ⲁⲧⲣ ϩ.	-		unguided	unguided	unguided	unguided	unguided	unguided	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=678a	678	a	ⲁⲧⲣ ϩ.	ⲁⲧⲣ ϩ.																			0
3442	2197	0	(B) ma ner H.	0	guidance /*?*/	guidance /*?*/		678a	5	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3442.html	(B) ⲙⲁ ⲛⲉⲣ ϩ.	(B) ⲙⲁ ⲛⲉⲣ ϩ.	(B) ⲙⲁ ⲛⲉⲣ ϩ.	(B) ⲙⲁ ⲛⲉⲣ ϩ.	(B) ⲙⲁ ⲛⲉⲣ ϩ.	-		guidance (?)	guidance (?)	guidance (?)	guidance (?)	guidance (?)	guidance (?)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=678a	678	a											ⲙⲁ ⲛⲉⲣ ϩ.	ⲙⲁ ⲛⲉⲣ ϩ.									0
3443	2197	0	(S,sA,B) reFr H.	0	pilot, guide /$gk: [[kubernhths]]$/	pilot, guide /$gk: [[kubernhths]]$/	kubernhths	678a	6	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3443.html	(S, sA, B) ⲣⲉϥⲣ ϩ.	(S, sA, B) ⲣⲉϥⲣ ϩ.	(S, sA, B) ⲣⲉϥⲣ ϩ.	(S, sA, B) ⲣⲉϥⲣ ϩ.	(S, sA, B) ⲣⲉϥⲣ ϩ.	-	κυβερνητησ	pilot, guide [κυβερνητησ]	pilot, guide [κυβερνητησ]	pilot, guide	"pilot, guide <span style=""opacity:0.7"">[κυβερνητησ]</span>"	"pilot, guide <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CF%85%CE%B2%CE%B5%CF%81%CE%BD%CE%B7%CF%84%CE%B7%CF%83"">κυβερνητησ</a>]</span>"	pilot, guide	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=678a	678	a	ⲣⲉϥⲣ ϩ.	ⲣⲉϥⲣ ϩ.							ⲣⲉϥⲣ ϩ.	ⲣⲉϥⲣ ϩ.	ⲣⲉϥⲣ ϩ.	ⲣⲉϥⲣ ϩ.									0
3444	2197	0	(S) Giner H.	0				678a	7	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3444.html	(S) ϭⲓⲛⲉⲣ ϩ.	(S) ϭⲓⲛⲉⲣ ϩ.	(S) ϭⲓⲛⲉⲣ ϩ.	(S) ϭⲓⲛⲉⲣ ϩ.	(S) ϭⲓⲛⲉⲣ ϩ.	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=678a	678	a	ϭⲓⲛⲉⲣ ϩ.	ϭⲓⲛⲉⲣ ϩ.																			0
3452	2199	0	(S,F) r H.	0	embrace	embrace		679a	1	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3452.html	(S, F) ⲣ ϩ.	(S, F) ⲣ ϩ.	(S, F) ⲣ ϩ.	(S, F) ⲣ ϩ.	(S, F) ⲣ ϩ.	-		embrace	embrace	embrace	embrace	embrace	embrace	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=679a	679	a	ⲣ ϩ.	ⲣ ϩ.											ⲣ ϩ.	ⲣ ϩ.							0
3466	2201	0	^^	1	roaring, neighing /$gk: [[oruwma, xremetismos, kraugh]]$/	roaring, neighing /$gk: [[oruwma, xremetismos, kraugh]]$/	oruwma, xremetismos, kraugh	682b	1	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3466.html	―	―	―	―	― (ⲡ)	noun male	ορυωμα, χρεμετισμοσ, κραυγη	roaring, neighing [ορυωμα, χρεμετισμοσ, κραυγη]	roaring, neighing [ορυωμα, χρεμετισμοσ, κραυγη]	roaring, neighing	"roaring, neighing <span style=""opacity:0.7"">[ορυωμα, χρεμετισμοσ, κραυγη]</span>"	"roaring, neighing <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BF%CF%81%CF%85%CF%89%CE%BC%CE%B1"">ορυωμα</a>, <a href=""https://logeion.uchicago.edu/%CF%87%CF%81%CE%B5%CE%BC%CE%B5%CF%84%CE%B9%CF%83%CE%BC%CE%BF%CF%83"">χρεμετισμοσ</a>, <a href=""https://logeion.uchicago.edu/%CE%BA%CF%81%CE%B1%CF%85%CE%B3%CE%B7"">κραυγη</a>]</span>"	roaring, neighing	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=682b	682	b	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	0
3467	2201	0	r H.	0	roar	roar		682b	2	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3467.html	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	-		roar	roar	roar	roar	roar	roar	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=682b	682	b	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	0
3468	2202	0	(S,A,sA,F) HmJ (S,B,F) HemJ (S,F) HhmJ	1	vinegar /$gk: [[ojos]]$/	vinegar /$gk: [[ojos]]$/	ojos	682b	1	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3468.html	"(S, A, sA, F) ϩⲙϫ
(S, B, F) ϩⲉⲙϫ
(S, F) ϩⲏⲙϫ"	"(S, A, sA, F) ϩⲙϫ
(S, B, F) ϩⲉⲙϫ
(S, F) ϩⲏⲙϫ"	"(S, A, sA, F) ϩⲙϫ
(S, B, F) ϩⲉⲙϫ
(S, F) ϩⲏⲙϫ"	"(S, A, sA, F) ϩⲙϫ
(S, B, F) ϩⲉⲙϫ
(S, F) ϩⲏⲙϫ"	"(S, A, sA, F) ϩⲙϫ (ⲡ)
(S, B, F) ϩⲉⲙϫ (ⲡ)
(S, F) ϩⲏⲙϫ (ⲡ)"	noun male	οξοσ	vinegar [οξοσ]	vinegar [οξοσ]	vinegar	"vinegar <span style=""opacity:0.7"">[οξοσ]</span>"	"vinegar <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BF%CE%BE%CE%BF%CF%83"">οξοσ</a>]</span>"	vinegar	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=682b	682	b	"ϩⲙϫ (ⲡ)
ϩⲉⲙϫ (ⲡ)
ϩⲏⲙϫ (ⲡ)"	ϩⲙϫ					ϩⲙϫ (ⲡ)	ϩⲙϫ	ϩⲙϫ (ⲡ)	ϩⲙϫ	ϩⲉⲙϫ (ⲡ)	ϩⲉⲙϫ	"ϩⲙϫ (ⲡ)
ϩⲉⲙϫ (ⲡ)
ϩⲏⲙϫ (ⲡ)"	ϩⲙϫ							0
3469	2202	0	(S) r H.	0	become, be sour	become, be sour		683a	2	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3469.html	(S) ⲣ ϩ.	(S) ⲣ ϩ.	(S) ⲣ ϩ.	(S) ⲣ ϩ.	(S) ⲣ ϩ.	-		become, be sour	become, be sour	become, be sour	become, be sour	become, be sour	become, be sour	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=683a	683	a	ⲣ ϩ.	ⲣ ϩ.																			0
3470	2202	0	(S) T epH.	0	be somewhat sour	be somewhat sour		683a	3	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3470.html	(S) ϯ ⲉⲡϩ.	(S) ϯ ⲉⲡϩ.	(S) ϯ ⲉⲡϩ.	(S) ϯ ⲉⲡϩ.	(S) ϯ ⲉⲡϩ.	-		be somewhat sour	be somewhat sour	be somewhat sour	be somewhat sour	be somewhat sour	be somewhat sour	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=683a	683	a	ϯ ⲉⲡϩ.	ϯ ⲉⲡϩ.																			0
3471	2202	0	(S) Ji H.	0	use vinegar (as cure)	use vinegar (as cure)		683a	4	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3471.html	(S) ϫⲓ ϩ.	(S) ϫⲓ ϩ.	(S) ϫⲓ ϩ.	(S) ϫⲓ ϩ.	(S) ϫⲓ ϩ.	-		use vinegar <i>as cure</i>	use vinegar as cure	use vinegar <i>as cure</i>	use vinegar <i>as cure</i>	use vinegar <i>as cure</i>	use vinegar as cure	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=683a	683	a	ϫⲓ ϩ.	ϫⲓ ϩ.																			0
3479	2206	0	(S) reFm nH. eHoun	0	diviner (by aid of cup) /$gk: [[eggastrimuqos]]$/	diviner (by aid of cup) /$gk: [[eggastrimuqos]]$/	eggastrimuqos	685b	1	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3479.html	(S) ⲣⲉϥⲙ ⲛϩ. ⲉϩⲟⲩⲛ	(S) ⲣⲉϥⲙ ⲛϩ. ⲉϩⲟⲩⲛ	(S) ⲣⲉϥⲙ ⲛϩ. ⲉϩⲟⲩⲛ	(S) ⲣⲉϥⲙ ⲛϩ. ⲉϩⲟⲩⲛ	(S) ⲣⲉϥⲙ ⲛϩ. ⲉϩⲟⲩⲛ	-	εγγαστριμυθοσ	diviner <i>by aid of cup</i> [εγγαστριμυθοσ]	diviner by aid of cup [εγγαστριμυθοσ]	diviner <i>by aid of cup</i>	"diviner <i>by aid of cup</i> <span style=""opacity:0.7"">[εγγαστριμυθοσ]</span>"	"diviner <i>by aid of cup</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%B3%CE%B3%CE%B1%CF%83%CF%84%CF%81%CE%B9%CE%BC%CF%85%CE%B8%CE%BF%CF%83"">εγγαστριμυθοσ</a>]</span>"	diviner by aid of cup	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=685b	685	b	ⲣⲉϥⲙ ⲛϩ. ⲉϩⲟⲩⲛ	ⲣⲉϥⲙ ⲛϩ. ⲉϩⲟⲩⲛ																			0
3480	2206	0	(B) SenH.	0	divination, (lit) inquiring of cup /$gk: [[manteia]]$/	divination, (lit) inquiring of cup /$gk: [[manteia]]$/	manteia	685b	2	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3480.html	(B) ϣⲉⲛϩ.	(B) ϣⲉⲛϩ.	(B) ϣⲉⲛϩ.	(B) ϣⲉⲛϩ.	(B) ϣⲉⲛϩ.	-	μαντεια	divination, <i>lit</i> inquiring of cup [μαντεια]	divination, lit inquiring of cup [μαντεια]	divination, <i>lit</i> inquiring of cup	"divination, <i>lit</i> inquiring of cup <span style=""opacity:0.7"">[μαντεια]</span>"	"divination, <i>lit</i> inquiring of cup <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BC%CE%B1%CE%BD%CF%84%CE%B5%CE%B9%CE%B1"">μαντεια</a>]</span>"	divination, lit inquiring of cup	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=685b	685	b											ϣⲉⲛϩ.	ϣⲉⲛϩ.									0
3481	2206	3480	reFS.	0	diviner	diviner		685b	3	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3481.html	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	-		diviner	diviner	diviner	diviner	diviner	diviner	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=685b	685	b	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	ⲣⲉϥϣ.	1
3482	2206	3480	er S.	0	be diviner	be diviner		685b	4	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3482.html	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	-		be diviner	be diviner	be diviner	be diviner	be diviner	be diviner	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=685b	685	b	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	1
5259	2207	0		99	With following preposition:	With following preposition:		687b	1	2010-05-08	2010-06-23	vagrant	vagrant	https://pishoyg.github.io/crum/5259.html						HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=687b	687	b																					0
