key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
8871	37	5265	(B) ^^^ sabol n-	0				695b	8	2011-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/8871.html	(B) <i><b>c</b></i> ⲥⲁⲃⲟⲗ ⲛ-	(B) <i><b>c</b></i> ⲥⲁⲃⲟⲗ ⲛ-	(B) c ⲥⲁⲃⲟⲗ ⲛ-	(B) c ⲥⲁⲃⲟⲗ ⲛ-	(B) ⲥⲁⲃⲟⲗ ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=695b	695	b											ⲥⲁⲃⲟⲗ ⲛ- (c)	ⲥⲁⲃⲟⲗ ⲛ-									1
8872	37	5265	(F) ^^^ Habal n-	0				695b	9	2011-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/8872.html	(F) <i><b>c</b></i> ϩⲁⲃⲁⲗ ⲛ-	(F) <i><b>c</b></i> ϩⲁⲃⲁⲗ ⲛ-	(F) c ϩⲁⲃⲁⲗ ⲛ-	(F) c ϩⲁⲃⲁⲗ ⲛ-	(F) ϩⲁⲃⲁⲗ ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=695b	695	b													ϩⲁⲃⲁⲗ ⲛ- (c)	ϩⲁⲃⲁⲗ ⲛ-							1
8873	37	5265	(B) ^^^ saKoun n-	0				695b	10	2011-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/8873.html	(B) <i><b>c</b></i> ⲥⲁϧⲟⲩⲛ ⲛ-	(B) <i><b>c</b></i> ⲥⲁϧⲟⲩⲛ ⲛ-	(B) c ⲥⲁϧⲟⲩⲛ ⲛ-	(B) c ⲥⲁϧⲟⲩⲛ ⲛ-	(B) ⲥⲁϧⲟⲩⲛ ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=695b	695	b											ⲥⲁϧⲟⲩⲛ ⲛ- (c)	ⲥⲁϧⲟⲩⲛ ⲛ-									1
8874	37	5265	(sA) ^^^ HiHoun n-	0				695b	11	2011-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/8874.html	(sA) <i><b>c</b></i> ϩⲓϩⲟⲩⲛ ⲛ-	(sA) <i><b>c</b></i> ϩⲓϩⲟⲩⲛ ⲛ-	(sA) c ϩⲓϩⲟⲩⲛ ⲛ-	(sA) c ϩⲓϩⲟⲩⲛ ⲛ-	(sA) ϩⲓϩⲟⲩⲛ ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=695b	695	b									ϩⲓϩⲟⲩⲛ ⲛ- (c)	ϩⲓϩⲟⲩⲛ ⲛ-											1
8875	37	5265	(B) ^^^ KatHn n-	0				695b	12	2011-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/8875.html	(B) <i><b>c</b></i> ϧⲁⲧϩⲛ ⲛ-	(B) <i><b>c</b></i> ϧⲁⲧϩⲛ ⲛ-	(B) c ϧⲁⲧϩⲛ ⲛ-	(B) c ϧⲁⲧϩⲛ ⲛ-	(B) ϧⲁⲧϩⲛ ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=695b	695	b											ϧⲁⲧϩⲛ ⲛ- (c)	ϧⲁⲧϩⲛ ⲛ-									1
5269	37	5265	^^ Ha-,^^ Qa-	0				695b	13	2010-05-08	2010-05-08	vagrant	vagrant	https://pishoyg.github.io/crum/5269.html	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-, ― ⳉⲁ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=695b	695	b	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-	― ϩⲁ-, ― ⳉⲁ-	― ϩⲁ-	1
8876	37	5265	(B) ^^^ ebol Ha-	0				695b	14	2011-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/8876.html	(B) <i><b>c</b></i> ⲉⲃⲟⲗ ϩⲁ-	(B) <i><b>c</b></i> ⲉⲃⲟⲗ ϩⲁ-	(B) c ⲉⲃⲟⲗ ϩⲁ-	(B) c ⲉⲃⲟⲗ ϩⲁ-	(B) ⲉⲃⲟⲗ ϩⲁ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=695b	695	b											ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ-									1
5270	37	5265	^^ Hi-	0				695b	15	2010-05-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/5270.html	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=695b	695	b	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	― ϩⲓ-	1
5271	37	5265	^^ Hn-,^^ Ken-	0				695b	16	2010-05-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/5271.html	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=695b	695	b	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-	1
5272	37	5265	^^ Hatn-,^^ QaHtn-,^^ Katen-	0				696a	17	2010-05-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/5272.html	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=696a	696	a	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-	― ϩⲁⲧⲛ-, ― ⳉⲁϩⲧⲛ-, ― ϧⲁⲧⲉⲛ-	― ϩⲁⲧⲛ-	1
3520	37	0	^^	1				696a	18	2010-03-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/3520.html	―	―	―	―	― (ⲡ)	noun male								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=696a	696	a	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	0
3521	37	3520	(S,B) HnouH.	0	in hiding, secretly /$gk: [[en krufh, kekrummenws]]$/	in hiding, secretly /$gk: [[en krufh, kekrummenws]]$/	en krufh, kekrummenws	696a	19	2010-03-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/3521.html	(S, B) ϩⲛⲟⲩϩ.	(S, B) ϩⲛⲟⲩϩ.	(S, B) ϩⲛⲟⲩϩ.	(S, B) ϩⲛⲟⲩϩ.	(S, B) ϩⲛⲟⲩϩ.	-	εν κρυφη, κεκρυμμενωσ	in hiding, secretly [εν κρυφη, κεκρυμμενωσ]	in hiding, secretly [εν κρυφη, κεκρυμμενωσ]	in hiding, secretly	"in hiding, secretly <span style=""opacity:0.7"">[εν κρυφη, κεκρυμμενωσ]</span>"	"in hiding, secretly <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%BD"">εν</a> <a href=""https://logeion.uchicago.edu/%CE%BA%CF%81%CF%85%CF%86%CE%B7"">κρυφη</a>, <a href=""https://logeion.uchicago.edu/%CE%BA%CE%B5%CE%BA%CF%81%CF%85%CE%BC%CE%BC%CE%B5%CE%BD%CF%89%CF%83"">κεκρυμμενωσ</a>]</span>"	in hiding, secretly	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=696a	696	a	ϩⲛⲟⲩϩ.	ϩⲛⲟⲩϩ.									ϩⲛⲟⲩϩ.	ϩⲛⲟⲩϩ.									1
3522	37	0	(S,A) nH.	0	(as last)	(as last)		696a	20	2010-03-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/3522.html	(S, A) ⲛϩ.	(S, A) ⲛϩ.	(S, A) ⲛϩ.	(S, A) ⲛϩ.	(S, A) ⲛϩ.	-		<i>as last</i>	as last	<i>as last</i>	<i>as last</i>	<i>as last</i>	as last	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=696a	696	a	ⲛϩ.	ⲛϩ.					ⲛϩ.	ⲛϩ.													0
3523	37	0	atH.	0	unhidden	unhidden		696a	21	2010-03-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/3523.html	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	-		unhidden	unhidden	unhidden	unhidden	unhidden	unhidden	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=696a	696	a	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	0
3524	37	0	ma nH.	0	place of hiding	place of hiding		696a	22	2010-03-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/3524.html	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	-		place of hiding	place of hiding	place of hiding	place of hiding	place of hiding	place of hiding	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=696a	696	a	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	0
3525	37	0	(B) Hhpi	4	crypt, underground chamber	crypt, underground chamber		696a	23	2010-03-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/3525.html	(B) ϩⲏⲡⲓ	(B) ϩⲏⲡⲓ	(B) ϩⲏⲡⲓ	(B) ϩⲏⲡⲓ	(B) ϩⲏⲡⲓ (ⲧ)	noun female		crypt, underground chamber	crypt, underground chamber	crypt, underground chamber	crypt, underground chamber	crypt, underground chamber	crypt, underground chamber	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=696a	696	a											ϩⲏⲡⲓ (ⲧ)	ϩⲏⲡⲓ									0
7125	38	0		99	With following preposition:	With following preposition:		525b	1	2010-08-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/7125.html						HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=525b	525	b																					0
7126	38	7125	^^^ e-	0	on, by	on, by		525b	2	2010-08-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/7126.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	-		on, by	on, by	on, by	on, by	on, by	on, by	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=525b	525	b	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
7127	38	7125	^^^ n-	0	during (/*of time*/) | (dat)	during (/*of time*/) | (dat)		525b	3	2010-08-08	2010-08-08	vagrant	vagrant	https://pishoyg.github.io/crum/7127.html	<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	c ⲛ-	c ⲛ-	ⲛ- (c)	-		"during <i>(of time)</i>
<i>dat</i>"	"during (of time)
dat"	"during <i>(of time)</i>
<i>dat</i>"	"during <i>(of time)</i>
<i>dat</i>"	"during <i>(of time)</i>
<i>dat</i>"	"during (of time)
dat"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=525b	525	b	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	1
7128	38	7125	^^^ Hn-,^^^ Ken-	0	on, from	on, from		525b	4	2010-08-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/7128.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	c ϩⲛ-, c ϧⲉⲛ-	c ϩⲛ-, c ϧⲉⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	-		on, from	on, from	on, from	on, from	on, from	on, from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=525b	525	b	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	1
2796	38	0	(S,A,sA,B,F,O) ^^	1	life /$gk: [[zwh, bios]]$/	life /$gk: [[zwh, bios]]$/	zwh, bios	525b	5	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2796.html	(S, A, sA, B, F, O) ―	(S, A, sA, B, F, O) ―	(S, A, sA, B, F, O) ―	(S, A, sA, B, F, O) ―	(S, A, sA, B, F, O) ― (ⲡ)	noun male	ζωη, βιοσ	life [ζωη, βιοσ]	life [ζωη, βιοσ]	life	"life <span style=""opacity:0.7"">[ζωη, βιοσ]</span>"	"life <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B6%CF%89%CE%B7"">ζωη</a>, <a href=""https://logeion.uchicago.edu/%CE%B2%CE%B9%CE%BF%CF%83"">βιοσ</a>]</span>"	life	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=525b	525	b	― (ⲡ)	―					― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―			― (ⲡ)	―			0
2797	38	0	(B) ma nw.	0	place of life	place of life		525b	6	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2797.html	(B) ⲙⲁ ⲛⲱ.	(B) ⲙⲁ ⲛⲱ.	(B) ⲙⲁ ⲛⲱ.	(B) ⲙⲁ ⲛⲱ.	(B) ⲙⲁ ⲛⲱ.	-		place of life	place of life	place of life	place of life	place of life	place of life	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=525b	525	b											ⲙⲁ ⲛⲱ.	ⲙⲁ ⲛⲱ.									0
2798	38	0	(S,B,F) Ginw.,Jinw.	0	way, means of life /$gk: [[zwh, embiwsis]]$/	way, means of life /$gk: [[zwh, embiwsis]]$/	zwh, embiwsis	525b	7	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2798.html	(S, B, F) ϭⲓⲛⲱ., ϫⲓⲛⲱ.	(S, B, F) ϭⲓⲛⲱ., ϫⲓⲛⲱ.	(S, B, F) ϭⲓⲛⲱ., ϫⲓⲛⲱ.	(S, B, F) ϭⲓⲛⲱ., ϫⲓⲛⲱ.	(S, B, F) ϭⲓⲛⲱ., ϫⲓⲛⲱ.	-	ζωη, εμβιωσισ	way, means of life [ζωη, εμβιωσισ]	way, means of life [ζωη, εμβιωσισ]	way, means of life	"way, means of life <span style=""opacity:0.7"">[ζωη, εμβιωσισ]</span>"	"way, means of life <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B6%CF%89%CE%B7"">ζωη</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CE%BC%CE%B2%CE%B9%CF%89%CF%83%CE%B9%CF%83"">εμβιωσισ</a>]</span>"	way, means of life	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=525b	525	b	ϭⲓⲛⲱ., ϫⲓⲛⲱ.	ϭⲓⲛⲱ.									ϭⲓⲛⲱ., ϫⲓⲛⲱ.	ϭⲓⲛⲱ.	ϭⲓⲛⲱ., ϫⲓⲛⲱ.	ϭⲓⲛⲱ.							0
2799	38	0	(S,B) refT w.	0	life-giver	life-giver		525b	8	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2799.html	(S, B) ⲣⲉⲫϯ ⲱ.	(S, B) ⲣⲉⲫϯ ⲱ.	(S, B) ⲣⲉⲫϯ ⲱ.	(S, B) ⲣⲉⲫϯ ⲱ.	(S, B) ⲣⲉⲫϯ ⲱ.	-		life-giver	life-giver	life-giver	life-giver	life-giver	life-giver	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=525b	525	b	ⲣⲉⲫϯ ⲱ.	ⲣⲉⲫϯ ⲱ.									ⲣⲉⲫϯ ⲱ.	ⲣⲉⲫϯ ⲱ.									0
2800	38	0	(B) Sfhr nw.	0	who lives with (another) /$gk: [[biwths]]$/	who lives with (another) /$gk: [[biwths]]$/	biwths	525b	9	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2800.html	(B) ϣⲫⲏⲣ ⲛⲱ.	(B) ϣⲫⲏⲣ ⲛⲱ.	(B) ϣⲫⲏⲣ ⲛⲱ.	(B) ϣⲫⲏⲣ ⲛⲱ.	(B) ϣⲫⲏⲣ ⲛⲱ.	-	βιωτησ	who lives with <i>another</i> [βιωτησ]	who lives with another [βιωτησ]	who lives with <i>another</i>	"who lives with <i>another</i> <span style=""opacity:0.7"">[βιωτησ]</span>"	"who lives with <i>another</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B2%CE%B9%CF%89%CF%84%CE%B7%CF%83"">βιωτησ</a>]</span>"	who lives with another	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=525b	525	b											ϣⲫⲏⲣ ⲛⲱ.	ϣⲫⲏⲣ ⲛⲱ.									0
3789	39	0		99	say, speak, tell	say, speak, tell		754a	1	2010-03-28	1900-01-01	vagrant		https://pishoyg.github.io/crum/3789.html						HEADER		say, speak, tell	say, speak, tell	say, speak, tell	say, speak, tell	say, speak, tell	say, speak, tell	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=754a	754	a																					0
5349	39	3789		99	With following preposition:	With following preposition:		754b	2	2010-05-31	2010-05-31	vagrant	vagrant	https://pishoyg.github.io/crum/5349.html						HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=754b	754	b																					1
5350	39	5349	^^ e-	0	to | of, against | (vbal)	to | of, against | (vbal)		754b	3	2010-05-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/5350.html	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	-		"to
of, against
<i>vbal</i>"	"to
of, against
vbal"	"to
of, against
<i>vbal</i>"	"to
of, against
<i>vbal</i>"	"to
of, against
<i>vbal</i>"	"to
of, against
vbal"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=754b	754	b	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	2
5351	39	5349	^^ etbe-	0				755a	4	2010-05-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/5351.html	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755a	755	a	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	2
5352	39	5349	^^ eJn-	0				755a	5	2010-05-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/5352.html	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755a	755	a	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	2
5353	39	5349	^^ n- *^dat^*	0				755a	6	2010-05-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/5353.html	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=755a	755	a	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	― ⲛ- {dat}	2
