key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	inflections-B	depth
5506	175	5505	^^^ n-	0				76a	2	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5506.html	<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	c ⲛ-	c ⲛ-	ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=76a	76	a	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ	1
332	175	0	(S,A,B,F) ^^	1	thirst /$gk: [[dicos]]$/	thirst /$gk: [[dicos]]$/	dicos	76b	3	2010-01-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/332.html	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ― (ⲡ)	noun male	διξοσ	thirst [διξοσ]	thirst [διξοσ]	thirst	"thirst <span style=""opacity:0.7"">[διξοσ]</span>"	"thirst <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B4%CE%B9%CE%BE%CE%BF%CF%83"">διξοσ</a>]</span>"	thirst	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=76b	76	b	― (ⲡ)	―					― (ⲡ)	―			― (ⲡ)	―	― (ⲡ)	―								0
333	175	0	(S,A,B) ma n..ei.	0	 /$gk: [[dicwdhs]]$/	 /$gk: [[dicwdhs]]$/	dicwdhs	76b	4	2010-01-27	2010-01-30	vagrant	vagrant	https://pishoyg.github.io/crum/333.html	(S, A, B) ⲙⲁ ⲛⲉⲓ.	(S, A, B) ⲙⲁ ⲛⲉⲓ.	(S, A, B) ⲙⲁ ⲛⲉⲓ.	(S, A, B) ⲙⲁ ⲛⲉⲓ.	(S, A, B) ⲙⲁ ⲛⲉⲓ.	-	διξωδησ	[διξωδησ]	[διξωδησ]		"<span style=""opacity:0.7"">[διξωδησ]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B4%CE%B9%CE%BE%CF%89%CE%B4%CE%B7%CF%83"">διξωδησ</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=76b	76	b	ⲙⲁ ⲛⲉⲓ.	ⲙⲁ ⲛⲉⲓ.					ⲙⲁ ⲛⲉⲓ.	ⲙⲁ ⲛⲉⲓ.			ⲙⲁ ⲛⲉⲓ.	ⲙⲁ ⲛⲉⲓ.									ⲙⲁ	0
334	175	0	(S) Gin..ei.	4	thirst	thirst		76b	5	2010-01-27	2010-01-30	vagrant	vagrant	https://pishoyg.github.io/crum/334.html	(S) ϭⲓⲛⲉⲓ.	(S) ϭⲓⲛⲉⲓ.	(S) ϭⲓⲛⲉⲓ.	(S) ϭⲓⲛⲉⲓ.	(S) ϭⲓⲛⲉⲓ. (ⲧ)	noun female		thirst	thirst	thirst	thirst	thirst	thirst	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=76b	76	b	ϭⲓⲛⲉⲓ. (ⲧ)	ϭⲓⲛⲉⲓ.																				0
2227	176	0	T t.	0	give, have pain /$gk: [[algein]]$/ | (as nn) /$gk: [[basanismos]]$/	give, have pain /$gk: [[algein]]$/ | (as nn) /$gk: [[basanismos]]$/	algein, basanismos	407b	1	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2227.html	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	-	αλγειν, βασανισμοσ	"give, have pain [αλγειν]
<i>as nn</i> [βασανισμοσ]"	"give, have pain [αλγειν]
as nn [βασανισμοσ]"	"give, have pain 
<i>as nn</i>"	"give, have pain <span style=""opacity:0.7"">[αλγειν]</span>
<i>as nn</i> <span style=""opacity:0.7"">[βασανισμοσ]</span>"	"give, have pain <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BB%CE%B3%CE%B5%CE%B9%CE%BD"">αλγειν</a>]</span>
<i>as nn</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B2%CE%B1%CF%83%CE%B1%CE%BD%CE%B9%CF%83%CE%BC%CE%BF%CF%83"">βασανισμοσ</a>]</span>"	"give, have pain 
as nn"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=407b	407	b	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ	0
177	177	0	(S,A) mntblle (B) metb.	4	blindness	blindness		38a	1	2010-01-24	2010-01-30	vagrant	vagrant	https://pishoyg.github.io/crum/177.html	"(S, A) ⲙⲛⲧⲃⲗⲗⲉ
(B) ⲙⲉⲧⲃ."	"(S, A) ⲙⲛⲧⲃⲗⲗⲉ
(B) ⲙⲉⲧⲃ."	"(S, A) ⲙⲛⲧⲃⲗⲗⲉ
(B) ⲙⲉⲧⲃ."	"(S, A) ⲙⲛⲧⲃⲗⲗⲉ
(B) ⲙⲉⲧⲃ."	"(S, A) ⲙⲛⲧⲃⲗⲗⲉ (ⲧ)
(B) ⲙⲉⲧⲃ. (ⲧ)"	noun female		blindness	blindness	blindness	blindness	blindness	blindness	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=38a	38	a	ⲙⲛⲧⲃⲗⲗⲉ (ⲧ)	ⲙⲛⲧⲃⲗⲗⲉ					ⲙⲛⲧⲃⲗⲗⲉ (ⲧ)	ⲙⲛⲧⲃⲗⲗⲉ			ⲙⲉⲧⲃ. (ⲧ)	ⲙⲉⲧⲃ.									ⲙⲉⲧⲃ,ⲉ̀ⲙⲉⲧⲃ,ⲛ̀ⲙⲉⲧⲃ,ⲙ̀ⲙⲉⲧⲃ,ⲟⲩⲙⲉⲧⲃ,ϩⲁⲛⲙⲉⲧⲃ,ⲧ̀ⲙⲉⲧⲃ,ⲑ̀ⲙⲉⲧⲃ,ⲧⲁⲓⲙⲉⲧⲃ,ⲧⲁⲙⲉⲧⲃ,ⲧⲉⲛⲙⲉⲧⲃ,ⲧⲉⲕⲙⲉⲧⲃ,ⲧⲉⲙⲉⲧⲃ,ⲧⲉⲧⲉⲛⲙⲉⲧⲃ,ⲧⲉϥⲙⲉⲧⲃ,ⲧⲉⲥⲙⲉⲧⲃ,ⲧⲟⲩⲙⲉⲧⲃ,ⲛⲓⲙⲉⲧⲃ,ⲛⲉⲛⲙⲉⲧⲃ,ⲛⲁⲓⲙⲉⲧⲃ,ⲛⲁⲙⲉⲧⲃ,ⲛⲉⲕⲙⲉⲧⲃ,ⲛⲉⲙⲉⲧⲃ,ⲛⲉⲧⲉⲛⲙⲉⲧⲃ,ⲛⲉϥⲙⲉⲧⲃ,ⲛⲉⲥⲙⲉⲧⲃ,ⲛⲟⲩⲙⲉⲧⲃ	0
178	177	0	r b.	0	be, become blind /$gk: [[tuflousqai]]$/ | make blind	be, become blind /$gk: [[tuflousqai]]$/ | make blind	tuflousqai	38a	2	2010-01-24	2010-01-30	vagrant	vagrant	https://pishoyg.github.io/crum/178.html	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	-	τυφλουσθαι	"be, become blind [τυφλουσθαι]
make blind"	"be, become blind [τυφλουσθαι]
make blind"	"be, become blind 
make blind"	"be, become blind <span style=""opacity:0.7"">[τυφλουσθαι]</span>
make blind"	"be, become blind <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%84%CF%85%CF%86%CE%BB%CE%BF%CF%85%CF%83%CE%B8%CE%B1%CE%B9"">τυφλουσθαι</a>]</span>
make blind"	"be, become blind 
make blind"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=38a	38	a	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ ⲃ.	ⲣ	0
7501	178	0		99	With following preposition:	With following preposition:		602a	1	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7501.html						HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=602a	602	a																						0
7502	178	7501	^^^ eJn-	0				602a	2	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7502.html	<i><b>c</b></i> ⲉϫⲛ-	<i><b>c</b></i> ⲉϫⲛ-	c ⲉϫⲛ-	c ⲉϫⲛ-	ⲉϫⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=602a	602	a	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ	1
7503	178	7501	^^^ n-,^^^ mmo=	0	from	from		602a	3	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7503.html	<i><b>c</b></i> ⲛ-, <i><b>c</b></i> ⲙⲙⲟ=	<i><b>c</b></i> ⲛ-, <i><b>c</b></i> ⲙⲙⲟ=	c ⲛ-, c ⲙⲙⲟ=	c ⲛ-, c ⲙⲙⲟ=	ⲛ-, ⲙⲙⲟ= (c)	-		from	from	from	from	from	from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=602a	602	a	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-	ⲛ,ⲙⲙⲟ	1
