key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
7651	2083	7647	^^^ ebol	0				630b	5	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7651.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=630b	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	1
7652	2083	7647	^^^ ebol Ha-	0				630b	6	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7652.html	<i><b>c</b></i> ⲉⲃⲟⲗ ϩⲁ-	<i><b>c</b></i> ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=630b	ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ- (c)	ⲉⲃⲟⲗ ϩⲁ- (c)	1
7653	2083	7647	^^^ ebol Ken-	0				630b	7	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7653.html	<i><b>c</b></i> ⲉⲃⲟⲗ ϧⲉⲛ-	<i><b>c</b></i> ⲉⲃⲟⲗ ϧⲉⲛ-	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=630b	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	1
7654	2083	7647	^^^ eKrhi	0				630b	8	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7654.html	<i><b>c</b></i> ⲉϧⲣⲏⲓ	<i><b>c</b></i> ⲉϧⲣⲏⲓ	ⲉϧⲣⲏⲓ (c)	ⲉϧⲣⲏⲓ (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=630b	ⲉϧⲣⲏⲓ (c)	ⲉϧⲣⲏⲓ (c)	ⲉϧⲣⲏⲓ (c)	ⲉϧⲣⲏⲓ (c)	ⲉϧⲣⲏⲓ (c)	ⲉϧⲣⲏⲓ (c)	ⲉϧⲣⲏⲓ (c)	ⲉϧⲣⲏⲓ (c)	ⲉϧⲣⲏⲓ (c)	ⲉϧⲣⲏⲓ (c)	1
7655	2083	7647	^^^ mmau	0				630b	9	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7655.html	<i><b>c</b></i> ⲙⲙⲁⲩ	<i><b>c</b></i> ⲙⲙⲁⲩ	ⲙⲙⲁⲩ (c)	ⲙⲙⲁⲩ (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=630b	ⲙⲙⲁⲩ (c)	ⲙⲙⲁⲩ (c)	ⲙⲙⲁⲩ (c)	ⲙⲙⲁⲩ (c)	ⲙⲙⲁⲩ (c)	ⲙⲙⲁⲩ (c)	ⲙⲙⲁⲩ (c)	ⲙⲙⲁⲩ (c)	ⲙⲙⲁⲩ (c)	ⲙⲙⲁⲩ (c)	1
3243	2083	0	^^	1	crushing, fracture, destruction /$gk: [[suntrimma, suntribh]]$/	crushing, fracture, destruction /$gk: [[suntrimma, suntribh]]$/	suntrimma, suntribh	630b	10	2010-03-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/3243.html	―	―	―	― (ⲡ)	noun male	συντριμμα, συντριβη	crushing, fracture, destruction [συντριμμα, συντριβη]	crushing, fracture, destruction	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=630b	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	0
3249	2094	0	ebol Ha-	0	from	from		634b	1	2010-03-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/3249.html	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	-		from	from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=634b	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	ⲉⲃⲟⲗ ϩⲁ-	0
3250	2094	0	eKoun Ha-	0	into, unto	into, unto		634b	2	2010-03-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/3250.html	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	-		into, unto	into, unto	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=634b	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	ⲉϧⲟⲩⲛ ϩⲁ-	0
3262	2100	0	(S,B) atH.	0	not being husband	not being husband		636b	1	2010-03-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/3262.html	(S, B) ⲁⲧϩ.	(S, B) ⲁⲧϩ.	ⲁⲧϩ.	(S, B) ⲁⲧϩ.	-		not being husband	not being husband	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=636b	ⲁⲧϩ.					ⲁⲧϩ.					0
3263	2100	0	(S,B) r H.	0	be husband	be husband		636b	2	2010-03-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/3263.html	(S, B) ⲣ ϩ.	(S, B) ⲣ ϩ.	ⲣ ϩ.	(S, B) ⲣ ϩ.	-		be husband	be husband	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=636b	ⲣ ϩ.					ⲣ ϩ.					0
3264	2100	0	(B) KaH.	0	under, having husband /$gk: [[upandros]]$/	under, having husband /$gk: [[upandros]]$/	upandros	636b	3	2010-03-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/3264.html	(B) ϧⲁϩ.	(B) ϧⲁϩ.	ϧⲁϩ.	(B) ϧⲁϩ.	-	υπανδροσ	under, having husband [υπανδροσ]	under, having husband	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=636b						ϧⲁϩ.					0
3265	2100	0	(S,B) Hmoos mnH.	0	dwell with husband /$gk: [[gamiskesqai]]$/	dwell with husband /$gk: [[gamiskesqai]]$/	gamiskesqai	636b	4	2010-03-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/3265.html	(S, B) ϩⲙⲟⲟⲥ ⲙⲛϩ.	(S, B) ϩⲙⲟⲟⲥ ⲙⲛϩ.	ϩⲙⲟⲟⲥ ⲙⲛϩ.	(S, B) ϩⲙⲟⲟⲥ ⲙⲛϩ.	-	γαμισκεσθαι	dwell with husband [γαμισκεσθαι]	dwell with husband	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=636b	ϩⲙⲟⲟⲥ ⲙⲛϩ.					ϩⲙⲟⲟⲥ ⲙⲛϩ.					0
3266	2100	0	(S,sA,B) Ji H.,Gi H.	0	take husband	take husband		636b	5	2010-03-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/3266.html	(S, sA, B) ϫⲓ ϩ., ϭⲓ ϩ.	(S, sA, B) ϫⲓ ϩ., ϭⲓ ϩ.	ϫⲓ ϩ., ϭⲓ ϩ.	(S, sA, B) ϫⲓ ϩ., ϭⲓ ϩ.	-		take husband	take husband	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=636b	ϫⲓ ϩ., ϭⲓ ϩ.				ϫⲓ ϩ., ϭⲓ ϩ.	ϫⲓ ϩ., ϭⲓ ϩ.					0
8913	2103	0		99	[Hht=] with vbs	[Hht=] with vbs		642b	1	2012-04-11	2013-05-05	vagrant	vagrant	https://pishoyg.github.io/crum/8913.html					HEADER		ϩⲏⲧ= with vbs	ϩⲏⲧ= with vbs	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=642b											0
8914	2103	8913	eine H. epesht,eine H. eKrhi	0	bring down womb, (produce abortion)	bring down womb, (produce abortion)		642b	2	2012-04-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/8914.html	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	-		bring down womb, <i>produce abortion</i>	bring down womb, <i>produce abortion</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=642b	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	ⲉⲓⲛⲉ ϩ. ⲉⲡⲉⲥⲏⲧ, ⲉⲓⲛⲉ ϩ. ⲉϧⲣⲏⲓ	1
8915	2103	8913	neJ H. ebol	0	(sim)	(sim)		642b	3	2012-04-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/8915.html	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	-		<i>sim</i>	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=642b	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	ⲛⲉϫ ϩ. ⲉⲃⲟⲗ	1
8916	2103	8913	Hi H.	0	(sim) /$gk: [[wmotokein]]$/	(sim) /$gk: [[wmotokein]]$/	wmotokein	642b	4	2012-04-11	2012-04-11	vagrant	vagrant	https://pishoyg.github.io/crum/8916.html	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	-	ωμοτοκειν	<i>sim</i> [ωμοτοκειν]	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=642b	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	1
8917	2103	8913	Hi K. ebol	0	 /$gk: [[sfallein]]$/	 /$gk: [[sfallein]]$/	sfallein	642b	5	2012-04-11	2012-04-11	vagrant	vagrant	https://pishoyg.github.io/crum/8917.html	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	-	σφαλλειν	[σφαλλειν]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=642b	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	ϩⲓ ϧ. ⲉⲃⲟⲗ	1
8918	2103	8913	mai H.	0	belly-love, gluttony	belly-love, gluttony		643a	6	2012-04-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/8918.html	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	-		belly-love, gluttony	belly-love, gluttony	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=643a	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	ⲙⲁⲓ ϩ.	1
8919	2103	8913	SaJe ebol nH.	0	ventriloquize /$gk: [[eggastrimuqos]]$/	ventriloquize /$gk: [[eggastrimuqos]]$/	eggastrimuqos	643a	7	2012-04-11	2012-04-11	vagrant	vagrant	https://pishoyg.github.io/crum/8919.html	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	-	εγγαστριμυθοσ	ventriloquize [εγγαστριμυθοσ]	ventriloquize	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=643a	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	ϣⲁϫⲉ ⲉⲃⲟⲗ ⲛϩ.	1
3297	2103	8913	nhu eH.	0	be close to	be close to		643a	8	2010-03-19	2012-04-11	vagrant	vagrant	https://pishoyg.github.io/crum/3297.html	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	-		be close to	be close to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=643a	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	ⲛⲏⲩ ⲉϩ.	1
