key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	dawoud-pages	crum-last-page	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	key-next	key-prev	crum-pages	derivations-table	derivations-list
3200	(O) Swt	1	(in name of planet Jupiter)	(in name of planet Jupiter)		590b	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3200.html	(O) ϣⲱⲧ	(O) ϣⲱⲧ	ϣⲱⲧ	(O) ϣⲱⲧ (ⲡ)			complete	noun male		<i>in name of planet Jupiter</i>	<i>in name of planet Jupiter</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=590b									ϣⲱⲧ (ⲡ)		3201	3199	590		
3201	(S,A,sA) Swte (S) Swwte (B,F) SwT	4	well, cistern, pit /$gk: [[frear, phgh]]$/	well, cistern, pit /$gk: [[frear, phgh]]$/	frear, phgh	595a	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3201.html	"(S, A, sA) ϣⲱⲧⲉ
(S) ϣⲱⲱⲧⲉ
(B, F) ϣⲱϯ"	"(S, A, sA) ϣⲱⲧⲉ
(S) ϣⲱⲱⲧⲉ
(B, F) ϣⲱϯ"	ϣⲱⲧⲉ, ϣⲱⲱⲧⲉ, ϣⲱϯ	"(S, A, sA) ϣⲱⲧⲉ (ⲧ)
(S) ϣⲱⲱⲧⲉ (ⲧ)
(B, F) ϣⲱϯ (ⲧ)"			complete	noun female	φρεαρ, πηγη	well, cistern, pit [φρεαρ, πηγη]	well, cistern, pit	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=595a	"ϣⲱⲧⲉ (ⲧ)
ϣⲱⲱⲧⲉ (ⲧ)"			ϣⲱⲧⲉ (ⲧ)	ϣⲱⲧⲉ (ⲧ)	ϣⲱϯ (ⲧ)	ϣⲱϯ (ⲧ)				3202	3200	595		
3202	(S) Sta,Sto	1	(meaning unknown)	(meaning unknown)		595a	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3202.html	(S) ϣⲧⲁ, ϣⲧⲟ	(S) ϣⲧⲁ, ϣⲧⲟ	ϣⲧⲁ, ϣⲧⲟ	(S) ϣⲧⲁ, ϣⲧⲟ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=595a	ϣⲧⲁ, ϣⲧⲟ (ⲡ)										3203	3201	595		
3203	(S) *Ste	3	(meaning doubtful)	(meaning doubtful)		595a	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3203.html	(S) <i>plural: </i>ϣⲧⲉ	(S) <i>plural: </i>ϣⲧⲉ	ϣⲧⲉ (ⲛ)	(S) ϣⲧⲉ (ⲛ)			complete	noun		<i>meaning doubtful</i>	<i>meaning doubtful</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=595a	ϣⲧⲉ (ⲛ)										3204	3202	595		
3204	(O) Sthit	0	(meaning unknown)	(meaning unknown)		598b	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3204.html	(O) ϣⲧⲏⲓⲧ	(O) ϣⲧⲏⲓⲧ	ϣⲧⲏⲓⲧ	(O) ϣⲧⲏⲓⲧ			complete	-		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=598b									ϣⲧⲏⲓⲧ		3205	3203	598		
3205	(B) Sau	1	male cat	male cat		601a	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3205.html	(B) ϣⲁⲩ	(B) ϣⲁⲩ	ϣⲁⲩ	(B) ϣⲁⲩ (ⲡ)			complete	noun male		male cat	male cat	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=601a						ϣⲁⲩ (ⲡ)					3206	3204	601		
3206	(sA) Seu	2	{intr:} (meaning uncertain), know /*?*/	{intr:} (meaning uncertain), know /*?*/		601a	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3206.html	(sA) ϣⲉⲩ	(sA) ϣⲉⲩ	ϣⲉⲩ	(sA) ϣⲉⲩ			complete	verb		<b>intr:</b> <i>meaning uncertain</i>, know (?)	<b>intr:</b> <i>meaning uncertain</i>, know (?)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=601a					ϣⲉⲩ						3207	3205	601		
3207	(S) *Seeu	3	(meaning unknown)	(meaning unknown)		601a	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3207.html	(S) <i>plural: </i>ϣⲉⲉⲩ	(S) <i>plural: </i>ϣⲉⲉⲩ	ϣⲉⲉⲩ (ⲛ)	(S) ϣⲉⲉⲩ (ⲛ)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=601a	ϣⲉⲉⲩ (ⲛ)										3208	3206	601		
3208	(S) Sou	1	(meaning unknown)	(meaning unknown)		601a	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3208.html	(S) ϣⲟⲩ	(S) ϣⲟⲩ	ϣⲟⲩ	(S) ϣⲟⲩ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=601a	ϣⲟⲩ (ⲡ)										3209	3207	601		
3209	(S) Soou	3	(meaning uncertain)	(meaning uncertain)		601a	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3209.html	(S) ϣⲟⲟⲩ	(S) ϣⲟⲟⲩ	ϣⲟⲟⲩ	(S) ϣⲟⲟⲩ (noun)			complete	noun		<i>meaning uncertain</i>	<i>meaning uncertain</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=601a	ϣⲟⲟⲩ (noun)										3210	3208	601		
3210	(S) Soout	1	(meaning unknown)	(meaning unknown)		603b	6	0	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3210.html	(S) ϣⲟⲟⲩⲧ	(S) ϣⲟⲟⲩⲧ	ϣⲟⲟⲩⲧ	(S) ϣⲟⲟⲩⲧ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=603b	ϣⲟⲟⲩⲧ (ⲡ)										3211	3209	603		
3211	(S) Soouts	3	(meaning unknown, a measure ?)	(meaning unknown, a measure ?)		603b	6	0	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3211.html	(S) ϣⲟⲟⲩⲧⲥ	(S) ϣⲟⲟⲩⲧⲥ	ϣⲟⲟⲩⲧⲥ	(S) ϣⲟⲟⲩⲧⲥ (noun)			complete	noun		<i>meaning unknown, a measure ?</i>	<i>meaning unknown, a measure ?</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=603b	ϣⲟⲟⲩⲧⲥ (noun)										3212	3210	603		
3212	(sA) SixF	1	(meaning uncertain)	(meaning uncertain)		604b	6	0	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3212.html	(sA) ϣⲓⲭϥ	(sA) ϣⲓⲭϥ	ϣⲓⲭϥ	(sA) ϣⲓⲭϥ (ⲡ)			complete	noun male		<i>meaning uncertain</i>	<i>meaning uncertain</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604b					ϣⲓⲭϥ (ⲡ)						3213	3211	604		
3213	(Sa) SaS	1	(meaning unknown)	(meaning unknown)		604b	6	0	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3213.html	(Sa) ϣⲁϣ	(Sa) ϣⲁϣ	ϣⲁϣ	(Sa) ϣⲁϣ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604b		ϣⲁϣ (ⲡ)									3214	3212	604		
3214	(B) SoiS	2	{qual:} (meaning unknown)	{qual:} (meaning unknown)		605a	6	0	2010-03-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3214.html	(B) ϣⲟⲓϣ	(B) ϣⲟⲓϣ	ϣⲟⲓϣ	(B) ϣⲟⲓϣ			complete	verb		<b>qual:</b> <i>meaning unknown</i>	<b>qual:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=605a						ϣⲟⲓϣ					3215	3213	605		
3215	(S) SoS	1	(meaning unknown)	(meaning unknown)		605b	6	0	2010-03-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3215.html	(S) ϣⲟϣ	(S) ϣⲟϣ	ϣⲟϣ	(S) ϣⲟϣ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=605b	ϣⲟϣ (ⲡ)										3216	3214	605		
3216	(F) SouS	1	(meaning unknown)	(meaning unknown)		605b	6	0	2010-03-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3216.html	(F) ϣⲟⲩϣ	(F) ϣⲟⲩϣ	ϣⲟⲩϣ	(F) ϣⲟⲩϣ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=605b							ϣⲟⲩϣ (ⲡ)				3217	3215	605		
3217	(Sa) SaSe *^or [So.]^*	3	(meaning unknown)	(meaning unknown)		607a	6	0	2010-03-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3217.html	(Sa) ϣⲁϣⲉ {or ϣⲟ.}	(Sa) ϣⲁϣⲉ {or ϣⲟ.}	ϣⲁϣⲉ {or ϣⲟ.}	(Sa) ϣⲁϣⲉ {or ϣⲟ.} (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=607a		ϣⲁϣⲉ {or ϣⲟ.} (noun)									3218	3216	607		
3218	(F) SeSi	4	(meaning unknown)	(meaning unknown)		607a	6	0	2010-03-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3218.html	(F) ϣⲉϣⲓ	(F) ϣⲉϣⲓ	ϣⲉϣⲓ	(F) ϣⲉϣⲓ (ⲧ)			complete	noun female		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=607a							ϣⲉϣⲓ (ⲧ)				3219	3217	607		
3219	(S) SeSt	3	(nn /*?*/, meaning unknown)	(nn /*?*/, meaning unknown)		608a	6	0	2010-03-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3219.html	(S) ϣⲉϣⲧ	(S) ϣⲉϣⲧ	ϣⲉϣⲧ	(S) ϣⲉϣⲧ (noun)			complete	noun		<i>nn (?), meaning unknown</i>	<i>nn (?), meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=608a	ϣⲉϣⲧ (noun)										3220	3218	608		
3220	(S) SeSote	3	(meaning unknown)	(meaning unknown)		609a	6	0	2010-03-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3220.html	(S) ϣⲉϣⲟⲧⲉ	(S) ϣⲉϣⲟⲧⲉ	ϣⲉϣⲟⲧⲉ	(S) ϣⲉϣⲟⲧⲉ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=609a	ϣⲉϣⲟⲧⲉ (noun)										3221	3219	609		
3221	(S) SouSHh	3	(meaning unknown, 8 of them among [[skeuh]] found in house)	(meaning unknown, 8 of them among [[skeuh]] found in house)		609b	6	0	2010-03-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3221.html	(S) ϣⲟⲩϣϩⲏ	(S) ϣⲟⲩϣϩⲏ	ϣⲟⲩϣϩⲏ	(S) ϣⲟⲩϣϩⲏ (noun)			complete	noun		<i>meaning unknown, 8 of them among σκευη found in house</i>	<i>meaning unknown, 8 of them among σκευη found in house</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=609b	ϣⲟⲩϣϩⲏ (noun)										3222	3220	609		
3222	(S) SwFt,SoFt (B) SwFq	1	hollow of hand, handful | (as measure)	hollow of hand, handful | (as measure)		611b	6	0	2010-03-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/3222.html	"(S) ϣⲱϥⲧ, ϣⲟϥⲧ
(B) ϣⲱϥⲑ"	"(S) ϣⲱϥⲧ, ϣⲟϥⲧ
(B) ϣⲱϥⲑ"	ϣⲱϥⲧ, ϣⲟϥⲧ, ϣⲱϥⲑ	"(S) ϣⲱϥⲧ, ϣⲟϥⲧ (ⲡ)
(B) ϣⲱϥⲑ (ⲡ)"			complete	noun male		"hollow of hand, handful
<i>as measure</i>"	"hollow of hand, handful
<i>as measure</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=611b	ϣⲱϥⲧ, ϣⲟϥⲧ (ⲡ)					ϣⲱϥⲑ (ⲡ)					3223	3221	611		
3223	(S) SaH	2	(meaning unknown)	(meaning unknown)		612a	6	0	2010-03-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/3223.html	(S) ϣⲁϩ	(S) ϣⲁϩ	ϣⲁϩ	(S) ϣⲁϩ			complete	verb		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=612a	ϣⲁϩ										3224	3222	612		
3224	(S) SeHbes	3	(nn as adj)	(nn as adj)		612b	6	0	2010-03-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/3224.html	(S) ϣⲉϩⲃⲉⲥ	(S) ϣⲉϩⲃⲉⲥ	ϣⲉϩⲃⲉⲥ	(S) ϣⲉϩⲃⲉⲥ (noun)			complete	noun		<i>nn as adj</i>	<i>nn as adj</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=612b	ϣⲉϩⲃⲉⲥ (noun)										3225	3223	612		
3225	(S) SJal	1	(meaning unknown)	(meaning unknown)		615b	6	0	2010-03-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/3225.html	(S) ϣϫⲁⲗ	(S) ϣϫⲁⲗ	ϣϫⲁⲗ	(S) ϣϫⲁⲗ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=615b	ϣϫⲁⲗ (ⲡ)										3226	3224	615		
3226	(S) SJil	1	(meaning unknown)	(meaning unknown)		615b	6	0	2010-03-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/3226.html	(S) ϣϫⲓⲗ	(S) ϣϫⲓⲗ	ϣϫⲓⲗ	(S) ϣϫⲓⲗ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=615b	ϣϫⲓⲗ (ⲡ)										3227	3225	615		
3227	(S) SGe	1	(meaning unknown)	(meaning unknown)		618b	6	0	2010-03-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/3227.html	(S) ϣϭⲉ	(S) ϣϭⲉ	ϣϭⲉ	(S) ϣϭⲉ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=618b	ϣϭⲉ (ⲡ)										3228	3226	618		
3228	(O) Fw	1	(meaning unknown)	(meaning unknown)		623b	6	0	2010-03-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/3228.html	(O) ϥⲱ	(O) ϥⲱ	ϥⲱ	(O) ϥⲱ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=623b									ϥⲱ (ⲡ)		3229	3227	623		
