book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Wisdom of Jesus son of Sirach	1	01	5	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ϯⲙⲟⲩⲙⲓ ⲛ̀ϯⲥⲟⲫⲓⲁ ⲡⲉ ⲡⲓⲥⲁϫⲓ ⲛ̀ⲧⲉ ⲫϯ ϧⲉⲛ ⲛⲏ ⲉⲧϭⲟⲥⲓ ⲟⲩⲟϩ ⲛⲉⲥⲙⲱⲓⲧ ⲛⲉ ⲛⲓⲉⲛⲧⲟⲗⲏ ϣⲁ ⲉⲛⲉϩ	ⲧⲡⲏⲅⲏ ⲛ̅ⲧⲥⲟⲫⲓⲁ ⲡⲉ ⲡϣⲁϫⲉ ⲙ̅ⲡⲛⲟⲩⲧⲉ ϩⲛ̅ ⲛⲉⲧϫⲟⲥⲉ ⲁⲩⲱ ⲛⲉⲥϩⲓⲟⲟⲩⲉ ϩⲛ̅ ⲉⲛⲧⲟⲗⲏ ⲛⲉ ⲛ̅ϣⲁ ⲉⲛⲉϩ.	The word of God most high is the fountain of wisdom; and her ways are everlasting commandments.							
Wisdom of Jesus son of Sirach	1	01	6	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲑⲛⲟⲩⲛⲓ ⲛ̀ϯⲥⲟⲫⲓⲁ ⲉⲧⲁⲥϭⲱⲣⲡ ⲉ̀ⲛⲓⲙ	ⲧⲛⲟⲩⲛⲉ ⲛ̅ⲧⲥⲟⲫⲓⲁ ⲛ̅ⲧⲁⲥϭⲱⲗⲡ̅ ⲉⲛⲓⲙ; ⲁⲩⲱ ⲛⲓⲙ ⲡⲉ ⲛ̅ⲧⲁϥⲉⲓⲙⲉ ⲉⲛⲉⲥⲕⲟⲧⲥ̅;	To whom hath the root of wisdom been revealed? or who hath known her wise counsels?	ῥίζα σοφίας τίνι ἀπεκαλύφθη; καὶ τὰ πανουργεύµατα αὐτῆς τίς ἔγνω;						
Wisdom of Jesus son of Sirach	1	01	7	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲟⲩⲟϩ ⲡⲉⲥⲉⲙⲓ ⲧⲏⲣϥ ⲛⲓⲙ ⲡⲉ ⲉⲧⲁϥⲥⲟⲩⲱⲛϥ	ⲧⲉⲡⲓⲥⲧⲏⲙⲓ ⲛ̅ⲧⲥⲟⲫⲓⲁ ⲛ̅ⲧⲁⲥⲟⲩⲱⲛϩ̅ ⲉⲛⲓⲙ; ⲁⲩⲱ ⲡⲉⲥⲥⲟⲟⲩⲛ ⲧⲏⲣϥ̅ ⲛⲓⲙ ⲡⲉⲛⲧⲁϥⲥⲟⲩⲱⲛϥ̅;	Unto whom hath the knowledge of wisdom been made manifest? and who hath understood her great experience?							
Wisdom of Jesus son of Sirach	1	01	8	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲟⲩⲥⲟⲫⲟⲥ ⲉϥϯϩⲟ ⲉ̀ⲙⲁϣⲱ ⲉϥϩⲉⲙⲥⲓ ϩⲓϫⲉⲛ ⲡⲉϥⲑⲣⲟⲛⲟⲥ	ⲟⲩⲁ ⲡⲉ ⲛ̅ⲥⲟⲫⲟⲥ ⲉϥϯϩⲟⲧⲉ ⲉⲙⲁⲧⲉ ⲉϥϩⲙⲟⲟⲥ ϩⲓ ⲡⲉϥⲑⲣⲟⲛⲟⲥ	There is one wise and greatly to be feared, the Lord sitting upon his throne.	εἷς ἐστιν σοφός, φοβερὸς σφόδρα, καθήµενος ἐπὶ τοῦ θρόνου αὐτοῦ.						
Wisdom of Jesus son of Sirach	1	01	9	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲡϭ̅ⲥ̅ ⲇⲉ ⲛ̀ⲑⲟϥ ⲫⲏ ⲉⲧⲁϥⲥⲟⲛⲧⲥ ⲟⲩⲟϩ ⲁϥⲛⲁⲩ ⲉ̀ⲣⲟⲥ ⲁϥⲟⲡⲥ ⲟⲩⲟϩ ⲁϥⲫⲱⲛ ⲙ̀ⲙⲟⲥ ⲉ̀ϩⲣⲏⲓ ⲉ̀ϫⲉⲛ ⲛⲉⲥϩⲃⲏⲟⲩⲓ ⲧⲏⲣⲟⲩ	ⲡϫⲟⲉⲓⲥ ⲛ̅ⲧⲟϥ ⲡⲉⲛⲧⲁϥⲥⲟⲛⲧⲥ̅ ⲁⲩⲱ ⲁϥⲛⲁⲩ ⲉⲣⲟⲥ ⲁϥⲟⲡⲥ̅: ⲁϥⲡⲁϩⲧⲥ̅ ⲉϩⲣⲁⲓ̈ ⲉϫⲛ̅ ⲛⲉϥϩⲃⲏⲩⲉ ⲧⲏⲣⲟⲩ.	He created her, and saw her, and numbered her, and poured her out upon all his works.	κύριος αὐτὸς ἔκτισεν αὐτὴν καὶ εἶδεν καὶ ἐξηρίθµησεν αὐτὴν καὶ ἐξέχεεν αὐτὴν ἐπὶ πάντα τὰ ἔργα αὐτοῦ,						
Wisdom of Jesus son of Sirach	1	01	10	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲥϣⲟⲡ ⲛⲉⲙ ⲥⲁⲣⲝ ⲛⲓⲃⲉⲛ ⲕⲁⲧⲁ ⲫⲣⲏϯ ⲉⲧⲉϥⲛⲁⲧⲏⲓⲥ ⲟⲩⲟϩ ϣⲁϥⲧⲏⲓⲥ ⲛ̀ⲛⲏ ⲉⲑⲙⲉⲓ ⲙ̀ⲙⲟϥ	.... ⲙⲛ̅ ⲥⲁⲣⲝ ⲛⲓⲙ ⲕⲁⲧⲁ ⲑⲉ ⲉⲧϥ̅ϯ ⲙ̅ⲙⲟⲥ ⲁⲩⲱ ⲁϥⲧⲁⲁⲥ ⲛ̅ⲛⲉⲧⲙⲉ ⲙ̅ⲙⲟϥ.	She is with all flesh according to his gift, and he hath given her to them that love him.	µετὰ πάσης σαρκὸς κατὰ τὴν δόσιν αὐτοῦ, καὶ ἐχορήγησεν αὐτὴν τοῖς ἀγαπῶσιν αὐτόν.						
Wisdom of Jesus son of Sirach	1	01	11	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ϯϩⲟϯ ⲛ̀ⲧⲉ ⲡϭ̅ⲥ̅ ⲟⲩⲱⲟⲩ ⲧⲉ ⲛⲉⲙ ⲟⲩϣⲟⲩϣⲟⲩ ⲟⲩⲟⲩⲛⲟϥ ⲇⲉ ⲛⲉⲙ ⲟⲩⲭⲗⲟⲙ ⲛ̀ⲑⲉⲗⲏⲗ	ⲑⲟⲧⲉ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲟⲩⲉⲟⲟⲩ ⲧⲉ ⲙⲛ̅ ⲟⲩϣⲟⲩϣⲟⲩ ........................	The fear of the Lord is honour, and glory, and gladness, and a crown of rejoicing.	Φόβος κυρίου δόξα καὶ καύχηµα καὶ εὐφροσύνη καὶ στέφανος ἀγαλλιάµατος.						
Wisdom of Jesus son of Sirach	1	01	12	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ϣⲁⲣⲉ ϯϩⲟϯ ⲛ̀ⲧⲉ ⲡϭ̅ⲥ̅ ϯⲉⲣⲟⲩⲟⲧ ⲙ̀ⲡⲓϩⲏⲧ ϣⲁⲥϯ ⲛ̀ⲟⲩⲟⲩⲛⲟϥ ⲛⲉⲙ ⲟⲩⲣⲁϣⲓ ⲛⲉⲙ ⲟⲩⲉⲓ ⲛ̀ⲧⲉ ϩⲁⲛⲉϩⲟⲟⲩ	............. ϣⲁⲥϯ ⲟⲩⲟⲩⲛⲟϥ .... ⲁϣⲏ ⲛⲉϩⲟⲟⲩ.	The fear of the Lord maketh a merry heart, and giveth joy, and gladness, and a long life.	φόβος κυρίου τέρψει καρδίαν καὶ δώσει εὐφροσύνην καὶ χαρὰν καὶ µακροηµέρευσιν.						
Wisdom of Jesus son of Sirach	1	01	13	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲫⲏ ⲉⲧⲉⲣϩⲟϯ ϧⲁⲧϩⲏ ⲙ̀ⲡϭ̅ⲥ̅ ⲡⲓⲡⲉⲑⲛⲁⲛⲉϥ ⲛⲁϣⲱⲡⲓ ⲛⲁϥ ϧⲉⲛ ⲧⲉϥϧⲁⲏ ⲟⲩⲟϩ ⲉⲩⲉⲁⲙⲟⲛⲓ ⲙ̀ⲙⲟϥ ϧⲉⲛ ⲡⲓⲉϩⲟⲟⲩ ⲛ̀ⲧⲉ ⲡⲉϥⲙⲟⲩ	ⲙ̅ⲡⲉⲧⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲡⲡⲉⲧⲛⲁⲛⲟⲩϥ ⲛⲁϣⲱⲡⲉ ⲙ̅ⲙⲟϥ ϩⲛ̅ ⲧⲉϥϩⲁⲏ ⲁⲩⲱ ............. ϩⲛ̅ ⲛⲉϩⲟⲟⲩ ........	Whoso feareth the Lord, it shall go well with him at the last, and he shall find favour in the day of his death.	τῷ φοβουµένῳ τὸν κύριον εὖ ἔσται ἐπ’ ἐσχάτων, καὶ ἐν ἡµέρᾳ τελευτῆς αὐτοῦ εὐλογηθήσεται.						
Wisdom of Jesus son of Sirach	1	01	14	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲧⲁⲣⲭⲏ ⲛ̀ϯⲥⲟⲫⲓⲁ ⲡⲉ ⲉⲣϩⲟϯ ϧⲁⲧϩⲏ ⲙ̀ⲡϭ̅ⲥ̅ ⲟⲩⲟϩ ⲁⲩⲥⲟⲛⲧⲥ ⲛⲉⲙ ⲛⲓⲡⲓⲥⲧⲟⲥ ϧⲉⲛ ⲧⲟϯ	ⲧⲁⲣⲭⲏ ⲛ̅ⲧⲥⲟⲫⲓⲁ ⲡⲉ ⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲁϥ........ⲥ ⲙⲛ̅ ⲙ̅ⲡⲓⲥⲧⲟⲥ ϩⲛ̅ ...	To fear the Lord is the beginning of wisdom: and it was created with the faithful in the womb.	Ἀρχὴ σοφίας φοβεῖσθαι τὸν κύριον, καὶ µετὰ πιστῶν ἐν µήτρᾳ συνεκτίσθη αὐτοῖς.						
Wisdom of Jesus son of Sirach	1	01	15	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲁⲩϩⲓⲥⲉⲛϯ ⲙ̀ⲙⲟⲥ ϣⲁ ⲉⲛⲉϩ ⲛⲉⲙ ⲛⲓⲣⲱⲙⲓ ⲟⲩⲟϩ ⲥⲛⲁⲧⲉⲛϩⲟⲩⲧⲥ ⲛⲉⲙ ⲡⲟⲩϫⲣⲟϫ	ⲁⲥⲥⲙⲛ̅ⲥⲛ̅ⲧⲉ ⲛ̅ϣⲁ ⲉⲛⲉϩ ⲙⲛ̅ ⲛ̅ⲣⲱⲙⲉ ⲁⲩⲱ ⲥⲛⲁⲧⲁⲛϩⲟⲩⲧⲥ̅ ⲙⲛ̅ ⲡⲉⲩⲥⲡⲉⲣⲙⲁ	She hath built an everlasting foundation with men, and she shall continue with their seed.	µετὰ ἀνθρώπων θεµέλιον αἰῶνος ἐνόσσευσεν καὶ µετὰ τοῦ σπέρµατος αὐτῶν ἐµπιστευθήσεται.						
Wisdom of Jesus son of Sirach	1	01	16	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲡⲥⲁⲓ ⲛ̀ϯⲥⲟⲫⲓⲁ ⲡⲉ ⲉⲣϩⲟϯ ϧⲁⲧϩⲏ ⲙ̀ⲡϭ̅ⲥ̅ ⲟⲩⲟϩ ⲟⲩⲟⲛ ⲟⲩⲟⲩⲛⲟϥ ϧⲉⲛ ⲛⲉⲥⲕⲁⲣⲡⲟⲥ	ⲡⲥⲉⲓ ⲛ̅ⲧⲥⲟⲫⲓⲁ ⲡⲉ ⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲟⲩⲟⲩⲛⲟϥ ⲡⲉ ⲉⲃⲟⲗ ϩⲛ̅ ⲛⲉⲥⲕⲁⲣⲡⲟⲥ.	To fear the Lord is fulness of wisdom, and filleth men with her fruits.	πλησµονὴ σοφίας φοβεῖσθαι τὸν κύριον καὶ µεθύσκει αὐτοὺς ἀπὸ τῶν καρπῶν αὐτῆς·						
Wisdom of Jesus son of Sirach	1	01	17	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ϣⲁⲥⲙⲁϩ ⲡⲉⲥⲏⲓ ⲧⲏⲣϥ ⲛ̀ⲛⲏ ⲉⲧⲥⲱⲧⲡ ⲟⲩⲟϩ ⲛⲉⲥⲧⲱⲃⲓ ϩⲁⲛⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲛⲉⲥⲅⲉⲛⲉⲙⲁ ⲛⲉ	ϣⲁⲥⲙⲉϩ ......... ⲁⲩⲱ ⲛⲉⲥ...... ⲉⲃⲟⲗ ϩⲛ̅ .....	She filleth all their house with things desirable, and the garners with her increase.	πάντα τὸν οἶκον αὐτῶν ἐµπλήσει ἐπιθυµηµάτων καὶ τὰ ἀποδοχεῖα ἀπὸ τῶν γενηµάτων αὐτῆς.						
Wisdom of Jesus son of Sirach	1	01	18	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲡⲓⲭⲗⲟⲙ ⲛ̀ⲧⲉ ϯⲥⲟⲫⲓⲁ ⲡⲉ ϯϩⲟϯ ⲛ̀ⲧⲉ ⲫϯ ⲉⲥϯⲟⲩⲱ ⲛ̀ⲟⲩϩⲓⲣⲏⲛⲏ ⲛⲉⲙ ⲟⲩϩⲙⲟⲧ ⲛ̀ⲧⲁⲗϭⲟ	ⲡⲉⲕⲗⲟⲙ ⲛ̅ⲧⲥⲟⲫⲓⲁ ... ⲉⲥϯⲟⲩⲱ ⲛ̅ⲟⲩⲉⲓⲣⲏⲛⲏ .....	The fear of the Lord is a crown of wisdom, making peace and perfect health to flourish; both which are the gifts of God: and it enlargeth their rejoicing that love him.	στέφανος σοφίας φόβος κυρίου ἀναθάλλων εἰρήνην καὶ ὑγίειαν ἰάσεως.						
Wisdom of Jesus son of Sirach	1	01	19	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲁϥⲛⲁⲩ ⲉ̀ⲣⲟⲥ ⲁϥⲟⲡⲥ ⲁϥⲃⲉⲃⲓ ⲙ̀ⲡⲓⲕⲁϯ ⲛⲉⲙ ⲡⲓⲉⲙⲓ ⲛⲉⲙ ϯⲙⲉⲧⲥⲁⲃⲉ ⲁϥϭⲓⲥⲓ ⲙ̀ⲡⲱⲟⲩ ⲙ̀ⲫⲏ ⲉⲧⲁⲙⲟⲛⲓ ⲙ̀ⲙⲟⲥ	ⲁϥⲃⲉⲉⲃⲉ ............ ⲁϥϫⲓⲥⲉ .........	Wisdom raineth down skill and knowledge of understanding standing, and exalteth them to honour that hold her fast.	καὶ εἶδεν καὶ ἐξηρίθµησεν αὐτήν, ἐπιστήµην καὶ γνῶσιν συνέσεως ἐξώµβρησεν καὶ δόξαν κρατούντων αὐτῆς ἀνύψωσεν.						
Wisdom of Jesus son of Sirach	1	01	20	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲑⲛⲟⲩⲛⲓ ⲅⲁⲣ ⲛ̀ϯⲥⲟⲫⲓⲁ ⲡⲉ ⲉ̀ⲉⲣϩⲟϯ ϧⲁⲧϩⲏ ⲙ̀ⲡϭ̅ⲥ̅ ⲟⲩⲟϩ ϩⲁⲛⲙⲏϣ ⲛ̀ⲉϩⲟⲟⲩ ⲛⲉ ⲛⲉⲥⲕⲗⲁⲧⲟⲥ	ⲧⲛⲟⲩⲛⲉ ⲛ̅ⲧⲉⲥⲟⲫⲓⲁ ⲡⲉ ⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ........................	The root of wisdom is to fear the Lord, and the branches thereof are long life.	ῥίζα σοφίας φοβεῖσθαι τὸν κύριον, καὶ οἱ κλάδοι αὐτῆς µακροηµέρευσις.						
Wisdom of Jesus son of Sirach	1	01	21	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach			The fear of the Lord driveth away sins: and where it is present, it turneth away wrath.							
Wisdom of Jesus son of Sirach	1	01	22	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲙ̀ⲙⲟⲛ ϣ̀ϫⲟⲙ ⲛ̀ⲟⲩⲣⲉϥϫⲱⲛⲧ ⲉⲑⲙⲁⲓⲟ ⲡⲓⲣⲓⲕⲓ ⲅⲁⲣ ⲛ̀ⲧⲉ ⲡⲉϥϫⲱⲛⲧ ⲡⲉ ⲡⲉϥϩⲉⲓ	....ⲱⲟⲩ ⲛ̅ϩⲏⲧ ... ϣⲁ ⲉⲟⲩⲟⲉⲓϣ ⲁⲩⲱ ⲙⲛ̅ⲛ̅ⲥⲱⲥ ... ⲛⲁϥ ⲛ̅ⲟⲩⲟⲩⲛⲟϥ.	A furious man cannot be justified; for the sway of his fury shall be his destruction.	Οὐ δυνήσεται θυµὸς ἄδικος δικαιωθῆναι· ἡ γὰρ ῥοπὴ τοῦ θυµοῦ αὐτοῦ πτῶσις αὐτῷ.						
Wisdom of Jesus son of Sirach	1	01	23	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲡⲓⲣⲉϥⲱⲟⲩ ⲛ̀ϩⲏⲧ ϣⲁⲥⲉⲣⲁⲛⲉⲭⲉⲥⲑⲉ ϣⲁ ⲡⲥⲏⲟⲩ ⲙⲉⲛⲉⲛⲥⲱⲥ ϣⲁϥϣⲱⲡⲓ ⲛⲁϥ ⲛ̀ⲟⲩⲟⲩⲛⲟϥ	... ϩⲱⲡ ⲉⲛⲉⲕϣⲁϫⲉ ϣⲁ ⲉⲟⲩⲟⲉⲓϣ ⲁⲩⲱ ϣⲁⲣⲉ ⲛⲉⲥⲡⲟⲧⲟⲩ ⲛ̅ϩⲁϩ ϣⲁϫⲉ ⲉⲧⲉϥⲙⲛ̅ⲧⲥⲁⲃⲉ.	A patient man will tear for a time, and afterward joy shall spring up unto him.	ἕως καιροῦ ἀνθέξεται µακρόθυµος, καὶ ὕστερον αὐτῷ ἀναδώσει εὐφροσύνη·						
